GENDER,AGE_GRP,JOB_NM,TRAVEL_TERM,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE,TRAVEL_COMPANIONS_NUM,TRAVEL_ID
여,40,전문가 및 관련 종사자,한달,50130,30170,11680,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(중),자연 선호(중),중립,도시 선호(약),도시 선호(강),충청북도,세종,자녀 동반 여행,SNS 사진 등록 등 과시,5,g_g011824
여,20,학생,1년,50110,42150,47130,자연 선호(중),자연 선호(중),자연 선호(강),중립,자연 선호(중),자연 선호(중),자연 선호(중),도시 선호(강),서울특별시,전남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g005160
여,30,학생,한달,44760,46130,45110,중립,자연 선호(중),자연 선호(중),도시 선호(중),도시 선호(강),자연 선호(중),자연 선호(강),중립,대전광역시,세종,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g003714
여,20,기타,1년,50110,11230,46710,자연 선호(강),자연 선호(강),자연 선호(중),도시 선호(약),자연 선호(강),자연 선호(강),도시 선호(중),도시 선호(중),광주광역시,전남,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g004036
남,30,서비스 종사자,1년,26200,42210,42150,자연 선호(중),자연 선호(중),자연 선호(강),자연 선호(약),자연 선호(강),중립,도시 선호(강),자연 선호(약),충청북도,충남,부모 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g011620
남,20,학생,1년,26500,50110,11680,중립,중립,자연 선호(강),도시 선호(약),도시 선호(중),중립,중립,중립,광주광역시,대전,2인 여행(가족 외),"운동, 건강 증진 및 충전",1,g_g011854
여,50,전문가 및 관련 종사자,한달,50110,26710,42210,중립,중립,자연 선호(중),도시 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),대구광역시,전북,자녀 동반 여행,새로운 경험 추구,2,g_g010930
남,20,사무 종사자,1년,50110,50130,42170,자연 선호(중),자연 선호(강),자연 선호(중),도시 선호(약),중립,자연 선호(중),도시 선호(중),중립,인천광역시,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g002809
여,40,사무 종사자,1년,41130,42210,30110,도시 선호(중),도시 선호(강),자연 선호(중),자연 선호(약),자연 선호(약),도시 선호(약),도시 선호(중),자연 선호(중),서울특별시,충북,부모 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",6,g_g000004
여,50,기타,1년,50130,42210,48220,자연 선호(강),도시 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),중립,중립,자연 선호(강),서울특별시,충남,2인 가족 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g001884
여,30,사무 종사자,한달,47130,26170,45140,도시 선호(강),도시 선호(강),도시 선호(중),중립,도시 선호(중),도시 선호(약),도시 선호(약),자연 선호(중),전라북도,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g011517
남,30,사무 종사자,한달,42150,26350,44825,자연 선호(강),도시 선호(강),중립,도시 선호(중),중립,도시 선호(중),자연 선호(약),도시 선호(강),충청남도,충남,부모 동반 여행,기타,1,g_g013050
여,20,서비스 종사자,1년,30170,44180,50110,도시 선호(중),도시 선호(강),중립,자연 선호(중),도시 선호(강),도시 선호(강),도시 선호(강),자연 선호(강),세종특별자치시,대전,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,2,g_g008737
남,30,전문가 및 관련 종사자,1년,42150,42210,50130,중립,자연 선호(중),자연 선호(중),자연 선호(약),중립,도시 선호(중),자연 선호(약),자연 선호(약),인천광역시,충북,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g006180
남,30,사무 종사자,1년,11680,26350,50110,중립,중립,중립,중립,중립,중립,중립,중립,대전광역시,전북,3인 이상 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",2,g_g001700
남,30,사무 종사자,한달,48740,48310,46890,자연 선호(중),중립,자연 선호(중),도시 선호(강),자연 선호(중),자연 선호(중),자연 선호(강),도시 선호(강),경상남도,충북,2인 여행(가족 외),새로운 경험 추구,1,g_g005567
여,60,전업주부,한달,50130,45800,41570,자연 선호(강),자연 선호(중),자연 선호(강),도시 선호(약),도시 선호(약),자연 선호(중),자연 선호(중),도시 선호(약),경기도,충남,3대 동반 여행(친척 포함),"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",4,g_g002908
남,20,서비스 종사자,1년,46130,46110,29155,중립,자연 선호(중),자연 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),전라남도,전남,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g001698
남,30,학생,한달,26710,42150,46130,자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(중),자연 선호(강),자연 선호(약),자연 선호(강),도시 선호(강),충청북도,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g004865
남,30,전문가 및 관련 종사자,한달,41280,41360,41450,자연 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),자연 선호(약),자연 선호(중),도시 선호(중),서울특별시,충남,자녀 동반 여행,새로운 경험 추구,3,g_g012791
여,30,사무 종사자,한달,41830,41360,41450,자연 선호(중),도시 선호(중),중립,도시 선호(약),자연 선호(중),자연 선호(약),도시 선호(약),자연 선호(약),서울특별시,충북,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g011717
남,30,전문가 및 관련 종사자,한달,46710,50110,46110,자연 선호(강),중립,자연 선호(강),도시 선호(중),도시 선호(강),도시 선호(강),도시 선호(약),도시 선호(중),전라남도,전남,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g004510
여,20,사무 종사자,한달,46150,47130,47770,자연 선호(강),자연 선호(약),자연 선호(중),자연 선호(약),중립,도시 선호(약),도시 선호(약),도시 선호(강),광주광역시,전남,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g001135
남,30,사무 종사자,한달,11110,46710,46170,도시 선호(약),자연 선호(약),중립,도시 선호(약),자연 선호(약),중립,도시 선호(약),자연 선호(약),광주광역시,전남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g007528
여,40,사무 종사자,한달,45130,26350,42150,자연 선호(약),자연 선호(중),자연 선호(중),중립,자연 선호(약),자연 선호(약),자연 선호(약),도시 선호(약),대전광역시,세종,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,2,g_g008664
남,60,기능원 및 관련 기능 종사자,한달,46770,48310,47130,자연 선호(중),중립,자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(약),자연 선호(강),자연 선호(중),서울특별시,전남,2인 가족 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g003376
여,20,사무 종사자,한달,50130,42830,26200,자연 선호(중),중립,자연 선호(강),중립,도시 선호(약),자연 선호(약),도시 선호(중),도시 선호(약),서울특별시,대전,2인 가족 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g010976
여,20,전문가 및 관련 종사자,기타,42210,30140,50130,자연 선호(약),자연 선호(중),자연 선호(강),중립,자연 선호(중),자연 선호(중),자연 선호(강),도시 선호(강),경기도,대전,부모 동반 여행,SNS 사진 등록 등 과시,2,g_g002088
남,40,사무 종사자,한달,29200,11410,26350,도시 선호(중),자연 선호(강),자연 선호(강),도시 선호(강),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),전라남도,광주,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g001875
여,50,서비스 종사자,한달,42830,43800,50110,도시 선호(강),자연 선호(강),자연 선호(중),자연 선호(강),중립,자연 선호(중),자연 선호(중),도시 선호(강),경기도,충북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g003646
남,30,사무 종사자,한달,43110,41590,44270,자연 선호(강),도시 선호(중),자연 선호(중),중립,자연 선호(중),자연 선호(중),자연 선호(약),도시 선호(중),경기도,충남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g007681
여,20,서비스 종사자,한달,50130,42210,26350,도시 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),중립,도시 선호(중),서울특별시,대전,부모 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,1,g_g001305
남,30,기타,한달,50130,26710,11680,중립,중립,중립,중립,중립,중립,중립,중립,광주광역시,전남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g005708
남,30,사무 종사자,한달,46130,11680,46820,자연 선호(약),자연 선호(중),자연 선호(강),자연 선호(중),자연 선호(중),자연 선호(강),자연 선호(중),자연 선호(중),광주광역시,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g005127
여,40,판매 종사자,한달,42150,50110,45110,도시 선호(강),자연 선호(강),도시 선호(중),도시 선호(강),자연 선호(강),도시 선호(중),도시 선호(강),자연 선호(중),서울특별시,전남,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g007435
남,50,전문가 및 관련 종사자,한달,46840,46810,46910,자연 선호(중),자연 선호(약),자연 선호(중),중립,중립,자연 선호(약),중립,도시 선호(중),전라남도,전남,3대 동반 여행(친척 포함),기타,13,g_g000866
남,20,사무 종사자,1주일,45110,11110,43110,중립,도시 선호(약),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(약),도시 선호(약),충청남도,전북,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g003101
여,20,서비스 종사자,한달,11680,47130,43110,중립,자연 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),도시 선호(약),대전광역시,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g007209
남,40,전업주부,한달,47770,45130,46130,자연 선호(약),자연 선호(약),자연 선호(중),중립,중립,자연 선호(약),자연 선호(중),도시 선호(중),세종특별자치시,전남,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",2,g_g000913
남,20,사무 종사자,한달,26440,11680,30170,중립,자연 선호(약),중립,중립,중립,도시 선호(약),도시 선호(약),도시 선호(약),충청남도,대전,나홀로 여행,새로운 경험 추구,0,g_g012682
남,30,사무 종사자,한달,50130,42150,43800,자연 선호(중),중립,자연 선호(중),자연 선호(약),중립,중립,중립,중립,세종특별자치시,충남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",3,g_g012171
여,20,기타,1년,26350,50110,31140,중립,자연 선호(약),중립,도시 선호(중),중립,중립,도시 선호(중),도시 선호(중),대전광역시,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g001837
여,40,사무 종사자,1년,47110,47130,26350,도시 선호(약),중립,중립,도시 선호(약),자연 선호(약),중립,도시 선호(약),도시 선호(약),대구광역시,충북,3대 동반 여행(친척 포함),여행 동반자와의 친밀감 및 유대감 증진,8,g_g003168
여,30,기타,한달,41630,41830,45130,자연 선호(약),자연 선호(중),자연 선호(강),자연 선호(중),도시 선호(중),중립,도시 선호(약),도시 선호(중),경기도,충남,부모 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g003118
여,30,전문가 및 관련 종사자,1년,41480,41280,26290,자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(약),도시 선호(중),중립,서울특별시,충북,부모 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",2,g_g005119
여,20,사무 종사자,한달,50110,26350,11710,중립,중립,중립,중립,중립,중립,중립,중립,충청남도,전북,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g002770
남,20,사무 종사자,1년,50110,42150,26350,중립,자연 선호(약),자연 선호(중),자연 선호(약),자연 선호(약),도시 선호(약),자연 선호(중),도시 선호(중),경기도,충남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g008332
남,20,사무 종사자,1년,42150,26350,48310,자연 선호(약),자연 선호(강),자연 선호(중),자연 선호(중),중립,자연 선호(약),도시 선호(강),중립,경기도,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g005391
남,30,사무 종사자,1년,26230,11680,11110,도시 선호(강),자연 선호(강),자연 선호(강),자연 선호(약),중립,중립,도시 선호(중),자연 선호(강),대전광역시,충남,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g000986
여,20,학생,1년,42150,11170,46130,도시 선호(약),중립,도시 선호(중),도시 선호(중),도시 선호(강),자연 선호(약),도시 선호(중),자연 선호(중),광주광역시,전북,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g010401
남,40,사무 종사자,1년,46710,45730,46170,자연 선호(약),도시 선호(중),자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(약),중립,자연 선호(약),광주광역시,전남,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,2,g_g012591
여,20,학생,1년,42150,47130,26350,중립,자연 선호(중),자연 선호(강),도시 선호(약),도시 선호(중),도시 선호(약),자연 선호(약),도시 선호(약),경기도,대전,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g010633
남,30,사무 종사자,한달,46110,46900,46790,중립,도시 선호(약),자연 선호(약),자연 선호(중),자연 선호(중),도시 선호(약),자연 선호(중),중립,광주광역시,전남,부모 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g001030
남,20,사무 종사자,1년,47130,42150,50110,도시 선호(약),자연 선호(강),자연 선호(중),자연 선호(중),도시 선호(중),도시 선호(중),자연 선호(중),도시 선호(강),서울특별시,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g002952
남,20,전문가 및 관련 종사자,한달,42830,26350,50130,자연 선호(약),자연 선호(강),자연 선호(강),자연 선호(약),도시 선호(중),중립,자연 선호(강),도시 선호(약),대전광역시,충북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g007947
남,40,사무 종사자,1년,50130,42210,43800,자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(약),도시 선호(중),자연 선호(약),자연 선호(약),도시 선호(중),경기도,충남,3인 이상 여행(가족 외),"역사 탐방, 문화적 경험 등 교육적 동기",3,g_g006974
남,20,사무 종사자,한달,45130,50130,26500,중립,자연 선호(중),자연 선호(중),자연 선호(약),중립,자연 선호(약),자연 선호(중),도시 선호(중),충청북도,전북,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,2,g_g001690
여,20,전문가 및 관련 종사자,한달,50110,46130,26350,도시 선호(중),도시 선호(중),자연 선호(약),중립,도시 선호(중),중립,도시 선호(중),자연 선호(중),경상남도,대전,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g010002
남,40,사무 종사자,한달,46890,42210,26200,자연 선호(약),도시 선호(약),자연 선호(강),자연 선호(약),도시 선호(약),중립,도시 선호(강),중립,대전광역시,충북,부모 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",3,g_g001627
남,40,전문가 및 관련 종사자,한달,42210,42150,11710,중립,중립,중립,중립,중립,중립,중립,중립,충청북도,충남,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,2,g_g000862
여,40,사무 종사자,1년,42210,26500,50130,자연 선호(중),자연 선호(중),자연 선호(강),자연 선호(중),도시 선호(중),중립,자연 선호(약),도시 선호(약),서울특별시,충남,자녀 동반 여행,새로운 경험 추구,2,g_g000859
남,20,관리자,1년,42820,42210,41270,자연 선호(중),자연 선호(중),자연 선호(중),중립,자연 선호(약),자연 선호(약),자연 선호(강),자연 선호(중),경기도,충남,나홀로 여행,"역사 탐방, 문화적 경험 등 교육적 동기",0,g_g011847
여,30,전문가 및 관련 종사자,1년,44180,41820,42150,자연 선호(중),자연 선호(중),중립,자연 선호(중),중립,도시 선호(약),자연 선호(약),도시 선호(중),서울특별시,충남,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g009573
여,40,사무 종사자,한달,41820,42760,44825,중립,자연 선호(강),자연 선호(강),중립,자연 선호(강),자연 선호(강),도시 선호(강),도시 선호(강),충청남도,충남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",3,g_g007213
남,20,전문가 및 관련 종사자,1년,50130,50110,26350,자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(약),도시 선호(약),도시 선호(약),인천광역시,충북,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g001337
여,50,전업주부,한달,42750,41280,42170,자연 선호(강),자연 선호(약),자연 선호(강),자연 선호(중),도시 선호(약),중립,도시 선호(중),도시 선호(약),서울특별시,충북,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,3,g_g000423
남,20,기능원 및 관련 기능 종사자,한달,11140,45110,41110,자연 선호(중),자연 선호(중),자연 선호(강),도시 선호(약),도시 선호(중),자연 선호(중),자연 선호(중),도시 선호(약),대전광역시,전남,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g005454
남,30,전문가 및 관련 종사자,기타,42150,50110,46720,자연 선호(약),자연 선호(중),자연 선호(강),도시 선호(약),도시 선호(중),자연 선호(중),자연 선호(강),도시 선호(중),경기도,충북,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g006223
남,50,전문가 및 관련 종사자,한달,50110,44180,45110,중립,자연 선호(중),자연 선호(중),도시 선호(약),중립,도시 선호(약),도시 선호(강),도시 선호(약),서울특별시,대전,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g000248
남,20,전문가 및 관련 종사자,1년,47110,30140,47230,자연 선호(중),도시 선호(중),도시 선호(중),자연 선호(약),자연 선호(강),도시 선호(중),자연 선호(중),자연 선호(약),대구광역시,대전,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g002896
남,20,사무 종사자,1년,11170,11110,11140,중립,도시 선호(중),자연 선호(중),도시 선호(약),자연 선호(중),도시 선호(약),자연 선호(중),자연 선호(강),경기도,대전,나홀로 여행,"역사 탐방, 문화적 경험 등 교육적 동기",0,g_g011276
남,30,기능원 및 관련 기능 종사자,한달,26200,42210,50130,도시 선호(중),자연 선호(약),도시 선호(중),자연 선호(강),중립,중립,중립,중립,경기도,충북,2인 가족 여행,여행 동반자와의 친밀감 및 유대감 증진,1,g_g003150
여,20,학생,1년,42150,26350,30200,도시 선호(강),자연 선호(강),도시 선호(중),자연 선호(강),자연 선호(강),도시 선호(약),중립,도시 선호(약),서울특별시,전남,부모 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g006947
남,50,사무 종사자,한달,43720,47250,42210,자연 선호(강),자연 선호(약),자연 선호(약),도시 선호(약),도시 선호(약),도시 선호(약),자연 선호(약),중립,경기도,충북,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g007363
여,30,전문가 및 관련 종사자,1년,26350,11170,44710,도시 선호(약),자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(약),도시 선호(약),자연 선호(약),자연 선호(약),대전광역시,전북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,2,g_g000949
남,30,전문가 및 관련 종사자,한달,45140,30200,45800,자연 선호(중),중립,자연 선호(중),중립,도시 선호(중),도시 선호(중),도시 선호(중),자연 선호(약),전라북도,전북,자녀 동반 여행,"역사 탐방, 문화적 경험 등 교육적 동기",3,g_g012181
남,30,전문가 및 관련 종사자,1년,42150,50130,27260,중립,자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(약),도시 선호(약),도시 선호(중),도시 선호(약),경기도,대전,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g004776
여,30,사무 종사자,1년,42210,42150,46130,자연 선호(중),자연 선호(강),자연 선호(중),도시 선호(약),중립,도시 선호(중),도시 선호(중),도시 선호(중),서울특별시,전남,나홀로 여행,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,0,g_g006818
여,20,학생,기타,46170,26500,11680,중립,도시 선호(중),자연 선호(약),자연 선호(약),도시 선호(약),도시 선호(중),자연 선호(중),도시 선호(강),광주광역시,전남,2인 여행(가족 외),"운동, 건강 증진 및 충전",1,g_g008798
여,30,사무 종사자,1년,50130,42830,26350,도시 선호(중),자연 선호(강),자연 선호(중),중립,도시 선호(중),도시 선호(강),자연 선호(중),도시 선호(강),서울특별시,충북,2인 여행(가족 외),새로운 경험 추구,1,g_g004826
남,20,사무 종사자,1년,46130,46110,45110,중립,자연 선호(중),자연 선호(중),중립,도시 선호(약),자연 선호(중),도시 선호(약),도시 선호(중),경상북도,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g004276
여,30,사무 종사자,한달,11710,26350,50130,도시 선호(중),자연 선호(약),자연 선호(약),자연 선호(중),중립,도시 선호(중),자연 선호(약),도시 선호(약),전라남도,대전,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g001019
여,50,사무 종사자,한달,45730,44770,48220,자연 선호(약),중립,도시 선호(약),도시 선호(중),중립,도시 선호(약),중립,도시 선호(약),대전광역시,충남,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g004398
여,30,사무 종사자,1년,42210,41820,26350,자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(약),도시 선호(약),자연 선호(강),자연 선호(약),자연 선호(중),경기도,대전,3인 이상 여행(가족 외),"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",2,g_g004636
여,50,전문가 및 관련 종사자,한달,42210,50130,26350,도시 선호(중),도시 선호(중),자연 선호(약),자연 선호(약),도시 선호(약),도시 선호(중),도시 선호(중),도시 선호(중),서울특별시,대전,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g006677
남,20,학생,한달,42130,11680,11620,자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),도시 선호(강),도시 선호(강),자연 선호(강),자연 선호(강),강원도,충북,2인 여행(가족 외),새로운 경험 추구,1,g_g004754
여,20,학생,한달,11110,27290,11500,자연 선호(중),자연 선호(강),자연 선호(강),도시 선호(약),자연 선호(강),자연 선호(약),도시 선호(중),도시 선호(중),충청북도,세종,나홀로 여행,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,0,g_g003940
여,20,학생,1년,50130,11410,26350,중립,자연 선호(중),자연 선호(약),중립,자연 선호(중),자연 선호(중),도시 선호(중),중립,대전광역시,충남,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,7,g_g002838
여,40,전문가 및 관련 종사자,한달,44150,44230,30170,자연 선호(강),중립,자연 선호(강),도시 선호(약),도시 선호(강),자연 선호(중),자연 선호(중),도시 선호(강),충청남도,충남,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g007413
여,40,사무 종사자,1년,42210,41820,11230,도시 선호(강),도시 선호(중),도시 선호(중),자연 선호(약),자연 선호(중),중립,중립,자연 선호(중),서울특별시,전남,2인 가족 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g006843
남,30,서비스 종사자,1년,50130,47770,46150,자연 선호(약),자연 선호(약),자연 선호(중),자연 선호(약),중립,자연 선호(약),자연 선호(약),도시 선호(약),경기도,충북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g003541
남,60,사무 종사자,한달,46710,46730,43720,도시 선호(강),도시 선호(중),도시 선호(강),중립,도시 선호(강),도시 선호(중),도시 선호(중),자연 선호(강),세종특별자치시,전남,3인 이상 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",4,g_g000464
남,50,관리자,한달,48850,48860,44180,자연 선호(강),자연 선호(강),자연 선호(강),중립,자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),대전광역시,충남,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g003355
여,40,사무 종사자,한달,50130,50110,47770,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(중),도시 선호(중),도시 선호(강),도시 선호(강),대전광역시,충남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g012586
여,20,학생,한달,11440,43110,11650,자연 선호(중),중립,자연 선호(약),자연 선호(강),자연 선호(강),자연 선호(중),도시 선호(강),도시 선호(강),충청북도,대전,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g009414
여,20,학생,한달,50130,11440,28177,자연 선호(중),도시 선호(중),자연 선호(중),자연 선호(약),도시 선호(약),도시 선호(약),도시 선호(중),도시 선호(강),인천광역시,광주,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g000516
남,40,전문가 및 관련 종사자,한달,42210,28710,44270,자연 선호(중),중립,자연 선호(강),중립,자연 선호(강),자연 선호(강),도시 선호(중),도시 선호(강),경기도,대전,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g007122
여,20,사무 종사자,한달,46130,48220,11680,자연 선호(강),자연 선호(강),중립,자연 선호(약),자연 선호(강),도시 선호(중),자연 선호(중),도시 선호(강),광주광역시,전남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g002156
남,20,사무 종사자,한달,45110,44130,44810,자연 선호(약),자연 선호(약),자연 선호(약),도시 선호(약),도시 선호(약),자연 선호(약),도시 선호(약),자연 선호(약),충청남도,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g006999
남,30,학생,1년,50130,11650,26110,자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(약),도시 선호(중),자연 선호(강),도시 선호(강),충청북도,대전,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g005171
남,30,사무 종사자,한달,26350,42170,30110,자연 선호(중),중립,자연 선호(약),중립,자연 선호(약),자연 선호(중),중립,자연 선호(약),충청북도,세종,2인 가족 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g012711
남,20,서비스 종사자,한달,44250,43110,30200,자연 선호(강),중립,자연 선호(강),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),세종특별자치시,충남,자녀 동반 여행,"운동, 건강 증진 및 충전",2,g_g007369
여,20,학생,한달,44130,41270,41150,자연 선호(약),도시 선호(중),도시 선호(약),중립,자연 선호(중),자연 선호(약),도시 선호(약),자연 선호(약),서울특별시,충남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g001224
