GENDER,AGE_GRP,JOB_NM,TRAVEL_TERM,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE,TRAVEL_COMPANIONS_NUM,TRAVEL_ID
남,20,사무 종사자,1년,50110,42150,26290,중립,자연 선호(강),자연 선호(중),도시 선호(약),자연 선호(중),자연 선호(약),자연 선호(중),도시 선호(중),경기도,전북,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g003961
남,20,기능원 및 관련 기능 종사자,한달,41820,42150,41590,자연 선호(중),자연 선호(강),자연 선호(강),중립,도시 선호(약),자연 선호(약),자연 선호(약),도시 선호(약),서울특별시,전남,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g001819
여,30,전문가 및 관련 종사자,1년,42230,42210,11680,자연 선호(약),자연 선호(강),자연 선호(강),도시 선호(중),도시 선호(강),자연 선호(중),자연 선호(강),도시 선호(중),경기도,세종,3대 동반 여행(친척 포함),"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",3,g_g001646
여,20,전문가 및 관련 종사자,1년,26500,47130,11170,도시 선호(중),자연 선호(중),자연 선호(약),자연 선호(중),도시 선호(중),도시 선호(중),도시 선호(약),도시 선호(강),세종특별자치시,전북,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g006214
여,20,사무 종사자,1년,42210,45110,26350,중립,자연 선호(중),자연 선호(약),도시 선호(중),도시 선호(중),자연 선호(약),자연 선호(약),자연 선호(중),서울특별시,대전,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g012371
여,30,판매 종사자,1년,42150,41280,11440,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(약),자연 선호(강),자연 선호(강),중립,도시 선호(중),경기도,충북,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g002841
남,20,기타,1년,42150,26440,30110,자연 선호(중),중립,자연 선호(강),자연 선호(약),중립,도시 선호(약),자연 선호(중),도시 선호(중),경기도,충남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g011422
여,20,학생,1년,26350,46710,29200,도시 선호(약),자연 선호(강),자연 선호(중),자연 선호(약),도시 선호(중),자연 선호(중),자연 선호(약),도시 선호(약),전라북도,전남,2인 여행(가족 외),"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",1,g_g007538
여,20,서비스 종사자,1년,50130,47130,30140,자연 선호(중),자연 선호(강),중립,자연 선호(약),중립,자연 선호(중),도시 선호(중),도시 선호(약),경상남도,전북,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g004383
여,20,전업주부,1년,50110,50130,45190,자연 선호(약),도시 선호(약),도시 선호(약),자연 선호(약),자연 선호(약),중립,중립,중립,광주광역시,전남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g012687
여,40,전문가 및 관련 종사자,1년,50130,42110,47110,도시 선호(약),도시 선호(약),자연 선호(강),중립,도시 선호(중),도시 선호(약),도시 선호(강),자연 선호(중),경상북도,충남,자녀 동반 여행,새로운 경험 추구,2,g_g000732
여,30,서비스 종사자,한달,46170,50110,50130,중립,중립,중립,중립,중립,중립,중립,도시 선호(강),서울특별시,전남,2인 가족 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g001291
여,20,서비스 종사자,한달,26350,46130,11170,중립,자연 선호(중),자연 선호(약),자연 선호(강),자연 선호(약),도시 선호(약),자연 선호(중),자연 선호(약),전라남도,전남,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g002987
여,30,전문가 및 관련 종사자,1년,26170,42830,11110,도시 선호(중),자연 선호(중),중립,자연 선호(중),도시 선호(중),자연 선호(약),도시 선호(중),자연 선호(중),서울특별시,충북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g012580
여,50,전업주부,1년,41830,42150,26350,도시 선호(중),자연 선호(중),자연 선호(약),자연 선호(약),자연 선호(약),자연 선호(약),자연 선호(중),자연 선호(약),서울특별시,충남,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g010477
여,20,사무 종사자,한달,50110,11230,47170,중립,도시 선호(중),자연 선호(강),자연 선호(강),도시 선호(중),도시 선호(약),자연 선호(약),도시 선호(강),대구광역시,전북,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g011714
남,40,사무 종사자,1년,41460,46130,41110,중립,자연 선호(약),중립,도시 선호(중),도시 선호(약),도시 선호(약),자연 선호(중),도시 선호(약),경상남도,광주,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g000396
남,20,사무 종사자,기타,50110,26170,48220,중립,자연 선호(중),자연 선호(강),중립,중립,중립,중립,도시 선호(강),서울특별시,전남,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g000697
여,40,사무 종사자,한달,46110,30110,11305,자연 선호(강),중립,중립,자연 선호(중),도시 선호(강),자연 선호(중),도시 선호(중),중립,전라북도,전북,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g012659
남,20,전문가 및 관련 종사자,한달,42210,46150,46900,자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),도시 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),경기도,충남,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,3,g_g002545
여,60,기타,1년,46710,48860,46150,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),전라북도,전남,2인 가족 여행,"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",1,g_g001344
남,20,사무 종사자,한달,46170,50130,45190,자연 선호(중),자연 선호(중),자연 선호(약),중립,중립,자연 선호(중),자연 선호(약),도시 선호(중),전라남도,전남,2인 가족 여행,여행 동반자와의 친밀감 및 유대감 증진,1,g_g012688
여,20,학생,한달,11110,29110,26140,도시 선호(강),자연 선호(중),자연 선호(약),도시 선호(중),도시 선호(강),도시 선호(중),도시 선호(중),도시 선호(강),전라남도,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g008090
남,50,기타,1년,50130,26350,42150,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),경기도,전북,부모 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",7,g_g008626
남,40,사무 종사자,1년,42210,44210,30200,도시 선호(약),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),충청북도,대전,3인 이상 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",2,g_g001563
여,20,사무 종사자,1년,11710,50130,46130,중립,자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(중),도시 선호(약),도시 선호(강),도시 선호(중),전라북도,전북,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g003394
남,20,학생,한달,50110,26350,11680,자연 선호(강),자연 선호(중),자연 선호(중),중립,자연 선호(약),자연 선호(중),자연 선호(강),도시 선호(약),전라북도,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g010043
여,50,서비스 종사자,1년,45110,50110,26260,자연 선호(중),자연 선호(강),도시 선호(약),자연 선호(약),자연 선호(중),자연 선호(약),도시 선호(중),자연 선호(약),강원도,충북,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g005745
남,40,사무 종사자,1년,42150,50110,26350,중립,자연 선호(강),자연 선호(약),자연 선호(약),자연 선호(중),자연 선호(중),자연 선호(강),도시 선호(약),서울특별시,충북,3인 이상 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g012220
남,30,서비스 종사자,한달,50110,42150,26200,자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(약),중립,중립,자연 선호(약),전라남도,전남,3대 동반 여행(친척 포함),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",4,g_g000225
남,50,전문가 및 관련 종사자,한달,42830,41830,44200,자연 선호(약),자연 선호(약),자연 선호(약),자연 선호(약),자연 선호(약),자연 선호(약),자연 선호(약),중립,서울특별시,충남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g000809
여,30,전문가 및 관련 종사자,한달,45140,46130,30140,중립,도시 선호(중),중립,자연 선호(약),도시 선호(약),도시 선호(약),자연 선호(약),자연 선호(약),전라북도,전남,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g006548
여,60,서비스 종사자,한달,30170,28710,44150,중립,자연 선호(약),자연 선호(약),자연 선호(중),자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(약),충청남도,충남,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g012749
여,30,전문가 및 관련 종사자,한달,26230,30200,44810,중립,도시 선호(중),자연 선호(중),자연 선호(약),자연 선호(중),자연 선호(중),중립,자연 선호(약),충청남도,충남,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g001684
남,30,서비스 종사자,1년,50130,42790,26350,자연 선호(강),자연 선호(강),자연 선호(강),중립,자연 선호(중),자연 선호(중),도시 선호(약),중립,충청북도,충남,나홀로 여행,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,0,g_g003497
여,30,사무 종사자,한달,50110,11140,26350,도시 선호(중),중립,자연 선호(약),자연 선호(약),중립,중립,도시 선호(약),자연 선호(약),광주광역시,전남,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g011876
여,30,전문가 및 관련 종사자,한달,11110,26710,27110,중립,자연 선호(강),도시 선호(강),자연 선호(강),자연 선호(강),중립,도시 선호(강),도시 선호(강),세종특별자치시,대전,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g012189
남,30,서비스 종사자,한달,26320,50110,50130,중립,도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(강),도시 선호(중),도시 선호(약),도시 선호(중),경기도,충북,나홀로 여행,"운동, 건강 증진 및 충전",0,g_g005548
남,20,학생,1년,11710,26350,46710,도시 선호(중),도시 선호(중),도시 선호(중),중립,중립,도시 선호(중),자연 선호(중),도시 선호(중),광주광역시,전남,2인 여행(가족 외),"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",1,g_g007420
남,30,서비스 종사자,1년,47130,46130,42150,도시 선호(중),자연 선호(중),자연 선호(강),중립,도시 선호(중),도시 선호(약),자연 선호(강),자연 선호(중),서울특별시,전북,2인 가족 여행,새로운 경험 추구,1,g_g000301
남,50,사무 종사자,1년,44200,42150,50130,중립,자연 선호(강),자연 선호(강),자연 선호(강),중립,중립,자연 선호(중),도시 선호(강),충청남도,충북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,2,g_g001208
남,60,전문가 및 관련 종사자,한달,45710,47820,42150,자연 선호(중),자연 선호(약),자연 선호(강),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),도시 선호(강),대전광역시,충남,2인 여행(가족 외),진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,1,g_g012194
남,20,학생,한달,50110,26350,42150,자연 선호(중),도시 선호(중),자연 선호(강),자연 선호(강),도시 선호(중),자연 선호(중),도시 선호(강),도시 선호(약),인천광역시,대전,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g003495
남,20,사무 종사자,한달,26500,42150,44270,자연 선호(중),도시 선호(약),자연 선호(중),자연 선호(중),자연 선호(약),도시 선호(중),자연 선호(중),도시 선호(약),충청북도,전북,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g004511
여,40,관리자,한달,50110,42150,28260,자연 선호(강),도시 선호(약),자연 선호(중),도시 선호(약),중립,도시 선호(약),자연 선호(약),도시 선호(약),서울특별시,충북,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g003071
남,40,전문가 및 관련 종사자,1년,50130,42150,44150,자연 선호(약),중립,자연 선호(약),자연 선호(약),중립,도시 선호(중),자연 선호(약),자연 선호(약),대전광역시,충남,2인 가족 여행,새로운 경험 추구,1,g_g012891
남,30,사무 종사자,한달,42230,47770,11680,자연 선호(중),자연 선호(약),자연 선호(중),도시 선호(중),도시 선호(중),중립,자연 선호(약),자연 선호(약),전라북도,전북,자녀 동반 여행,새로운 경험 추구,3,g_g011541
남,30,사무 종사자,1년,50130,26350,11680,도시 선호(약),자연 선호(약),자연 선호(약),자연 선호(강),자연 선호(강),자연 선호(중),도시 선호(중),도시 선호(약),전라남도,전남,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",2,g_g002262
남,60,서비스 종사자,1년,47130,29170,30230,자연 선호(중),자연 선호(약),자연 선호(중),자연 선호(강),자연 선호(중),도시 선호(중),도시 선호(중),도시 선호(약),충청북도,충북,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g011470
남,50,사무 종사자,한달,50130,48310,48220,자연 선호(중),자연 선호(강),중립,중립,자연 선호(강),도시 선호(중),자연 선호(강),도시 선호(약),광주광역시,전북,2인 가족 여행,새로운 경험 추구,1,g_g012686
남,30,사무 종사자,1년,46110,41270,11650,도시 선호(약),자연 선호(강),자연 선호(강),도시 선호(약),자연 선호(약),자연 선호(강),자연 선호(약),도시 선호(강),서울특별시,광주,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,2,g_g005899
남,30,전문가 및 관련 종사자,한달,41460,29200,41190,도시 선호(중),도시 선호(약),중립,자연 선호(중),도시 선호(중),중립,도시 선호(약),자연 선호(중),인천광역시,충남,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,2,g_g006135
여,50,전문가 및 관련 종사자,1년,46880,29200,45110,자연 선호(중),자연 선호(약),자연 선호(중),도시 선호(약),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(약),광주광역시,전남,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g000959
남,30,기능원 및 관련 기능 종사자,한달,46150,31710,46230,자연 선호(약),중립,중립,자연 선호(중),도시 선호(약),자연 선호(약),자연 선호(약),도시 선호(약),전라남도,전북,3대 동반 여행(친척 포함),새로운 경험 추구,5,g_g003463
남,30,기타,1년,45140,41130,26350,도시 선호(중),자연 선호(중),중립,자연 선호(중),자연 선호(중),중립,중립,자연 선호(중),서울특별시,전북,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g000436
여,50,전업주부,한달,45790,46130,48310,자연 선호(중),도시 선호(약),도시 선호(중),자연 선호(중),도시 선호(약),자연 선호(중),자연 선호(중),자연 선호(중),광주광역시,전북,자녀 동반 여행,"역사 탐방, 문화적 경험 등 교육적 동기",3,g_g003444
여,50,사무 종사자,1년,47110,26350,44770,자연 선호(약),도시 선호(약),도시 선호(약),자연 선호(약),도시 선호(약),자연 선호(약),자연 선호(중),도시 선호(중),대전광역시,광주,자녀 동반 여행,새로운 경험 추구,2,g_g003340
여,20,전문가 및 관련 종사자,1년,43110,45110,47130,도시 선호(중),중립,도시 선호(중),중립,도시 선호(중),도시 선호(강),도시 선호(중),자연 선호(강),서울특별시,충남,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g011534
남,20,기능원 및 관련 기능 종사자,1년,50110,26710,11680,중립,자연 선호(강),자연 선호(중),중립,중립,중립,자연 선호(중),중립,경상북도,전북,나홀로 여행,"운동, 건강 증진 및 충전",0,g_g005299
여,30,사무 종사자,1년,26500,26350,26710,자연 선호(강),중립,중립,자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),중립,광주광역시,전남,나홀로 여행,"운동, 건강 증진 및 충전",0,g_g001835
여,30,서비스 종사자,1년,11110,26350,50130,자연 선호(중),자연 선호(강),자연 선호(중),도시 선호(약),도시 선호(중),도시 선호(약),자연 선호(중),중립,경상남도,대전,나홀로 여행,새로운 경험 추구,0,g_g005843
여,20,사무 종사자,한달,42150,48220,11680,자연 선호(중),자연 선호(강),도시 선호(중),자연 선호(강),자연 선호(강),도시 선호(중),도시 선호(강),도시 선호(강),경기도,전남,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,3,g_g007022
남,40,전문가 및 관련 종사자,1주일,42150,41670,41450,중립,자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),중립,자연 선호(강),도시 선호(강),경기도,충남,부모 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g011697
여,20,서비스 종사자,1주일,41190,11110,42150,자연 선호(약),자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(약),도시 선호(약),자연 선호(약),도시 선호(중),경기도,충남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g001789
여,60,전문가 및 관련 종사자,1년,44800,30170,43130,자연 선호(약),자연 선호(약),자연 선호(중),자연 선호(약),도시 선호(약),자연 선호(약),자연 선호(약),도시 선호(약),세종특별자치시,충남,3대 동반 여행(친척 포함),여행 동반자와의 친밀감 및 유대감 증진,5,g_g002496
남,40,전업주부,한달,30170,41110,42210,도시 선호(중),중립,도시 선호(약),도시 선호(강),자연 선호(약),도시 선호(강),자연 선호(중),자연 선호(약),경기도,대전,자녀 동반 여행,새로운 경험 추구,3,g_g004109
여,20,학생,한달,50130,42150,27290,자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(약),도시 선호(약),자연 선호(강),도시 선호(중),충청북도,전남,2인 여행(가족 외),진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,1,g_g003061
남,40,사무 종사자,한달,50110,50130,42150,자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(강),자연 선호(중),자연 선호(약),자연 선호(약),자연 선호(중),경기도,충남,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,4,g_g002829
여,20,사무 종사자,한달,41430,42210,41460,자연 선호(중),자연 선호(중),중립,도시 선호(약),도시 선호(약),도시 선호(중),자연 선호(강),도시 선호(중),서울특별시,전남,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g002019
남,40,사무 종사자,한달,11560,41480,44130,자연 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),중립,자연 선호(중),도시 선호(중),자연 선호(약),서울특별시,충남,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g001812
남,30,사무 종사자,1년,42210,27260,26350,자연 선호(강),도시 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),경기도,충남,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g009332
남,30,학생,1년,50130,48250,42150,자연 선호(중),도시 선호(중),자연 선호(강),자연 선호(약),자연 선호(강),도시 선호(강),도시 선호(강),도시 선호(약),서울특별시,전남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g007810
여,40,기타,1주일,50110,42760,44800,자연 선호(강),자연 선호(약),자연 선호(강),도시 선호(중),도시 선호(강),자연 선호(강),도시 선호(강),도시 선호(강),충청남도,대전,나홀로 여행,"역사 탐방, 문화적 경험 등 교육적 동기",0,g_g005552
여,20,전문가 및 관련 종사자,1년,47130,48840,50110,자연 선호(약),자연 선호(중),자연 선호(약),자연 선호(약),자연 선호(약),자연 선호(약),도시 선호(중),도시 선호(중),경기도,충남,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,5,g_g000348
남,40,전문가 및 관련 종사자,한달,48220,42750,43800,중립,자연 선호(약),자연 선호(중),자연 선호(약),중립,자연 선호(약),중립,도시 선호(중),경기도,전북,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g000239
여,20,전문가 및 관련 종사자,한달,27290,43110,31710,도시 선호(강),자연 선호(강),자연 선호(중),자연 선호(강),중립,도시 선호(중),도시 선호(약),자연 선호(중),대전광역시,충남,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g007773
여,20,학생,한달,50130,11680,27230,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),중립,자연 선호(강),자연 선호(강),도시 선호(강),대전광역시,전북,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g007037
여,20,사무 종사자,한달,46710,46110,45130,도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(약),자연 선호(약),도시 선호(중),자연 선호(중),자연 선호(중),전라북도,전남,부모 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g008659
남,40,사무 종사자,한달,42130,42170,26350,자연 선호(중),자연 선호(강),도시 선호(약),자연 선호(강),자연 선호(중),자연 선호(약),자연 선호(강),도시 선호(강),경기도,충남,2인 가족 여행,여행 동반자와의 친밀감 및 유대감 증진,1,g_g007041
여,50,전문가 및 관련 종사자,1년,50130,44825,47290,자연 선호(중),자연 선호(중),자연 선호(중),중립,도시 선호(약),중립,중립,도시 선호(약),세종특별자치시,충북,2인 가족 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g003728
남,60,관리자,한달,42210,50130,44825,자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(강),서울특별시,충남,2인 가족 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g011827
여,20,사무 종사자,한달,42150,50130,26320,자연 선호(중),중립,중립,중립,중립,중립,중립,도시 선호(강),서울특별시,충북,2인 여행(가족 외),SNS 사진 등록 등 과시,1,g_g007432
여,20,학생,1년,11440,26230,27140,도시 선호(약),자연 선호(중),자연 선호(강),중립,도시 선호(중),도시 선호(약),자연 선호(중),도시 선호(강),대전광역시,세종,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g008405
여,30,서비스 종사자,1년,31140,46130,44790,자연 선호(약),자연 선호(약),자연 선호(약),자연 선호(중),자연 선호(약),중립,자연 선호(약),자연 선호(강),대전광역시,충남,자녀 동반 여행,"역사 탐방, 문화적 경험 등 교육적 동기",1,g_g001606
여,20,학생,1년,50110,46130,43800,도시 선호(약),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(약),자연 선호(강),도시 선호(강),도시 선호(약),경기도,전북,나홀로 여행,새로운 경험 추구,0,g_g003480
여,30,서비스 종사자,한달,42150,42210,44825,자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(약),중립,자연 선호(약),자연 선호(중),도시 선호(약),대전광역시,세종,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,2,g_g012716
여,30,사무 종사자,1년,42170,26170,50110,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),도시 선호(중),서울특별시,전북,3인 이상 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",2,g_g000442
여,30,사무 종사자,1년,50130,42150,45130,중립,자연 선호(중),자연 선호(강),도시 선호(중),도시 선호(중),중립,중립,도시 선호(강),서울특별시,충남,부모 동반 여행,SNS 사진 등록 등 과시,2,g_g007434
여,30,학생,1년,50130,26170,46110,도시 선호(중),자연 선호(중),자연 선호(중),자연 선호(강),도시 선호(중),도시 선호(중),도시 선호(중),자연 선호(중),충청남도,충남,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,3,g_g002622
여,50,전문가 및 관련 종사자,1년,50130,46770,42150,자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(강),중립,부산광역시,전남,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g005270
남,20,학생,1년,45110,31170,50130,중립,자연 선호(약),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(강),자연 선호(약),도시 선호(약),대전광역시,충남,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g011098
남,40,장치․기계 조작 및 조립 종사자,한달,42230,48220,31710,자연 선호(강),자연 선호(약),자연 선호(강),중립,도시 선호(중),중립,자연 선호(약),도시 선호(강),대구광역시,충북,2인 가족 여행,여행 동반자와의 친밀감 및 유대감 증진,1,g_g003403
남,20,전문가 및 관련 종사자,한달,50110,42770,42800,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(중),자연 선호(약),서울특별시,충남,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g000789
여,30,전문가 및 관련 종사자,한달,50130,26350,11680,자연 선호(약),자연 선호(강),도시 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),도시 선호(강),광주광역시,전남,나홀로 여행,새로운 경험 추구,0,g_g013061
여,30,판매 종사자,1년,43800,42150,11305,자연 선호(중),도시 선호(약),도시 선호(약),도시 선호(약),자연 선호(약),자연 선호(중),자연 선호(중),중립,강원도,충북,나홀로 여행,새로운 경험 추구,0,g_g011239
남,50,전문가 및 관련 종사자,한달,42150,46130,48310,자연 선호(중),도시 선호(약),자연 선호(강),도시 선호(약),도시 선호(약),자연 선호(강),자연 선호(강),도시 선호(약),대전광역시,전남,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g006828
여,20,서비스 종사자,1년,26500,26200,44825,도시 선호(약),자연 선호(중),자연 선호(약),자연 선호(약),도시 선호(중),도시 선호(약),도시 선호(약),중립,충청남도,충남,부모 동반 여행,새로운 경험 추구,3,g_g011787
남,40,사무 종사자,1년,50130,42150,26350,중립,자연 선호(약),자연 선호(약),도시 선호(약),자연 선호(약),도시 선호(약),자연 선호(중),자연 선호(약),인천광역시,대전,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g008830
남,30,사무 종사자,1년,42150,31140,26410,중립,중립,자연 선호(강),자연 선호(강),중립,도시 선호(강),도시 선호(강),자연 선호(강),서울특별시,전북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,2,g_g004416
여,20,서비스 종사자,1년,26350,50110,50130,자연 선호(약),자연 선호(약),자연 선호(중),자연 선호(강),자연 선호(약),자연 선호(약),자연 선호(중),자연 선호(약),부산광역시,대전,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g008304
여,20,사무 종사자,1년,26350,50110,42150,도시 선호(약),자연 선호(약),자연 선호(강),도시 선호(약),도시 선호(중),자연 선호(중),도시 선호(강),자연 선호(약),서울특별시,충남,나홀로 여행,"역사 탐방, 문화적 경험 등 교육적 동기",0,g_g011129
