TRAVEL_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,TRAVEL_MISSION_CHECK
g_g002421,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행;역사 유적지 방문;시티투어",2023-06-24,2023-06-26,SNS 인생샷 여행;시티투어;역사 유적지 방문
g_g002429,드라마 촬영지 방문;인플루언서 따라하기 여행;역사 유적지 방문,2023-06-24,2023-06-26,신규 여행지 발굴;역사 유적지 방문;드라마 촬영지 방문
g_g002431,Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행;시티투어,2023-06-25,2023-06-26,쇼핑;Well-ness 여행;SNS 인생샷 여행
g_g002436,"드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;시티투어",2023-06-24,2023-06-26,"지역 축제/이벤트 참가;테마파크, 놀이시설, 동/식물원 방문;등반 여행"
g_g002438,"쇼핑;드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;인플루언서 따라하기 여행;지역 문화예술/공연/전시시설 관람",2023-06-30,2023-07-02,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;드라마 촬영지 방문"
g_g002440,온천/스파;SNS 인생샷 여행;유흥/오락(나이트라이프);지역 축제/이벤트 참가,2023-07-01,2023-07-03,유흥/오락(나이트라이프);SNS 인생샷 여행;신규 여행지 발굴
g_g002441,교육/체험 프로그램 참가;인플루언서 따라하기 여행;지역 문화예술/공연/전시시설 관람,2023-06-30,2023-07-02,지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가;SNS 인생샷 여행
g_g002445,"SNS 인생샷 여행;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람",2023-06-17,2023-06-18,"지역 문화예술/공연/전시시설 관람;시티투어;야외 스포츠, 레포츠 활동"
g_g002446,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어;유흥/오락(나이트라이프);지역 축제/이벤트 참가",2023-06-26,2023-06-28,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행
g_g002460,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가;교육/체험 프로그램 참가;드라마 촬영지 방문;신규 여행지 발굴",2023-07-01,2023-07-03,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;신규 여행지 발굴"
g_g002465,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행",2023-06-23,2023-06-25,"SNS 인생샷 여행;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문"
g_g002466,"교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;호캉스 여행;역사 유적지 방문",2023-06-17,2023-06-19,"테마파크, 놀이시설, 동/식물원 방문;교육/체험 프로그램 참가;지역 축제/이벤트 참가"
g_g002472,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문",2023-07-06,2023-07-08,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가
g_g002473,"테마파크, 놀이시설, 동/식물원 방문;시티투어;지역 문화예술/공연/전시시설 관람",2023-06-22,2023-06-24,시티투어;지역 문화예술/공연/전시시설 관람;역사 유적지 방문
g_g002475,친환경 여행(플로깅 여행);등반 여행,2023-06-24,2023-06-25,친환경 여행(플로깅 여행);등반 여행;역사 유적지 방문
g_g002478,쇼핑;온천/스파;지역 문화예술/공연/전시시설 관람;캠핑;지역 축제/이벤트 참가,2023-07-08,2023-07-10,지역 문화예술/공연/전시시설 관람;Well-ness 여행;SNS 인생샷 여행
g_g002483,캠핑;SNS 인생샷 여행;신규 여행지 발굴;반려동물 동반 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행),2023-06-15,2023-06-17,쇼핑;친환경 여행(플로깅 여행);신규 여행지 발굴
g_g002492,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;시티투어",2023-06-15,2023-06-17,"시티투어;SNS 인생샷 여행;테마파크, 놀이시설, 동/식물원 방문"
g_g002496,교육/체험 프로그램 참가;Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;지역 축제/이벤트 참가,2023-06-17,2023-06-19,교육/체험 프로그램 참가;SNS 인생샷 여행;역사 유적지 방문
g_g002497,SNS 인생샷 여행;시티투어;지역 문화예술/공연/전시시설 관람,2023-06-17,2023-06-18,SNS 인생샷 여행;Well-ness 여행;지역 문화예술/공연/전시시설 관람
g_g002500,"야외 스포츠, 레포츠 활동",2023-06-24,2023-06-26,"야외 스포츠, 레포츠 활동;쇼핑;지역 문화예술/공연/전시시설 관람"
g_g002512,쇼핑;종교/성지 순례,2023-06-17,2023-06-19,쇼핑;종교/성지 순례;시티투어
g_g002513,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;역사 유적지 방문;시티투어",2023-06-13,2023-06-14,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;쇼핑"
g_g002516,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;역사 유적지 방문;시티투어",2023-06-16,2023-06-18,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;인플루언서 따라하기 여행"
g_g002519,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;역사 유적지 방문;야외 스포츠, 레포츠 활동",2023-06-17,2023-06-19,"역사 유적지 방문;종교/성지 순례;테마파크, 놀이시설, 동/식물원 방문"
g_g002521,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;호캉스 여행",2023-06-24,2023-06-26,"테마파크, 놀이시설, 동/식물원 방문;야외 스포츠, 레포츠 활동;SNS 인생샷 여행"
g_g002533,Well-ness 여행;SNS 인생샷 여행,2023-06-17,2023-06-19,"교육/체험 프로그램 참가;Well-ness 여행;테마파크, 놀이시설, 동/식물원 방문"
g_g002538,Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;역사 유적지 방문,2023-06-16,2023-06-18,친환경 여행(플로깅 여행);SNS 인생샷 여행;신규 여행지 발굴
g_g002542,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람;드라마 촬영지 방문;Well-ness 여행;SNS 인생샷 여행;호캉스 여행;신규 여행지 발굴;인플루언서 따라하기 여행;유흥/오락(나이트라이프)",2023-06-24,2023-06-26,역사 유적지 방문;유흥/오락(나이트라이프);지역 문화예술/공연/전시시설 관람
g_g002543,지역 문화예술/공연/전시시설 관람,2023-06-22,2023-06-23,지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행;신규 여행지 발굴
g_g002545,SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;역사 유적지 방문;유흥/오락(나이트라이프),2023-06-11,2023-06-13,SNS 인생샷 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람
g_g002546,"교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;야외 스포츠, 레포츠 활동",2023-07-01,2023-07-03,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;신규 여행지 발굴"
g_g002552,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;호캉스 여행;지역 문화예술/공연/전시시설 관람",2023-06-24,2023-06-26,쇼핑;역사 유적지 방문;지역 문화예술/공연/전시시설 관람
g_g002554,"드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람",2023-06-17,2023-06-18,"역사 유적지 방문;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행"
g_g002560,"Well-ness 여행;SNS 인생샷 여행;야외 스포츠, 레포츠 활동",2023-07-01,2023-07-03,"Well-ness 여행;SNS 인생샷 여행;야외 스포츠, 레포츠 활동"
g_g002564,"역사 유적지 방문;쇼핑;테마파크, 놀이시설, 동/식물원 방문;시티투어;유흥/오락(나이트라이프);지역 문화예술/공연/전시시설 관람;드라마 촬영지 방문;종교/성지 순례;SNS 인생샷 여행",2023-06-21,2023-06-23,역사 유적지 방문;시티투어;교육/체험 프로그램 참가
g_g002565,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행",2023-06-24,2023-06-26,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;인플루언서 따라하기 여행"
g_g002570,쇼핑;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행;캠핑,2023-06-24,2023-06-26,쇼핑;캠핑;인플루언서 따라하기 여행
g_g002583,Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);유흥/오락(나이트라이프),2023-06-19,2023-06-21,친환경 여행(플로깅 여행);인플루언서 따라하기 여행;유흥/오락(나이트라이프)
g_g002585,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람;캠핑",2023-06-24,2023-06-25,역사 유적지 방문;캠핑;반려동물 동반 여행
g_g002588,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;등반 여행",2023-06-15,2023-06-17,"역사 유적지 방문;교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문"
g_g002593,"쇼핑;교육/체험 프로그램 참가;드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문",2023-06-19,2023-06-21,교육/체험 프로그램 참가;호캉스 여행;신규 여행지 발굴
g_g002601,쇼핑;Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행,2023-06-30,2023-07-02,역사 유적지 방문;Well-ness 여행;SNS 인생샷 여행
g_g002603,드라마 촬영지 방문;SNS 인생샷 여행;인플루언서 따라하기 여행;시티투어;지역 축제/이벤트 참가,2023-07-08,2023-07-10,"SNS 인생샷 여행;역사 유적지 방문;테마파크, 놀이시설, 동/식물원 방문"
g_g002606,쇼핑;등반 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-06-29,2023-06-30,역사 유적지 방문;등반 여행;쇼핑
g_g002607,Well-ness 여행;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람,2023-06-17,2023-06-18,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;종교/성지 순례"
g_g002612,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;캠핑",2023-06-17,2023-06-19,쇼핑;역사 유적지 방문;캠핑
g_g002616,"신규 여행지 발굴;역사 유적지 방문;야외 스포츠, 레포츠 활동;지역 축제/이벤트 참가",2023-07-01,2023-07-02,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;야외 스포츠, 레포츠 활동"
g_g002620,쇼핑;친환경 여행(플로깅 여행);캠핑,2023-06-16,2023-06-18,캠핑;쇼핑;친환경 여행(플로깅 여행)
g_g002622,쇼핑;온천/스파;SNS 인생샷 여행;호캉스 여행;시티투어;친환경 여행(플로깅 여행);인플루언서 따라하기 여행;신규 여행지 발굴;Well-ness 여행;지역 문화예술/공연/전시시설 관람,2023-06-28,2023-06-30,Well-ness 여행;SNS 인생샷 여행;호캉스 여행
g_g002624,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;야외 스포츠, 레포츠 활동",2023-06-18,2023-06-20,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문"
g_g002626,"테마파크, 놀이시설, 동/식물원 방문;온천/스파;Well-ness 여행",2023-06-25,2023-06-27,"Well-ness 여행;테마파크, 놀이시설, 동/식물원 방문;온천/스파"
g_g002627,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행",2023-06-23,2023-06-25,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람"
g_g002631,쇼핑;Well-ness 여행;시티투어,2023-07-01,2023-07-02,쇼핑;Well-ness 여행;시티투어
g_g002632,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가",2023-07-01,2023-07-03,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가
g_g002633,Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;반려동물 동반 여행;인플루언서 따라하기 여행,2023-06-24,2023-06-25,SNS 인생샷 여행;Well-ness 여행;반려동물 동반 여행
g_g002634,드라마 촬영지 방문;SNS 인생샷 여행;역사 유적지 방문,2023-06-23,2023-06-24,SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람;쇼핑
g_g002636,드라마 촬영지 방문;지역 문화예술/공연/전시시설 관람,2023-06-17,2023-06-18,드라마 촬영지 방문;지역 문화예술/공연/전시시설 관람;쇼핑
g_g002637,시티투어;캠핑,2023-06-30,2023-07-02,쇼핑;캠핑;친환경 여행(플로깅 여행)
g_g002638,Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);지역 문화예술/공연/전시시설 관람,2023-06-20,2023-06-22,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가
g_g002647,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어;야외 스포츠, 레포츠 활동",2023-07-07,2023-07-09,교육/체험 프로그램 참가;호캉스 여행;시티투어
g_g002648,온천/스파;Well-ness 여행;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가,2023-06-24,2023-06-26,지역 축제/이벤트 참가;쇼핑;온천/스파
g_g002657,"테마파크, 놀이시설, 동/식물원 방문;친환경 여행(플로깅 여행)",2023-06-23,2023-06-25,지역 축제/이벤트 참가;Well-ness 여행;친환경 여행(플로깅 여행)
g_g002658,SNS 인생샷 여행;호캉스 여행;인플루언서 따라하기 여행,2023-07-01,2023-07-03,"호캉스 여행;인플루언서 따라하기 여행;테마파크, 놀이시설, 동/식물원 방문"
g_g002668,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;Well-ness 여행;신규 여행지 발굴,2023-06-16,2023-06-18,Well-ness 여행;드라마 촬영지 방문;신규 여행지 발굴
g_g002671,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;친환경 여행(플로깅 여행);지역 문화예술/공연/전시시설 관람",2023-06-30,2023-07-02,"지역 문화예술/공연/전시시설 관람;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행"
g_g002679,"테마파크, 놀이시설, 동/식물원 방문",2023-06-24,2023-06-25,쇼핑;온천/스파;신규 여행지 발굴
g_g002680,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;유흥/오락(나이트라이프)",2023-07-01,2023-07-03,"유흥/오락(나이트라이프);지역 문화예술/공연/전시시설 관람;테마파크, 놀이시설, 동/식물원 방문"
g_g002683,친환경 여행(플로깅 여행);역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-06-17,2023-06-19,"역사 유적지 방문;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행"
g_g002688,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행",2023-06-22,2023-06-24,"Well-ness 여행;역사 유적지 방문;테마파크, 놀이시설, 동/식물원 방문"
g_g002690,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;신규 여행지 발굴;지역 문화예술/공연/전시시설 관람",2023-07-01,2023-07-02,"테마파크, 놀이시설, 동/식물원 방문;신규 여행지 발굴;친환경 여행(플로깅 여행)"
g_g002691,온천/스파;SNS 인생샷 여행;반려동물 동반 여행;역사 유적지 방문,2023-06-17,2023-06-19,지역 문화예술/공연/전시시설 관람;반려동물 동반 여행;온천/스파
g_g002693,종교/성지 순례;SNS 인생샷 여행;인플루언서 따라하기 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-06-15,2023-06-17,역사 유적지 방문;종교/성지 순례;지역 문화예술/공연/전시시설 관람
g_g002698,SNS 인생샷 여행;호캉스 여행;역사 유적지 방문;시티투어;지역 축제/이벤트 참가,2023-06-28,2023-06-30,"시티투어;쇼핑;테마파크, 놀이시설, 동/식물원 방문"
g_g002701,SNS 인생샷 여행;인플루언서 따라하기 여행;시티투어;유흥/오락(나이트라이프),2023-06-24,2023-06-26,"시티투어;인플루언서 따라하기 여행;테마파크, 놀이시설, 동/식물원 방문"
g_g002702,"테마파크, 놀이시설, 동/식물원 방문",2023-06-24,2023-06-26,교육/체험 프로그램 참가;쇼핑;시티투어
g_g002703,교육/체험 프로그램 참가;종교/성지 순례;Well-ness 여행;등반 여행,2023-06-18,2023-06-20,등반 여행;Well-ness 여행;종교/성지 순례
g_g002704,종교/성지 순례;Well-ness 여행;친환경 여행(플로깅 여행),2023-06-24,2023-06-26,지역 축제/이벤트 참가;종교/성지 순례;쇼핑
g_g002705,SNS 인생샷 여행;시티투어;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프);지역 축제/이벤트 참가,2023-07-07,2023-07-09,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행"
g_g002711,쇼핑,2023-06-17,2023-06-19,등반 여행;쇼핑;신규 여행지 발굴
g_g002718,쇼핑;SNS 인생샷 여행;유흥/오락(나이트라이프),2023-06-16,2023-06-18,지역 축제/이벤트 참가;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프)
g_g002719,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람",2023-06-15,2023-06-17,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;쇼핑"
g_g002727,드라마 촬영지 방문;종교/성지 순례;신규 여행지 발굴;역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-06-30,2023-07-02,지역 문화예술/공연/전시시설 관람;드라마 촬영지 방문;종교/성지 순례
g_g002729,종교/성지 순례;등반 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-06-20,2023-06-21,Well-ness 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람
g_g002731,"SNS 인생샷 여행;쇼핑;시티투어;테마파크, 놀이시설, 동/식물원 방문;유흥/오락(나이트라이프)",2023-07-08,2023-07-10,"테마파크, 놀이시설, 동/식물원 방문;유흥/오락(나이트라이프);시티투어"
g_g002732,쇼핑;드라마 촬영지 방문;SNS 인생샷 여행;유흥/오락(나이트라이프),2023-06-16,2023-06-18,유흥/오락(나이트라이프);SNS 인생샷 여행;쇼핑
g_g002735,쇼핑;온천/스파;SNS 인생샷 여행;인플루언서 따라하기 여행;유흥/오락(나이트라이프),2023-06-24,2023-06-26,SNS 인생샷 여행;유흥/오락(나이트라이프);시티투어
g_g002738,드라마 촬영지 방문;Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;역사 유적지 방문,2023-06-24,2023-06-26,지역 문화예술/공연/전시시설 관람;드라마 촬영지 방문;역사 유적지 방문
g_g002744,드라마 촬영지 방문;SNS 인생샷 여행;인플루언서 따라하기 여행;시티투어,2023-07-01,2023-07-03,쇼핑;역사 유적지 방문;인플루언서 따라하기 여행
g_g002745,Well-ness 여행;SNS 인생샷 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-06-17,2023-06-18,역사 유적지 방문;Well-ness 여행;종교/성지 순례
g_g002750,지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행;쇼핑;시티투어,2023-07-01,2023-07-03,지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행;시티투어
g_g002752,캠핑;Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행,2023-06-23,2023-06-25,캠핑;Well-ness 여행;SNS 인생샷 여행
g_g002753,"온천/스파;SNS 인생샷 여행;호캉스 여행;신규 여행지 발굴;야외 스포츠, 레포츠 활동",2023-07-03,2023-07-05,"야외 스포츠, 레포츠 활동;테마파크, 놀이시설, 동/식물원 방문;호캉스 여행"
g_g002759,"테마파크, 놀이시설, 동/식물원 방문;신규 여행지 발굴;역사 유적지 방문",2023-06-23,2023-06-25,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;신규 여행지 발굴"
g_g002760,"교육/체험 프로그램 참가;Well-ness 여행;신규 여행지 발굴;야외 스포츠, 레포츠 활동;캠핑",2023-06-24,2023-06-26,"캠핑;Well-ness 여행;야외 스포츠, 레포츠 활동"
g_g002762,"교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람",2023-06-24,2023-06-26,"야외 스포츠, 레포츠 활동;SNS 인생샷 여행;교육/체험 프로그램 참가"
g_g002764,쇼핑;온천/스파;교육/체험 프로그램 참가;호캉스 여행;지역 문화예술/공연/전시시설 관람,2023-06-24,2023-06-26,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가"
g_g002765,지역 축제/이벤트 참가,2023-06-25,2023-06-26,쇼핑;지역 축제/이벤트 참가;SNS 인생샷 여행
g_g002766,SNS 인생샷 여행;호캉스 여행,2023-06-30,2023-07-02,호캉스 여행;SNS 인생샷 여행;친환경 여행(플로깅 여행)
g_g002767,"교육/체험 프로그램 참가;인플루언서 따라하기 여행;테마파크, 놀이시설, 동/식물원 방문;쇼핑",2023-07-01,2023-07-03,교육/체험 프로그램 참가;인플루언서 따라하기 여행;지역 문화예술/공연/전시시설 관람
g_g002770,"교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프)",2023-06-24,2023-06-26,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행"
g_g002776,캠핑;역사 유적지 방문;SNS 인생샷 여행,2023-07-06,2023-07-08,캠핑;역사 유적지 방문;인플루언서 따라하기 여행
g_g002784,"테마파크, 놀이시설, 동/식물원 방문;호캉스 여행",2023-07-05,2023-07-07,지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행;호캉스 여행
g_g002793,"시티투어;SNS 인생샷 여행;테마파크, 놀이시설, 동/식물원 방문",2023-07-07,2023-07-08,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;드라마 촬영지 방문"
g_g002795,역사 유적지 방문,2023-07-03,2023-07-05,종교/성지 순례;쇼핑;신규 여행지 발굴
g_g002798,"드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행",2023-06-30,2023-07-02,SNS 인생샷 여행;인플루언서 따라하기 여행;쇼핑
g_g002802,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행;지역 축제/이벤트 참가",2023-06-24,2023-06-26,역사 유적지 방문;Well-ness 여행;시티투어
g_g002804,쇼핑;시티투어;지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행;호캉스 여행;드라마 촬영지 방문,2023-07-01,2023-07-03,호캉스 여행;지역 문화예술/공연/전시시설 관람;역사 유적지 방문
g_g002806,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;쇼핑;역사 유적지 방문;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람,2023-07-08,2023-07-10,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;쇼핑
g_g002809,SNS 인생샷 여행;신규 여행지 발굴;역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-07-08,2023-07-10,역사 유적지 방문;신규 여행지 발굴;지역 문화예술/공연/전시시설 관람
g_g002811,"SNS 인생샷 여행;테마파크, 놀이시설, 동/식물원 방문;시티투어;지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행",2023-06-17,2023-06-19,"SNS 인생샷 여행;신규 여행지 발굴;테마파크, 놀이시설, 동/식물원 방문"
g_g002819,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가",2023-07-01,2023-07-03,"테마파크, 놀이시설, 동/식물원 방문;교육/체험 프로그램 참가;지역 문화예술/공연/전시시설 관람"
g_g002820,"온천/스파;테마파크, 놀이시설, 동/식물원 방문",2023-06-17,2023-06-18,"신규 여행지 발굴;테마파크, 놀이시설, 동/식물원 방문;시티투어"
g_g002825,"호캉스 여행;인플루언서 따라하기 여행;시티투어;야외 스포츠, 레포츠 활동;지역 축제/이벤트 참가",2023-06-25,2023-06-27,"야외 스포츠, 레포츠 활동;시티투어;지역 축제/이벤트 참가"
g_g002827,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;호캉스 여행;인플루언서 따라하기 여행;지역 문화예술/공연/전시시설 관람",2023-07-03,2023-07-05,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;호캉스 여행"
g_g002828,호캉스 여행;유흥/오락(나이트라이프),2023-06-18,2023-06-20,호캉스 여행;온천/스파;유흥/오락(나이트라이프)
g_g002829,호캉스 여행;역사 유적지 방문,2023-06-18,2023-06-20,지역 문화예술/공연/전시시설 관람;역사 유적지 방문;호캉스 여행
g_g002832,지역 문화예술/공연/전시시설 관람;쇼핑;친환경 여행(플로깅 여행);지역 축제/이벤트 참가,2023-06-17,2023-06-18,지역 축제/이벤트 참가;쇼핑;친환경 여행(플로깅 여행)
g_g002833,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람",2023-06-23,2023-06-25,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;친환경 여행(플로깅 여행)"
g_g002837,쇼핑;Well-ness 여행;신규 여행지 발굴;시티투어;캠핑,2023-06-25,2023-06-27,캠핑;시티투어;Well-ness 여행
g_g002838,SNS 인생샷 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);캠핑,2023-06-29,2023-07-01,캠핑;SNS 인생샷 여행;친환경 여행(플로깅 여행)
g_g002841,"Well-ness 여행;SNS 인생샷 여행;친환경 여행(플로깅 여행);역사 유적지 방문;야외 스포츠, 레포츠 활동",2023-06-17,2023-06-19,신규 여행지 발굴;SNS 인생샷 여행;역사 유적지 방문
g_g002842,온천/스파,2023-06-18,2023-06-19,"온천/스파;야외 스포츠, 레포츠 활동;테마파크, 놀이시설, 동/식물원 방문"
g_g002851,쇼핑;Well-ness 여행;SNS 인생샷 여행;시티투어;지역 문화예술/공연/전시시설 관람,2023-06-21,2023-06-23,시티투어;호캉스 여행;친환경 여행(플로깅 여행)
g_g002854,쇼핑;온천/스파;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행),2023-07-01,2023-07-03,Well-ness 여행;SNS 인생샷 여행;온천/스파
g_g002856,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행,2023-06-17,2023-06-18,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행
g_g002857,친환경 여행(플로깅 여행);등반 여행,2023-07-01,2023-07-01,등반 여행;친환경 여행(플로깅 여행);종교/성지 순례
g_g002865,"쇼핑;종교/성지 순례;테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프)",2023-07-01,2023-07-03,쇼핑;역사 유적지 방문;지역 문화예술/공연/전시시설 관람
