TRAVEL_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,TRAVEL_MISSION_CHECK
e_e000005,"야외 스포츠, 레포츠 활동;테마파크, 놀이시설, 동/식물원 방문;호캉스 여행",2023-04-29,2023-05-03,"야외 스포츠, 레포츠 활동;테마파크, 놀이시설, 동/식물원 방문;호캉스 여행"
e_e000043,온천/스파;드라마 촬영지 방문;Well-ness 여행;친환경 여행(플로깅 여행),2023-04-28,2023-05-01,"시티투어;지역 문화예술/공연/전시시설 관람;테마파크, 놀이시설, 동/식물원 방문"
e_e000191,Well-ness 여행,2023-04-28,2023-05-01,신규 여행지 발굴;종교/성지 순례;친환경 여행(플로깅 여행)
e_e000316,Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;지역 문화예술/공연/전시시설 관람,2023-05-27,2023-05-30,SNS 인생샷 여행;인플루언서 따라하기 여행;지역 문화예술/공연/전시시설 관람
e_e000668,"테마파크, 놀이시설, 동/식물원 방문",2023-05-20,2023-05-21,"테마파크, 놀이시설, 동/식물원 방문;쇼핑;시티투어"
e_e001033,Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;친환경 여행(플로깅 여행),2023-05-27,2023-05-28,종교/성지 순례;Well-ness 여행;SNS 인생샷 여행
e_e001240,쇼핑;SNS 인생샷 여행;시티투어;지역 축제/이벤트 참가,2023-06-04,2023-06-05,"호캉스 여행;지역 문화예술/공연/전시시설 관람;테마파크, 놀이시설, 동/식물원 방문"
e_e001423,Well-ness 여행,2023-05-29,2023-05-30,Well-ness 여행;쇼핑;지역 문화예술/공연/전시시설 관람
e_e001579,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어;야외 스포츠, 레포츠 활동",2023-06-07,2023-06-11,"지역 문화예술/공연/전시시설 관람;테마파크, 놀이시설, 동/식물원 방문;쇼핑"
e_e002195,쇼핑;호캉스 여행,2023-06-04,2023-06-05,쇼핑;인플루언서 따라하기 여행;역사 유적지 방문
e_e003226,쇼핑;온천/스파;Well-ness 여행;SNS 인생샷 여행;역사 유적지 방문,2023-07-01,2023-07-03,온천/스파;역사 유적지 방문;쇼핑
e_e004870,교육/체험 프로그램 참가;드라마 촬영지 방문;Well-ness 여행;역사 유적지 방문,2023-07-10,2023-07-13,Well-ness 여행;교육/체험 프로그램 참가;캠핑
e_e004944,쇼핑;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행),2023-07-09,2023-07-10,시티투어;SNS 인생샷 여행;쇼핑
e_e007408,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행",2023-08-19,2023-08-20,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;신규 여행지 발굴"
e_e011214,쇼핑;종교/성지 순례;SNS 인생샷 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-08-25,2023-08-26,"지역 문화예술/공연/전시시설 관람;쇼핑;테마파크, 놀이시설, 동/식물원 방문"
e_e013132,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행;역사 유적지 방문",2023-09-09,2023-09-10,SNS 인생샷 여행;Well-ness 여행;인플루언서 따라하기 여행
e_e013143,SNS 인생샷 여행;시티투어;지역 문화예술/공연/전시시설 관람,2023-09-23,2023-09-24,지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행;역사 유적지 방문
e_e013144,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가",2023-09-23,2023-09-24,"테마파크, 놀이시설, 동/식물원 방문;지역 축제/이벤트 참가;쇼핑"
e_e013149,"Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;야외 스포츠, 레포츠 활동",2023-09-24,2023-09-25,Well-ness 여행;친환경 여행(플로깅 여행);신규 여행지 발굴
e_e013179,쇼핑;Well-ness 여행;SNS 인생샷 여행;역사 유적지 방문;유흥/오락(나이트라이프),2023-09-24,2023-09-25,역사 유적지 방문;쇼핑;Well-ness 여행
e_e013184,SNS 인생샷 여행;인플루언서 따라하기 여행;시티투어,2023-09-23,2023-09-24,쇼핑;시티투어;SNS 인생샷 여행
e_e013188,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행;역사 유적지 방문",2023-09-23,2023-09-24,Well-ness 여행;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람
e_e013282,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행;시티투어;지역 문화예술/공연/전시시설 관람",2023-09-27,2023-09-28,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;시티투어"
f_f000001,교육/체험 프로그램 참가;지역 축제/이벤트 참가,2023-04-29,2023-05-02,캠핑;지역 축제/이벤트 참가;교육/체험 프로그램 참가
f_f000004,캠핑;역사 유적지 방문;SNS 인생샷 여행,2023-04-29,2023-05-02,"역사 유적지 방문;캠핑;야외 스포츠, 레포츠 활동"
f_f000030,Well-ness 여행,2023-04-28,2023-05-01,지역 축제/이벤트 참가;Well-ness 여행;SNS 인생샷 여행
f_f001718,"테마파크, 놀이시설, 동/식물원 방문;등반 여행;역사 유적지 방문",2023-06-01,2023-06-03,"등반 여행;역사 유적지 방문;야외 스포츠, 레포츠 활동"
f_f002508,SNS 인생샷 여행;호캉스 여행,2023-06-07,2023-06-09,SNS 인생샷 여행;호캉스 여행;인플루언서 따라하기 여행
f_f008573,쇼핑;지역 문화예술/공연/전시시설 관람,2023-08-24,2023-08-25,"지역 문화예술/공연/전시시설 관람;역사 유적지 방문;테마파크, 놀이시설, 동/식물원 방문"
f_f009789,SNS 인생샷 여행;시티투어,2023-08-25,2023-08-27,"시티투어;SNS 인생샷 여행;테마파크, 놀이시설, 동/식물원 방문"
f_f015537,"쇼핑;SNS 인생샷 여행;야외 스포츠, 레포츠 활동",2023-09-03,2023-09-04,"야외 스포츠, 레포츠 활동;지역 축제/이벤트 참가;Well-ness 여행"
f_f015541,Well-ness 여행;시티투어;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프);지역 축제/이벤트 참가,2023-09-02,2023-09-03,SNS 인생샷 여행;인플루언서 따라하기 여행;지역 문화예술/공연/전시시설 관람
f_f016471,드라마 촬영지 방문;종교/성지 순례;SNS 인생샷 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-09-16,2023-09-17,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;인플루언서 따라하기 여행
f_f016830,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;등반 여행",2023-09-26,2023-09-27,역사 유적지 방문;쇼핑;신규 여행지 발굴
g_g000003,시티투어;드라마 촬영지 방문,2023-04-30,2023-05-02,"Well-ness 여행;테마파크, 놀이시설, 동/식물원 방문;시티투어"
g_g000004,Well-ness 여행;역사 유적지 방문,2023-04-30,2023-05-02,Well-ness 여행;역사 유적지 방문;친환경 여행(플로깅 여행)
g_g000005,"야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람;테마파크, 놀이시설, 동/식물원 방문",2023-04-28,2023-05-01,"야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람;테마파크, 놀이시설, 동/식물원 방문"
g_g000009,캠핑,2023-04-29,2023-05-01,캠핑;지역 축제/이벤트 참가;쇼핑
g_g000010,"야외 스포츠, 레포츠 활동",2023-04-28,2023-04-30,"야외 스포츠, 레포츠 활동;호캉스 여행;쇼핑"
g_g000014,Well-ness 여행,2023-04-28,2023-04-29,Well-ness 여행;SNS 인생샷 여행;친환경 여행(플로깅 여행)
g_g000016,SNS 인생샷 여행;역사 유적지 방문,2023-04-29,2023-05-02,SNS 인생샷 여행;역사 유적지 방문;시티투어
g_g000017,"테마파크, 놀이시설, 동/식물원 방문",2023-04-30,2023-05-01,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;신규 여행지 발굴"
g_g000023,시티투어;지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행,2023-04-28,2023-04-30,SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람;Well-ness 여행
g_g000025,쇼핑,2023-04-30,2023-05-02,지역 축제/이벤트 참가;지역 문화예술/공연/전시시설 관람;시티투어
g_g000026,교육/체험 프로그램 참가;SNS 인생샷 여행;역사 유적지 방문;시티투어;지역 축제/이벤트 참가,2023-04-29,2023-05-02,역사 유적지 방문;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람
g_g000191,"역사 유적지 방문;시티투어;SNS 인생샷 여행;테마파크, 놀이시설, 동/식물원 방문",2023-05-28,2023-05-30,역사 유적지 방문;종교/성지 순례;SNS 인생샷 여행
g_g000195,"교육/체험 프로그램 참가;인플루언서 따라하기 여행;야외 스포츠, 레포츠 활동",2023-05-27,2023-05-28,인플루언서 따라하기 여행;교육/체험 프로그램 참가;신규 여행지 발굴
g_g000198,호캉스 여행;친환경 여행(플로깅 여행);SNS 인생샷 여행,2023-05-28,2023-05-30,SNS 인생샷 여행;인플루언서 따라하기 여행;신규 여행지 발굴
g_g000204,"테마파크, 놀이시설, 동/식물원 방문;시티투어;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프)",2023-05-27,2023-05-30,"SNS 인생샷 여행;테마파크, 놀이시설, 동/식물원 방문;유흥/오락(나이트라이프)"
g_g000206,SNS 인생샷 여행;등반 여행;지역 축제/이벤트 참가,2023-05-19,2023-05-23,지역 축제/이벤트 참가;SNS 인생샷 여행;등반 여행
g_g000208,쇼핑;Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;역사 유적지 방문,2023-06-10,2023-06-11,역사 유적지 방문;SNS 인생샷 여행;인플루언서 따라하기 여행
g_g000210,"쇼핑;시티투어;교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;지역 축제/이벤트 참가;지역 문화예술/공연/전시시설 관람;호캉스 여행",2023-05-19,2023-05-22,지역 축제/이벤트 참가;쇼핑;SNS 인생샷 여행
g_g000215,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;신규 여행지 발굴;역사 유적지 방문;지역 문화예술/공연/전시시설 관람",2023-05-20,2023-05-22,지역 축제/이벤트 참가;지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행
g_g000220,Well-ness 여행;SNS 인생샷 여행;등반 여행,2023-05-26,2023-05-29,Well-ness 여행;SNS 인생샷 여행;등반 여행
g_g000225,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가;SNS 인생샷 여행",2023-05-27,2023-05-29,"지역 축제/이벤트 참가;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행"
g_g000226,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;인플루언서 따라하기 여행;SNS 인생샷 여행;신규 여행지 발굴",2023-06-03,2023-06-05,역사 유적지 방문;시티투어;SNS 인생샷 여행
g_g000229,캠핑,2023-05-20,2023-05-22,쇼핑;캠핑;인플루언서 따라하기 여행
g_g000230,"종교/성지 순례;테마파크, 놀이시설, 동/식물원 방문;신규 여행지 발굴;지역 축제/이벤트 참가",2023-05-26,2023-05-30,종교/성지 순례;SNS 인생샷 여행;쇼핑
g_g000231,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가",2023-05-27,2023-05-29,SNS 인생샷 여행;쇼핑;Well-ness 여행
g_g000233,쇼핑;SNS 인생샷 여행;시티투어;유흥/오락(나이트라이프),2023-06-03,2023-06-05,쇼핑;역사 유적지 방문;시티투어
g_g000234,"쇼핑;온천/스파;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;야외 스포츠, 레포츠 활동",2023-05-19,2023-05-22,교육/체험 프로그램 참가;온천/스파;Well-ness 여행
g_g000235,온천/스파;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가,2023-05-26,2023-05-29,역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람
g_g000236,Well-ness 여행;역사 유적지 방문,2023-05-17,2023-05-18,역사 유적지 방문;Well-ness 여행;종교/성지 순례
g_g000237,"야외 스포츠, 레포츠 활동;친환경 여행(플로깅 여행);SNS 인생샷 여행;Well-ness 여행",2023-05-27,2023-05-30,"야외 스포츠, 레포츠 활동;Well-ness 여행;친환경 여행(플로깅 여행)"
g_g000239,드라마 촬영지 방문;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;역사 유적지 방문,2023-05-23,2023-05-26,역사 유적지 방문;드라마 촬영지 방문;SNS 인생샷 여행
g_g000240,쇼핑;Well-ness 여행;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가,2023-05-29,2023-05-31,드라마 촬영지 방문;Well-ness 여행;SNS 인생샷 여행
g_g000242,"드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람",2023-05-27,2023-05-30,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;지역 문화예술/공연/전시시설 관람"
g_g000248,쇼핑;지역 문화예술/공연/전시시설 관람,2023-06-03,2023-06-04,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;교육/체험 프로그램 참가"
g_g000249,"테마파크, 놀이시설, 동/식물원 방문;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람;캠핑;지역 축제/이벤트 참가",2023-05-27,2023-05-30,교육/체험 프로그램 참가;캠핑;SNS 인생샷 여행
g_g000250,쇼핑;지역 문화예술/공연/전시시설 관람,2023-06-04,2023-06-05,쇼핑;지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가
g_g000251,SNS 인생샷 여행;친환경 여행(플로깅 여행);등반 여행;지역 문화예술/공연/전시시설 관람;캠핑,2023-06-04,2023-06-06,캠핑;교육/체험 프로그램 참가;SNS 인생샷 여행
g_g000252,"온천/스파;테마파크, 놀이시설, 동/식물원 방문;인플루언서 따라하기 여행;야외 스포츠, 레포츠 활동",2023-05-20,2023-05-21,"테마파크, 놀이시설, 동/식물원 방문;교육/체험 프로그램 참가;온천/스파"
g_g000256,교육/체험 프로그램 참가;Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;등반 여행,2023-06-02,2023-06-04,Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴
g_g000258,"쇼핑;교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;친환경 여행(플로깅 여행);지역 축제/이벤트 참가",2023-05-27,2023-05-30,"테마파크, 놀이시설, 동/식물원 방문;친환경 여행(플로깅 여행);쇼핑"
g_g000259,쇼핑;교육/체험 프로그램 참가;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행,2023-05-27,2023-05-29,교육/체험 프로그램 참가;온천/스파;Well-ness 여행
g_g000260,교육/체험 프로그램 참가;역사 유적지 방문,2023-06-01,2023-06-05,역사 유적지 방문;교육/체험 프로그램 참가;지역 축제/이벤트 참가
g_g000262,역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람;Well-ness 여행;SNS 인생샷 여행;드라마 촬영지 방문;친환경 여행(플로깅 여행);등반 여행,2023-05-17,2023-05-20,역사 유적지 방문;시티투어;드라마 촬영지 방문
g_g000264,"테마파크, 놀이시설, 동/식물원 방문;호캉스 여행;시티투어",2023-06-06,2023-06-09,"테마파크, 놀이시설, 동/식물원 방문;시티투어;호캉스 여행"
g_g000265,"교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;시티투어;지역 축제/이벤트 참가",2023-05-27,2023-05-30,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;온천/스파"
g_g000269,온천/스파;교육/체험 프로그램 참가;역사 유적지 방문;시티투어,2023-05-17,2023-05-21,"테마파크, 놀이시설, 동/식물원 방문;교육/체험 프로그램 참가;SNS 인생샷 여행"
g_g000270,"교육/체험 프로그램 참가;역사 유적지 방문;시티투어;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람",2023-06-03,2023-06-07,역사 유적지 방문;친환경 여행(플로깅 여행);Well-ness 여행
g_g000280,신규 여행지 발굴,2023-05-21,2023-05-22,신규 여행지 발굴;SNS 인생샷 여행;시티투어
g_g000284,교육/체험 프로그램 참가,2023-05-28,2023-05-29,"테마파크, 놀이시설, 동/식물원 방문;교육/체험 프로그램 참가;SNS 인생샷 여행"
g_g000285,쇼핑;Well-ness 여행;시티투어;유흥/오락(나이트라이프),2023-05-27,2023-05-29,쇼핑;시티투어;유흥/오락(나이트라이프)
g_g000286,쇼핑,2023-05-28,2023-05-29,쇼핑;시티투어;SNS 인생샷 여행
g_g000287,"테마파크, 놀이시설, 동/식물원 방문;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람",2023-05-27,2023-05-29,시티투어;교육/체험 프로그램 참가;지역 문화예술/공연/전시시설 관람
g_g000290,쇼핑;SNS 인생샷 여행;친환경 여행(플로깅 여행);역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-06-04,2023-06-06,쇼핑;역사 유적지 방문;SNS 인생샷 여행
g_g000296,"시티투어;지역 문화예술/공연/전시시설 관람;캠핑;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;쇼핑;야외 스포츠, 레포츠 활동;지역 축제/이벤트 참가;온천/스파;드라마 촬영지 방문;종교/성지 순례;Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);호캉스 여행",2023-05-31,2023-06-03,지역 문화예술/공연/전시시설 관람;캠핑;드라마 촬영지 방문
g_g000298,SNS 인생샷 여행;호캉스 여행;역사 유적지 방문;시티투어,2023-05-25,2023-05-28,역사 유적지 방문;SNS 인생샷 여행;드라마 촬영지 방문
g_g000299,쇼핑;온천/스파;Well-ness 여행;인플루언서 따라하기 여행,2023-05-21,2023-05-24,Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행
g_g000301,"드라마 촬영지 방문;종교/성지 순례;역사 유적지 방문;시티투어;야외 스포츠, 레포츠 활동",2023-06-04,2023-06-07,"역사 유적지 방문;야외 스포츠, 레포츠 활동;시티투어"
g_g000305,"쇼핑;온천/스파;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;시티투어",2023-05-19,2023-05-22,"지역 문화예술/공연/전시시설 관람;테마파크, 놀이시설, 동/식물원 방문;교육/체험 프로그램 참가"
g_g000306,교육/체험 프로그램 참가;캠핑;역사 유적지 방문;SNS 인생샷 여행;신규 여행지 발굴,2023-05-20,2023-05-22,캠핑;신규 여행지 발굴;교육/체험 프로그램 참가
g_g000308,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행;지역 문화예술/공연/전시시설 관람",2023-05-27,2023-05-29,SNS 인생샷 여행;시티투어;Well-ness 여행
g_g000309,역사 유적지 방문;캠핑;교육/체험 프로그램 참가;SNS 인생샷 여행,2023-05-26,2023-05-29,역사 유적지 방문;캠핑;교육/체험 프로그램 참가
g_g000311,"테마파크, 놀이시설, 동/식물원 방문;인플루언서 따라하기 여행;역사 유적지 방문;시티투어;야외 스포츠, 레포츠 활동",2023-06-03,2023-06-06,지역 문화예술/공연/전시시설 관람;역사 유적지 방문;호캉스 여행
g_g000312,"쇼핑;Well-ness 여행;SNS 인생샷 여행;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람",2023-05-28,2023-05-30,역사 유적지 방문;호캉스 여행;신규 여행지 발굴
g_g000313,쇼핑;인플루언서 따라하기 여행;SNS 인생샷 여행;유흥/오락(나이트라이프);시티투어,2023-05-19,2023-05-22,쇼핑;SNS 인생샷 여행;인플루언서 따라하기 여행
g_g000314,"쇼핑;호캉스 여행;시티투어;야외 스포츠, 레포츠 활동;지역 축제/이벤트 참가",2023-05-19,2023-05-21,"야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람;쇼핑"
g_g000316,"쇼핑;교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;야외 스포츠, 레포츠 활동",2023-05-27,2023-05-29,"야외 스포츠, 레포츠 활동;교육/체험 프로그램 참가;역사 유적지 방문"
g_g000318,종교/성지 순례;등반 여행;Well-ness 여행;친환경 여행(플로깅 여행);친환경 여행(플로깅 여행);드라마 촬영지 방문,2023-05-18,2023-05-21,역사 유적지 방문;Well-ness 여행;친환경 여행(플로깅 여행)
g_g000319,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;호캉스 여행;인플루언서 따라하기 여행;SNS 인생샷 여행;신규 여행지 발굴",2023-05-20,2023-05-22,쇼핑;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람
g_g000320,"교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;친환경 여행(플로깅 여행)",2023-05-27,2023-05-30,역사 유적지 방문;교육/체험 프로그램 참가;친환경 여행(플로깅 여행)
g_g000321,쇼핑;시티투어;유흥/오락(나이트라이프);Well-ness 여행;반려동물 동반 여행,2023-05-26,2023-05-29,쇼핑;신규 여행지 발굴;Well-ness 여행
g_g000322,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;유흥/오락(나이트라이프)",2023-05-19,2023-05-22,쇼핑;Well-ness 여행;친환경 여행(플로깅 여행)
g_g000328,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프)",2023-06-03,2023-06-07,"SNS 인생샷 여행;야외 스포츠, 레포츠 활동;쇼핑"
g_g000334,쇼핑;교육/체험 프로그램 참가;SNS 인생샷 여행;역사 유적지 방문;시티투어,2023-06-10,2023-06-12,지역 문화예술/공연/전시시설 관람;Well-ness 여행;신규 여행지 발굴
g_g000336,쇼핑;교육/체험 프로그램 참가;역사 유적지 방문;지역 문화예술/공연/전시시설 관람;캠핑,2023-05-15,2023-05-18,캠핑;교육/체험 프로그램 참가;지역 문화예술/공연/전시시설 관람
g_g000338,쇼핑;친환경 여행(플로깅 여행);등반 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-05-26,2023-05-29,역사 유적지 방문;시티투어;쇼핑
g_g000339,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;야외 스포츠, 레포츠 활동;캠핑;지역 축제/이벤트 참가",2023-05-20,2023-05-23,캠핑;Well-ness 여행;신규 여행지 발굴
g_g000341,Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;캠핑,2023-05-19,2023-05-22,Well-ness 여행;신규 여행지 발굴;SNS 인생샷 여행
g_g000345,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;호캉스 여행;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프)",2023-05-19,2023-05-21,호캉스 여행;유흥/오락(나이트라이프);지역 문화예술/공연/전시시설 관람
g_g000346,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);지역 문화예술/공연/전시시설 관람",2023-06-04,2023-06-05,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;신규 여행지 발굴"
g_g000348,쇼핑;SNS 인생샷 여행;인플루언서 따라하기 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-05-20,2023-05-22,역사 유적지 방문;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람
g_g000351,쇼핑;친환경 여행(플로깅 여행);지역 문화예술/공연/전시시설 관람,2023-06-07,2023-06-10,"테마파크, 놀이시설, 동/식물원 방문;쇼핑;친환경 여행(플로깅 여행)"
g_g000354,호캉스 여행;신규 여행지 발굴;역사 유적지 방문;시티투어;지역 축제/이벤트 참가,2023-06-06,2023-06-08,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;쇼핑"
g_g000357,"쇼핑;온천/스파;호캉스 여행;역사 유적지 방문;야외 스포츠, 레포츠 활동",2023-05-17,2023-05-20,역사 유적지 방문;드라마 촬영지 방문;종교/성지 순례
g_g000361,쇼핑;교육/체험 프로그램 참가;SNS 인생샷 여행,2023-05-21,2023-05-22,교육/체험 프로그램 참가;쇼핑;신규 여행지 발굴
g_g000365,"쇼핑;테마파크, 놀이시설, 동/식물원 방문",2023-05-21,2023-05-22,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;시티투어"
g_g000367,신규 여행지 발굴,2023-05-20,2023-05-22,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행"
g_g000374,"교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;호캉스 여행",2023-05-27,2023-05-30,"호캉스 여행;교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문"
g_g000378,Well-ness 여행;등반 여행,2023-05-18,2023-05-21,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;친환경 여행(플로깅 여행)
g_g000379,신규 여행지 발굴,2023-05-21,2023-05-22,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;신규 여행지 발굴"
g_g000380,역사 유적지 방문;드라마 촬영지 방문;교육/체험 프로그램 참가;지역 문화예술/공연/전시시설 관람,2023-06-04,2023-06-07,역사 유적지 방문;교육/체험 프로그램 참가;드라마 촬영지 방문
g_g000384,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람;캠핑",2023-05-27,2023-05-30,"Well-ness 여행;캠핑;테마파크, 놀이시설, 동/식물원 방문"
g_g000387,Well-ness 여행,2023-05-20,2023-05-21,Well-ness 여행;지역 축제/이벤트 참가;쇼핑
g_g000389,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;역사 유적지 방문",2023-05-16,2023-05-19,"테마파크, 놀이시설, 동/식물원 방문;쇼핑;지역 문화예술/공연/전시시설 관람"
g_g000391,교육/체험 프로그램 참가;SNS 인생샷 여행,2023-05-26,2023-05-30,지역 문화예술/공연/전시시설 관람;온천/스파;인플루언서 따라하기 여행
g_g000392,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;시티투어;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프);드라마 촬영지 방문;Well-ness 여행;SNS 인생샷 여행;반려동물 동반 여행;신규 여행지 발굴;친환경 여행(플로깅 여행);인플루언서 따라하기 여행",2023-05-27,2023-05-29,반려동물 동반 여행;시티투어;SNS 인생샷 여행
g_g000393,등반 여행,2023-06-03,2023-06-05,등반 여행;친환경 여행(플로깅 여행);Well-ness 여행
g_g000394,"교육/체험 프로그램 참가;Well-ness 여행;SNS 인생샷 여행;야외 스포츠, 레포츠 활동;지역 축제/이벤트 참가",2023-05-15,2023-05-18,"온천/스파;Well-ness 여행;야외 스포츠, 레포츠 활동"
g_g000396,SNS 인생샷 여행;역사 유적지 방문,2023-05-27,2023-05-29,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행
g_g000397,드라마 촬영지 방문;역사 유적지 방문,2023-05-20,2023-05-22,"역사 유적지 방문;교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문"
