TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP
g_g001077,기타,남자,30대
g_g001077,연인,남자,30대
g_g001077,기타,여자,30대
g_g001081,자녀,여자,10대
g_g001081,자녀,여자,10대
g_g001083,연인,남자,20대
g_g001086,부모,여자,60대
g_g001095,친구,여자,30대
g_g001095,친구,남자,30대
g_g001095,친구,여자,30대
g_g001100,배우자,남자,50대
g_g001100,자녀,여자,20대
g_g001101,배우자,여자,40대
g_g001101,자녀,여자,~9세이하
g_g001103,친인척,여자,30대
g_g001104,친구,여자,30대
g_g001104,친구,남자,30대
g_g001106,형제/자매,남자,30대
g_g001107,친구,남자,30대
g_g001109,형제/자매,남자,40대
g_g001109,자녀,여자,~9세이하
g_g001109,형제/자매,여자,40대
g_g001111,자녀,남자,~9세이하
g_g001111,형제/자매,남자,30대
g_g001111,배우자,여자,30대
g_g001111,형제/자매,여자,30대
g_g001112,친구,여자,30대
g_g001114,연인,여자,20대
g_g001129,부모,여자,50대
g_g001129,부모,남자,50대
g_g001132,연인,남자,30대
g_g001133,배우자,남자,50대
g_g001135,친구,여자,30대
g_g001136,친구,여자,30대
g_g001136,친구,남자,30대
g_g001138,자녀,남자,10대
g_g001138,배우자,남자,40대
g_g001144,부모,여자,60대
g_g001148,부모,남자,60대
g_g001148,형제/자매,남자,20대
g_g001148,부모,여자,50대
g_g001151,부모,남자,70세이상
g_g001151,배우자,남자,40대
g_g001151,부모,여자,70세이상
g_g001154,배우자,남자,40대
g_g001154,자녀,남자,~9세이하
g_g001154,자녀,여자,10대
g_g001156,동료,남자,40대
g_g001156,동료,남자,40대
g_g001164,연인,남자,20대
g_g001166,배우자,남자,40대
g_g001169,배우자,남자,50대
g_g001171,배우자,여자,30대
g_g001171,자녀,여자,~9세이하
g_g001171,자녀,여자,~9세이하
g_g001178,친구,남자,30대
g_g001178,친구,남자,30대
g_g001189,부모,여자,70세이상
g_g001189,부모,남자,70세이상
g_g001189,자녀,남자,20대
g_g001191,배우자,여자,50대
g_g001197,부모,여자,70세이상
g_g001199,배우자,남자,40대
g_g001200,연인,남자,30대
g_g001203,자녀,여자,20대
g_g001203,배우자,남자,50대
g_g001204,자녀,남자,~9세이하
g_g001204,배우자,여자,40대
g_g001206,친구,여자,30대
g_g001208,배우자,남자,30대
g_g001208,자녀,남자,~9세이하
g_g001209,부모,여자,60대
g_g001219,부모,여자,60대
g_g001219,부모,남자,60대
g_g001221,자녀,남자,10대
g_g001221,자녀,여자,10대
g_g001221,배우자,남자,40대
g_g001222,동료,여자,20대
g_g001223,배우자,남자,40대
g_g001223,자녀,여자,10대
g_g001223,자녀,여자,10대
g_g001224,연인,남자,30대
g_g001227,자녀,남자,10대
g_g001227,자녀,남자,10대
g_g001230,배우자,남자,30대
g_g001230,친인척,남자,20대
g_g001230,친인척,남자,20대
g_g001231,연인,남자,30대
g_g001233,자녀,남자,~9세이하
g_g001233,자녀,남자,~9세이하
g_g001233,배우자,여자,30대
g_g001237,배우자,남자,30대
g_g001243,연인,여자,30대
g_g001250,연인,남자,20대
g_g001256,친구,여자,20대
g_g001256,친구,여자,20대
g_g001257,부모,여자,70세이상
g_g001257,형제/자매,여자,40대
g_g001258,동료,여자,40대
g_g001258,동료,여자,50대
g_g001258,동료,여자,50대
g_g001258,동료,여자,30대
g_g001258,동료,여자,40대
g_g001261,자녀,여자,~9세이하
g_g001261,배우자,남자,40대
g_g001273,자녀,남자,10대
g_g001273,배우자,남자,40대
g_g001276,자녀,여자,~9세이하
g_g001276,배우자,남자,40대
g_g001280,연인,남자,20대
g_g001288,배우자,남자,30대
g_g001289,부모,남자,70세이상
g_g001289,형제/자매,여자,50대
g_g001289,부모,여자,70세이상
g_g001289,배우자,남자,50대
g_g001290,친인척,여자,50대
g_g001290,부모,남자,70세이상
g_g001290,형제/자매,여자,50대
g_g001290,부모,여자,70세이상
g_g001291,배우자,남자,40대
g_g001293,부모,여자,50대
g_g001296,친구,남자,30대
g_g001296,친구,남자,30대
g_g001299,친구,여자,30대
g_g001299,친구,남자,30대
g_g001299,친구,여자,30대
g_g001299,친구,여자,30대
g_g001300,형제/자매,여자,10대
g_g001300,부모,남자,50대
g_g001300,친인척,여자,50대
g_g001301,연인,여자,30대
g_g001305,부모,여자,50대
g_g001309,형제/자매,남자,10대
g_g001313,친구,여자,20대
g_g001315,자녀,여자,10대
g_g001315,배우자,여자,40대
g_g001315,자녀,여자,~9세이하
g_g001319,배우자,남자,50대
g_g001319,자녀,여자,20대
g_g001319,자녀,남자,30대
g_g001320,연인,남자,30대
g_g001322,연인,여자,30대
g_g001323,배우자,남자,50대
g_g001329,배우자,여자,30대
g_g001337,연인,남자,20대
g_g001343,자녀,남자,~9세이하
g_g001343,자녀,남자,~9세이하
g_g001343,배우자,남자,30대
g_g001343,자녀,남자,~9세이하
g_g001344,부모,여자,60대
g_g001346,배우자,여자,40대
g_g001346,자녀,여자,~9세이하
g_g001346,자녀,남자,~9세이하
g_g001350,자녀,여자,~9세이하
g_g001350,자녀,남자,~9세이하
g_g001352,부모,남자,50대
g_g001352,형제/자매,여자,30대
g_g001352,부모,여자,50대
g_g001353,연인,남자,20대
g_g001362,부모,남자,50대
g_g001362,형제/자매,여자,20대
g_g001362,부모,여자,50대
g_g001364,배우자,남자,30대
g_g001371,배우자,남자,30대
g_g001371,자녀,남자,~9세이하
g_g001374,자녀,남자,~9세이하
g_g001374,동료,남자,20대
g_g001374,기타,남자,~9세이하
g_g001374,배우자,여자,30대
g_g001374,자녀,여자,~9세이하
g_g001374,동료,여자,20대
g_g001374,기타,여자,~9세이하
g_g001381,연인,남자,30대
g_g001383,친구,여자,20대
g_g001383,친구,여자,20대
g_g001383,친구,여자,20대
g_g001386,배우자,여자,40대
g_g001386,자녀,여자,10대
g_g001386,자녀,여자,10대
g_g001388,자녀,남자,~9세이하
g_g001388,배우자,남자,30대
g_g001388,자녀,여자,~9세이하
g_g001556,배우자,남자,40대
g_g001563,자녀,여자,10대
g_g001563,배우자,여자,40대
g_g001564,배우자,남자,30대
g_g001564,자녀,남자,~9세이하
g_g001565,자녀,남자,10대
g_g001566,배우자,여자,30대
g_g001567,배우자,남자,30대
g_g001567,자녀,여자,~9세이하
g_g001575,배우자,여자,30대
g_g001575,부모,여자,50대
g_g001575,자녀,남자,~9세이하
g_g001575,부모,남자,50대
g_g001575,형제/자매,남자,30대
g_g001576,부모,여자,60대
g_g001584,친구,여자,30대
g_g001587,연인,남자,30대
g_g001598,배우자,남자,40대
g_g001598,자녀,여자,~9세이하
g_g001598,기타,여자,40대
g_g001598,자녀,남자,10대
g_g001598,기타,남자,40대
g_g001598,기타,남자,~9세이하
g_g001599,연인,남자,20대
g_g001603,연인,여자,40대
g_g001606,자녀,남자,~9세이하
g_g001611,친구,여자,30대
g_g001612,자녀,남자,~9세이하
g_g001612,자녀,여자,10대
g_g001614,배우자,남자,30대
g_g001615,자녀,여자,~9세이하
g_g001615,자녀,남자,~9세이하
g_g001615,배우자,여자,30대
g_g001619,배우자,남자,60대
g_g001623,배우자,남자,40대
g_g001623,자녀,여자,10대
g_g001623,자녀,남자,~9세이하
g_g001625,배우자,남자,50대
g_g001627,부모,남자,70세이상
g_g001627,배우자,남자,30대
g_g001627,부모,여자,60대
g_g001630,부모,여자,50대
g_g001640,자녀,여자,10대
g_g001640,배우자,남자,50대
g_g001640,자녀,여자,10대
g_g001644,친구,여자,30대
g_g001645,자녀,여자,~9세이하
g_g001645,자녀,여자,~9세이하
g_g001645,배우자,남자,40대
g_g001645,자녀,남자,~9세이하
g_g001646,부모,여자,60대
g_g001646,부모,남자,60대
g_g001646,조부모,여자,70세이상
g_g001648,친구,여자,30대
g_g001650,자녀,남자,~9세이하
g_g001650,배우자,남자,40대
g_g001650,자녀,여자,~9세이하
g_g001651,배우자,남자,30대
g_g001662,배우자,여자,30대
g_g001662,자녀,여자,~9세이하
g_g001665,배우자,남자,60대
g_g001665,자녀,여자,40대
g_g001668,연인,남자,20대
g_g001673,연인,여자,20대
g_g001674,자녀,여자,~9세이하
g_g001674,배우자,남자,30대
g_g001677,자녀,여자,~9세이하
g_g001677,배우자,남자,40대
g_g001677,자녀,여자,~9세이하
g_g001678,친구,여자,30대
g_g001678,친구,여자,30대
g_g001679,친구,남자,30대
g_g001681,연인,여자,20대
g_g001682,자녀,남자,~9세이하
g_g001682,배우자,여자,30대
g_g001686,배우자,남자,30대
g_g001689,연인,남자,30대
g_g001690,친구,여자,20대
g_g001690,친구,여자,20대
g_g001692,자녀,남자,20대
g_g001692,배우자,남자,50대
g_g001693,연인,남자,20대
g_g001694,친구,여자,20대
g_g001697,자녀,남자,10대
g_g001697,자녀,여자,40대
g_g001697,자녀,여자,~9세이하
g_g001700,친구,남자,30대
g_g001700,친구,남자,30대
g_g001701,자녀,남자,10대
g_g001701,배우자,여자,40대
g_g001702,연인,남자,20대
g_g001703,연인,여자,20대
g_g001708,배우자,남자,30대
g_g001715,부모,남자,70세이상
g_g001715,형제/자매,여자,40대
g_g001715,부모,여자,70세이상
g_g001718,연인,남자,30대
g_g001721,친구,남자,30대
g_g001721,친구,남자,30대
g_g001722,부모,여자,50대
g_g001724,연인,남자,30대
g_g001733,연인,남자,20대
g_g001740,부모,여자,50대
g_g001753,형제/자매,여자,30대
g_g001755,자녀,남자,10대
g_g001755,배우자,여자,30대
g_g001755,자녀,남자,~9세이하
g_g001761,배우자,여자,50대
g_g001761,자녀,여자,20대
g_g001763,자녀,여자,~9세이하
g_g001763,배우자,남자,40대
g_g001763,자녀,여자,10대
g_g001764,배우자,여자,40대
g_g001764,자녀,남자,10대
g_g001765,연인,여자,20대
g_g001768,부모,여자,60대
g_g001768,자녀,남자,~9세이하
g_g001768,배우자,남자,30대
g_g001768,자녀,남자,~9세이하
g_g001779,친구,여자,30대
g_g001780,부모,여자,70세이상
g_g001780,자녀,남자,~9세이하
g_g001780,부모,남자,70세이상
g_g001780,자녀,남자,~9세이하
g_g001786,배우자,남자,40대
g_g001786,자녀,남자,~9세이하
g_g001786,자녀,여자,10대
g_g001789,친구,여자,20대
g_g001791,부모,남자,60대
g_g001791,부모,남자,60대
g_g001794,형제/자매,여자,20대
g_g001795,배우자,남자,40대
g_g001795,자녀,여자,10대
g_g001795,자녀,남자,10대
g_g001797,자녀,남자,10대
g_g001797,부모,남자,60대
g_g001797,자녀,남자,10대
g_g001797,부모,여자,60대
g_g001798,배우자,여자,30대
g_g001798,자녀,남자,~9세이하
g_g001799,형제/자매,여자,20대
g_g001803,자녀,여자,10대
g_g001803,배우자,남자,40대
g_g001803,자녀,여자,10대
g_g001806,배우자,남자,30대
g_g001810,자녀,여자,~9세이하
g_g001810,배우자,여자,30대
g_g001810,자녀,남자,~9세이하
g_g001812,배우자,남자,30대
g_g001812,자녀,남자,~9세이하
g_g001812,자녀,남자,~9세이하
g_g001818,동료,여자,20대
g_g001818,동료,여자,20대
g_g001818,동료,여자,20대
g_g001819,연인,여자,20대
g_g001826,자녀,여자,10대
g_g001826,자녀,여자,~9세이하
g_g001826,배우자,남자,40대
g_g001826,자녀,여자,10대
g_g001832,자녀,남자,~9세이하
g_g001832,배우자,남자,30대
g_g001833,자녀,여자,~9세이하
g_g001833,배우자,남자,30대
g_g001833,자녀,여자,~9세이하
g_g001834,친구,남자,20대
g_g001834,연인,남자,20대
g_g001834,친구,여자,20대
g_g001836,자녀,남자,~9세이하
g_g001836,자녀,여자,~9세이하
g_g001837,연인,남자,20대
g_g001846,연인,여자,20대
g_g001850,부모,남자,70세이상
g_g001850,부모,여자,60대
g_g001856,배우자,남자,40대
g_g001857,자녀,여자,30대
g_g001859,자녀,남자,10대
g_g001859,부모,여자,60대
g_g001859,부모,남자,70세이상
g_g001868,연인,남자,40대
g_g001868,부모,여자,70세이상
g_g001875,자녀,남자,~9세이하
g_g001875,배우자,여자,30대
g_g001875,자녀,여자,~9세이하
g_g001876,친구,남자,50대
g_g001876,친구,여자,30대
g_g001876,친구,남자,40대
g_g001877,자녀,남자,~9세이하
g_g001877,배우자,남자,30대
g_g001879,배우자,남자,30대
g_g001880,기타,남자,60대
g_g001880,기타,여자,60대
g_g001880,연인,남자,30대
g_g001880,기타,남자,30대
g_g001880,부모,남자,60대
g_g001881,연인,여자,20대
g_g001882,연인,남자,20대
g_g001882,형제/자매,남자,10대
g_g001884,친인척,여자,50대
g_g001888,배우자,남자,40대
g_g001888,자녀,남자,~9세이하
g_g001890,배우자,남자,40대
g_g001895,연인,남자,30대
g_g001900,배우자,여자,30대
g_g001913,자녀,남자,~9세이하
g_g001913,배우자,남자,30대
g_g001914,부모,여자,50대
g_g001916,친구,여자,20대
g_g001920,자녀,남자,~9세이하
g_g001920,형제/자매,여자,30대
g_g001920,자녀,남자,~9세이하
g_g001929,친구,여자,30대
g_g001932,연인,남자,20대
g_g001947,친구,여자,20대
g_g001947,친구,여자,20대
g_g001947,친구,여자,20대
g_g001954,연인,남자,30대
g_g001963,배우자,여자,40대
g_g001965,부모,남자,50대
g_g001965,형제/자매,남자,20대
g_g001965,부모,여자,50대
g_g001977,자녀,여자,30대
g_g001977,기타,여자,~9세이하
g_g001977,자녀,남자,30대
g_g001977,기타,남자,~9세이하
g_g001981,연인,여자,20대
g_g001984,연인,남자,20대
g_g001993,배우자,남자,30대
g_g002014,자녀,여자,~9세이하
g_g002014,배우자,여자,30대
g_g002017,배우자,남자,30대
g_g002019,친구,여자,20대
g_g002028,자녀,남자,~9세이하
g_g002028,자녀,남자,~9세이하
g_g002028,배우자,여자,40대
g_g002032,자녀,남자,~9세이하
g_g002032,친구,여자,30대
g_g002032,기타,여자,~9세이하
g_g002032,배우자,남자,40대
g_g002032,친구,남자,40대
g_g002032,기타,남자,~9세이하
g_g002035,자녀,여자,20대
g_g002037,연인,남자,30대
g_g002041,배우자,남자,60대
g_g002046,배우자,남자,40대
g_g002056,친구,여자,50대
g_g002056,친구,여자,40대
g_g002056,친구,여자,50대
g_g002059,자녀,여자,20대
g_g002059,배우자,여자,50대
g_g002073,배우자,남자,30대
g_g002075,친구,여자,30대
g_g002075,친구,여자,30대
g_g002078,연인,남자,20대
g_g002078,친구,여자,20대
g_g002078,친구,여자,30대
g_g002088,부모,여자,50대
g_g002088,부모,남자,50대
g_g002089,연인,남자,20대
g_g002094,연인,여자,20대
g_g002098,배우자,여자,60대
g_g002098,친인척,남자,60대
g_g002104,연인,남자,30대
g_g002109,배우자,남자,70세이상
g_g002109,자녀,여자,30대
g_g002110,부모,남자,70세이상
g_g002110,형제/자매,여자,30대
g_g002110,부모,여자,60대
g_g002120,부모,여자,70세이상
g_g002122,기타,여자,~9세이하
g_g002127,연인,남자,30대
g_g002130,자녀,남자,10대
g_g002130,형제/자매,여자,30대
g_g002130,친인척,남자,~9세이하
g_g002130,자녀,여자,10대
g_g002130,자녀,남자,~9세이하
g_g002130,친인척,여자,~9세이하
g_g002130,부모,여자,60대
g_g002134,연인,남자,30대
g_g002144,연인,남자,20대
g_g002151,친구,여자,20대
g_g002152,부모,여자,50대
g_g002152,부모,남자,50대
g_g002154,배우자,여자,30대
g_g002156,연인,남자,20대
g_g002159,연인,남자,40대
g_g002164,연인,여자,20대
g_g002176,배우자,남자,30대
g_g002176,자녀,남자,~9세이하
g_g002178,연인,남자,20대
g_g002189,친구,여자,20대
g_g002190,친인척,여자,20대
g_g002195,배우자,남자,30대
g_g002202,연인,남자,30대
g_g002207,친인척,여자,20대
g_g002207,친인척,여자,30대
g_g002207,형제/자매,여자,50대
g_g002212,연인,여자,30대
g_g002214,친구,남자,30대
g_g002214,친구,남자,30대
g_g002214,친구,남자,30대
g_g002214,친구,남자,30대
g_g002219,배우자,여자,30대
g_g002219,자녀,남자,~9세이하
g_g002220,친구,남자,50대
g_g002222,자녀,남자,10대
g_g002222,배우자,남자,40대
g_g002223,친구,남자,30대
g_g002230,친구,여자,20대
g_g002230,친구,여자,30대
g_g002232,연인,여자,20대
g_g002233,배우자,여자,30대
g_g002235,부모,여자,70세이상
g_g002238,부모,여자,50대
g_g002241,자녀,여자,~9세이하
g_g002241,기타,남자,~9세이하
g_g002241,형제/자매,여자,30대
g_g002241,부모,여자,50대
g_g002244,자녀,여자,20대
g_g002245,"친목 단체/모임(동호회, 종교단체 등)",여자,40대
g_g002245,"친목 단체/모임(동호회, 종교단체 등)",여자,30대
g_g002245,"친목 단체/모임(동호회, 종교단체 등)",여자,~9세이하
g_g002245,배우자,남자,40대
g_g002245,자녀,여자,10대
g_g002245,"친목 단체/모임(동호회, 종교단체 등)",남자,40대
g_g002245,"친목 단체/모임(동호회, 종교단체 등)",남자,40대
g_g002245,"친목 단체/모임(동호회, 종교단체 등)",남자,~9세이하
g_g002245,자녀,남자,10대
g_g002247,형제/자매,남자,20대
g_g002247,부모,여자,50대
g_g002255,배우자,여자,30대
g_g002256,부모,여자,60대
g_g002256,부모,남자,70세이상
g_g002256,형제/자매,여자,20대
g_g002258,형제/자매,남자,40대
g_g002258,친인척,여자,~9세이하
g_g002258,형제/자매,여자,40대
g_g002258,자녀,여자,~9세이하
g_g002258,형제/자매,여자,40대
g_g002258,형제/자매,남자,40대
g_g002258,친인척,여자,~9세이하
g_g002258,배우자,여자,40대
g_g002262,배우자,남자,40대
g_g002262,자녀,여자,~9세이하
g_g002264,연인,남자,30대
g_g002271,연인,남자,20대
g_g002273,배우자,남자,40대
g_g002273,자녀,여자,10대
g_g002273,자녀,남자,~9세이하
g_g002275,배우자,여자,30대
g_g002412,부모,여자,50대
g_g002412,형제/자매,여자,20대
g_g002416,배우자,여자,30대
g_g002416,자녀,남자,~9세이하
g_g002416,자녀,여자,10대
g_g002421,연인,여자,30대
g_g002429,친구,여자,50대
g_g002438,친구,여자,40대
g_g002438,친구,여자,40대
g_g002438,친구,여자,40대
g_g002438,친구,여자,40대
g_g002440,연인,여자,20대
g_g002441,배우자,여자,40대
g_g002441,자녀,여자,~9세이하
g_g002441,자녀,여자,10대
g_g002445,친구,여자,20대
g_g002445,친구,여자,20대
g_g002446,연인,여자,20대
g_g002460,연인,남자,50대
g_g002465,자녀,여자,20대
g_g002466,자녀,남자,~9세이하
g_g002466,배우자,남자,30대
g_g002472,배우자,남자,70세이상
g_g002472,자녀,여자,30대
g_g002472,자녀,여자,30대
g_g002473,연인,여자,30대
g_g002475,배우자,남자,50대
g_g002475,자녀,남자,20대
g_g002475,자녀,남자,20대
g_g002478,연인,남자,20대
g_g002492,배우자,여자,30대
g_g002492,자녀,남자,~9세이하
g_g002496,배우자,남자,60대
g_g002496,기타,남자,40대
g_g002496,기타,남자,~9세이하
g_g002496,자녀,여자,30대
g_g002496,기타,여자,~9세이하
g_g002500,자녀,남자,10대
g_g002512,배우자,남자,30대
g_g002513,형제/자매,여자,30대
g_g002513,부모,여자,50대
g_g002516,배우자,여자,30대
g_g002519,자녀,남자,10대
g_g002519,친인척,여자,~9세이하
g_g002519,형제/자매,여자,30대
g_g002521,자녀,남자,~9세이하
g_g002521,배우자,남자,40대
g_g002533,배우자,남자,40대
g_g002533,자녀,여자,~9세이하
g_g002538,연인,여자,20대
g_g002542,연인,여자,30대
g_g002543,배우자,여자,30대
g_g002545,친구,여자,20대
g_g002545,친구,여자,20대
g_g002545,친구,여자,20대
g_g002546,자녀,남자,~9세이하
g_g002546,형제/자매,여자,20대
g_g002546,배우자,여자,30대
g_g002546,부모,여자,50대
g_g002552,친구,여자,20대
g_g002552,친구,여자,20대
g_g002552,친구,여자,20대
g_g002560,친구,여자,20대
g_g002565,배우자,여자,30대
g_g002565,자녀,여자,~9세이하
g_g002570,연인,남자,30대
g_g002585,자녀,여자,~9세이하
g_g002585,배우자,남자,40대
g_g002588,자녀,여자,~9세이하
g_g002588,배우자,여자,30대
g_g002593,자녀,여자,~9세이하
g_g002593,자녀,여자,~9세이하
g_g002593,배우자,여자,30대
g_g002603,배우자,남자,30대
g_g002606,배우자,여자,50대
g_g002607,자녀,여자,~9세이하
g_g002607,배우자,여자,30대
g_g002607,자녀,남자,~9세이하
g_g002612,연인,여자,20대
g_g002616,배우자,여자,60대
g_g002622,친구,여자,20대
g_g002622,친구,여자,20대
g_g002622,친구,여자,20대
g_g002624,자녀,여자,~9세이하
g_g002624,배우자,여자,40대
g_g002626,친인척,여자,70세이상
g_g002627,자녀,남자,~9세이하
g_g002627,배우자,남자,40대
g_g002627,자녀,남자,~9세이하
g_g002631,부모,여자,50대
g_g002633,배우자,남자,30대
g_g002634,연인,남자,20대
g_g002636,배우자,남자,40대
g_g002638,친구,여자,20대
g_g002647,자녀,여자,~9세이하
g_g002647,배우자,남자,30대
g_g002648,자녀,남자,~9세이하
g_g002648,배우자,남자,40대
g_g002648,부모,여자,60대
g_g002658,친구,여자,30대
g_g002658,친구,여자,30대
g_g002658,친구,여자,30대
g_g002668,연인,남자,30대
g_g002671,연인,남자,20대
g_g002679,배우자,남자,30대
g_g002679,자녀,남자,~9세이하
g_g002680,연인,남자,30대
g_g002683,자녀,남자,10대
g_g002683,배우자,여자,40대
g_g002683,자녀,여자,~9세이하
g_g002688,배우자,남자,30대
g_g002688,부모,남자,60대
g_g002688,자녀,남자,~9세이하
g_g002688,부모,여자,50대
g_g002690,연인,남자,20대
g_g002691,자녀,남자,20대
g_g002691,배우자,남자,60대
g_g002693,친구,여자,30대
g_g002702,자녀,여자,10대
g_g002702,자녀,남자,10대
g_g002703,배우자,남자,50대
g_g002704,친인척,남자,~9세이하
g_g002704,형제/자매,여자,40대
g_g002704,친인척,남자,~9세이하
g_g002705,친구,여자,20대
g_g002705,친구,여자,20대
g_g002711,부모,남자,60대
g_g002711,배우자,남자,30대
g_g002711,부모,여자,60대
g_g002718,친구,남자,30대
g_g002718,친구,남자,30대
g_g002718,친구,남자,30대
g_g002718,친구,남자,30대
g_g002719,연인,여자,20대
g_g002731,친구,남자,30대
g_g002732,연인,남자,20대
g_g002735,친구,남자,30대
g_g002738,배우자,여자,50대
g_g002745,배우자,여자,40대
g_g002752,연인,남자,20대
g_g002753,연인,남자,20대
g_g002759,배우자,남자,40대
g_g002759,자녀,남자,10대
g_g002759,자녀,여자,10대
g_g002760,자녀,남자,10대
g_g002760,배우자,남자,40대
g_g002760,자녀,남자,10대
g_g002762,배우자,남자,40대
g_g002762,자녀,여자,~9세이하
g_g002762,자녀,남자,~9세이하
g_g002764,자녀,여자,20대
g_g002764,배우자,남자,50대
g_g002764,자녀,여자,10대
g_g002766,부모,남자,60대
g_g002766,친인척,남자,40대
g_g002766,친인척,남자,~9세이하
g_g002766,배우자,남자,40대
g_g002766,부모,여자,60대
g_g002766,형제/자매,여자,40대
g_g002766,친인척,여자,~9세이하
g_g002767,자녀,남자,~9세이하
g_g002770,연인,남자,30대
g_g002776,배우자,남자,30대
g_g002776,자녀,남자,~9세이하
g_g002784,연인,여자,30대
g_g002793,연인,여자,20대
g_g002795,배우자,여자,50대
g_g002798,친구,남자,20대
g_g002798,친구,여자,30대
g_g002798,친구,남자,20대
g_g002802,배우자,남자,40대
g_g002804,동료,여자,30대
g_g002809,연인,여자,20대
g_g002811,연인,남자,20대
g_g002819,형제/자매,여자,30대
g_g002820,배우자,남자,40대
g_g002820,자녀,여자,~9세이하
g_g002820,자녀,여자,10대
g_g002825,친구,남자,20대
g_g002825,친구,남자,20대
g_g002827,연인,남자,20대
g_g002828,친구,남자,50대
g_g002829,부모,여자,70세이상
g_g002829,배우자,여자,40대
g_g002829,부모,남자,70세이상
g_g002829,자녀,여자,~9세이하
g_g002832,연인,남자,30대
g_g002833,배우자,남자,40대
g_g002833,자녀,여자,~9세이하
g_g002833,자녀,남자,~9세이하
g_g002833,자녀,여자,~9세이하
g_g002837,친구,여자,30대
g_g002838,친구,남자,20대
g_g002838,친구,남자,20대
g_g002838,친구,여자,20대
g_g002838,친구,남자,20대
g_g002838,친구,남자,20대
g_g002838,친구,여자,20대
g_g002838,친구,여자,20대
g_g002841,연인,남자,20대
g_g002842,자녀,남자,~9세이하
g_g002842,자녀,남자,~9세이하
g_g002842,배우자,남자,40대
g_g002851,친구,남자,20대
g_g002854,친구,여자,30대
g_g002854,친구,여자,30대
g_g002854,친구,여자,30대
g_g002867,친구,여자,20대
g_g002872,부모,남자,50대
g_g002872,연인,남자,30대
g_g002872,부모,여자,50대
g_g002872,형제/자매,남자,20대
g_g002872,기타,여자,20대
g_g002874,부모,여자,60대
g_g002874,친인척,여자,10대
g_g002874,자녀,여자,~9세이하
g_g002874,형제/자매,여자,40대
g_g002875,연인,남자,20대
g_g002880,연인,여자,20대
g_g002886,형제/자매,여자,20대
g_g002887,배우자,여자,30대
g_g002890,자녀,여자,20대
g_g002890,자녀,남자,20대
g_g002891,친인척,여자,50대
g_g002891,부모,여자,50대
g_g002891,형제/자매,남자,20대
g_g002891,친인척,남자,40대
g_g002891,친인척,남자,40대
g_g002891,친인척,남자,50대
g_g002891,부모,남자,50대
g_g002891,조부모,여자,70세이상
g_g002891,형제/자매,여자,20대
g_g002891,친인척,여자,40대
g_g002891,친인척,여자,40대
g_g002896,연인,여자,20대
g_g002897,친구,여자,20대
g_g002900,연인,여자,30대
g_g002903,배우자,남자,30대
g_g002903,자녀,여자,~9세이하
g_g002903,자녀,여자,10대
g_g002906,연인,남자,30대
g_g002907,연인,여자,30대
g_g002908,친인척,남자,70세이상
g_g002908,친인척,여자,60대
g_g002908,배우자,남자,70세이상
g_g002908,친인척,여자,70세이상
g_g002912,연인,여자,20대
g_g002916,자녀,여자,10대
g_g002916,자녀,남자,~9세이하
g_g002916,배우자,여자,40대
g_g002916,자녀,여자,10대
g_g002918,부모,여자,70세이상
g_g002918,부모,남자,70세이상
g_g002933,연인,남자,20대
g_g002943,배우자,남자,50대
g_g002944,부모,남자,50대
g_g002944,형제/자매,남자,20대
g_g002944,부모,여자,50대
g_g002944,형제/자매,여자,20대
g_g002949,자녀,여자,~9세이하
g_g002949,자녀,여자,~9세이하
g_g002949,배우자,여자,40대
g_g002952,연인,남자,20대
g_g002953,배우자,여자,40대
g_g002953,자녀,남자,10대
g_g002953,자녀,여자,10대
g_g002963,연인,남자,20대
g_g002967,배우자,여자,50대
g_g002974,친인척,여자,~9세이하
g_g002974,부모,여자,60대
g_g002974,자녀,여자,10대
g_g002974,부모,남자,60대
g_g002975,부모,여자,60대
g_g002986,자녀,남자,~9세이하
g_g002986,친구,남자,30대
g_g002986,배우자,남자,30대
g_g002986,친구,여자,30대
g_g002988,연인,남자,20대
g_g002989,친구,여자,20대
g_g002991,연인,남자,30대
g_g002993,연인,남자,20대
g_g002993,"친목 단체/모임(동호회, 종교단체 등)",여자,20대
g_g002993,"친목 단체/모임(동호회, 종교단체 등)",남자,20대
g_g002993,"친목 단체/모임(동호회, 종교단체 등)",남자,20대
g_g002993,"친목 단체/모임(동호회, 종교단체 등)",여자,20대
g_g002993,"친목 단체/모임(동호회, 종교단체 등)",남자,20대
g_g002993,"친목 단체/모임(동호회, 종교단체 등)",남자,20대
g_g002993,"친목 단체/모임(동호회, 종교단체 등)",남자,20대
g_g003004,동료,여자,30대
g_g003019,자녀,여자,10대
g_g003019,친구,여자,50대
g_g003019,친구,남자,50대
g_g003019,친구,남자,50대
g_g003019,자녀,남자,10대
g_g003019,친구,남자,50대
g_g003019,친구,여자,50대
g_g003019,친구,남자,50대
g_g003019,배우자,여자,40대
g_g003026,부모,남자,70세이상
g_g003028,연인,남자,30대
g_g003029,친구,여자,60대
g_g003029,친구,여자,60대
g_g003029,친구,여자,60대
g_g003029,친구,여자,60대
g_g003029,친구,여자,60대
g_g003029,친구,여자,60대
g_g003034,배우자,여자,30대
g_g003039,배우자,여자,30대
g_g003039,자녀,여자,10대
g_g003039,자녀,여자,10대
g_g003039,자녀,여자,~9세이하
g_g003042,부모,여자,50대
