TRAVEL_ID,KTX/SRT(고속열차),관광버스,기타,렌터카(승용/승합/버스 등등),배/선박,버스 + 지하철,새마을/무궁화열차,시내/마을버스,시외/고속버스,자가용(승용/승합/트럭 등등),자전거,지하철,캠핑카(자차 및 렌탈),택시,항공기,MAJOR_TRANSPORT,TOTAL_MVMN_WON
g_g001798,0,0,0,0,0,0,0,0,0,59000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],59000
g_g001803,0,0,0,0,0,0,0,0,0,9700,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],9700
g_g001806,0,0,0,0,0,0,0,0,0,117500,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],117500
g_g001810,0,0,0,0,0,0,0,0,0,39200,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],39200
g_g001812,0,0,0,0,0,0,0,0,0,23200,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],23200
g_g001818,0,0,125600,0,0,0,0,0,128000,0,0,0,0,56080,0,"['기타', '시외/고속버스', '택시']",309680
g_g001819,124400,0,0,0,0,11600,0,0,0,0,0,0,0,8200,0,"['KTX/SRT(고속열차)', '버스 + 지하철', '택시']",144200
g_g001826,0,0,0,0,0,0,0,0,0,44456,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],44456
g_g001829,0,0,0,0,0,24650,0,0,0,0,0,0,0,0,0,['버스 + 지하철'],24650
g_g001830,0,0,0,0,0,0,15100,0,0,0,0,0,0,0,0,['새마을/무궁화열차'],15100
g_g001832,0,0,0,0,0,0,0,0,0,55200,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],55200
g_g001833,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],40000
g_g001834,0,0,0,0,0,0,0,0,0,14000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],14000
g_g001835,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],20000
g_g001836,0,0,0,0,0,0,0,0,0,69700,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],69700
g_g001837,0,0,0,85120,0,0,0,0,0,0,0,0,0,0,0,['렌터카(승용/승합/버스 등등)'],85120
g_g001846,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],30000
g_g001850,0,0,0,0,0,0,0,0,0,31500,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],31500
g_g001856,0,0,0,0,0,0,0,0,0,121000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],121000
g_g001857,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],2700
g_g001859,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],10000
g_g001866,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,['시내/마을버스'],2500
g_g001868,0,0,0,0,0,0,0,0,0,63200,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],63200
g_g001875,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],30000
g_g001876,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],30000
g_g001880,0,0,0,8900,0,0,0,0,0,0,0,0,0,0,0,['렌터카(승용/승합/버스 등등)'],8900
g_g001881,0,0,0,0,0,0,0,0,37600,0,0,0,0,17100,0,"['시외/고속버스', '택시']",54700
g_g001884,0,0,0,0,0,0,0,0,0,70000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],70000
g_g001888,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],30000
g_g001890,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],50000
g_g001891,0,0,0,0,0,0,0,0,12600,0,0,0,0,11400,0,['택시'],24000
g_g001895,0,0,0,0,0,0,0,0,0,60400,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],60400
g_g001900,0,0,0,0,0,0,0,0,0,56500,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],56500
g_g001913,0,0,0,0,0,0,0,0,0,107600,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],107600
g_g001928,0,0,0,0,0,0,0,0,13400,0,0,0,0,0,0,['시외/고속버스'],13400
g_g001929,0,30000,0,0,0,12000,0,0,0,0,0,0,0,0,0,"['관광버스', '버스 + 지하철']",42000
g_g001932,0,0,0,0,0,0,0,0,0,49300,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],49300
g_g001947,0,0,0,0,0,0,0,0,18900,0,0,0,0,0,0,['시외/고속버스'],18900
g_g001954,0,0,0,0,0,0,0,0,0,23081,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],23081
g_g001964,0,0,0,0,0,0,52400,0,0,0,0,3900,0,5500,0,"['새마을/무궁화열차', '지하철', '택시']",61800
g_g001965,0,0,0,0,0,0,0,0,0,75000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],75000
g_g001977,0,0,0,0,0,0,0,0,0,35000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],35000
g_g001981,0,0,0,0,0,0,0,0,0,47400,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],47400
g_g001984,0,0,0,0,0,0,0,2800,0,60000,0,0,0,5200,0,['자가용(승용/승합/트럭 등등)'],68000
g_g001993,0,0,0,0,0,0,0,0,0,66000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],66000
g_g002014,0,0,0,0,0,0,0,0,0,58000,5200,0,0,0,0,"['자가용(승용/승합/트럭 등등)', '자전거']",63200
g_g002019,0,0,0,0,0,120000,0,0,0,0,0,0,0,12640,0,['택시'],132640
g_g002028,0,0,0,0,0,0,0,0,0,27600,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],27600
g_g002032,0,0,0,0,0,0,0,0,0,63100,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],63100
g_g002035,94400,0,0,0,0,81700,0,0,0,0,0,0,0,4100,0,"['KTX/SRT(고속열차)', '버스 + 지하철', '택시']",180200
g_g002037,0,0,0,0,0,0,0,0,0,90500,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],90500
g_g002041,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],60000
g_g002046,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],50000
g_g002048,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],30000
g_g002056,0,0,0,0,0,0,0,0,0,67900,0,5400,0,0,0,['자가용(승용/승합/트럭 등등)'],73300
g_g002059,0,0,0,0,0,0,0,0,0,77300,0,1250,0,7800,0,['자가용(승용/승합/트럭 등등)'],86350
g_g002073,0,0,0,0,0,0,0,0,0,24600,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],24600
g_g002075,0,0,0,0,0,0,0,0,12000,4600,0,0,0,0,0,"['시외/고속버스', '자가용(승용/승합/트럭 등등)']",16600
g_g002078,8500,0,0,0,0,0,9400,10000,0,0,0,0,0,3900,0,"['KTX/SRT(고속열차)', '새마을/무궁화열차', '시내/마을버스', '택시']",31800
g_g002088,0,0,0,0,0,0,0,0,0,67400,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],67400
g_g002089,0,0,0,0,0,51800,0,0,0,12500,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],64300
g_g002094,64000,0,0,64282,0,0,0,0,0,0,0,0,0,0,0,['렌터카(승용/승합/버스 등등)'],128282
g_g002098,0,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],48000
g_g002104,0,0,0,0,0,0,0,0,0,22300,1000,0,0,0,0,['자가용(승용/승합/트럭 등등)'],23300
g_g002109,0,0,0,0,0,0,0,0,0,35000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],35000
g_g002110,0,0,0,0,0,0,101000,0,0,57800,0,0,0,85000,0,['자가용(승용/승합/트럭 등등)'],243800
g_g002122,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],20000
g_g002127,0,0,0,0,0,0,0,0,0,46200,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],46200
g_g002130,0,0,0,0,0,0,0,0,0,53500,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],53500
g_g002134,0,0,0,0,0,0,0,0,0,52200,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],52200
g_g002144,108600,0,0,0,0,0,0,0,5600,0,0,0,0,19200,0,['KTX/SRT(고속열차)'],133400
g_g002148,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],30000
g_g002151,0,0,0,35280,0,44100,0,0,0,0,0,0,0,58000,0,"['렌터카(승용/승합/버스 등등)', '버스 + 지하철', '택시']",137380
g_g002152,0,0,0,0,0,0,0,0,0,43929,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],43929
g_g002154,0,0,0,0,0,0,0,0,0,52000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],52000
g_g002159,0,0,0,0,0,0,0,0,0,64800,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],64800
g_g002164,0,0,0,0,0,0,0,0,23500,0,900,0,0,11700,0,"['자전거', '택시']",36100
g_g002169,0,0,0,0,0,0,0,0,0,109679,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],109679
g_g002176,0,0,0,0,0,0,0,0,0,53400,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],53400
g_g002177,0,0,0,0,0,0,0,0,0,84100,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],84100
g_g002178,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],10000
g_g002189,0,0,0,0,0,0,0,0,0,96264,0,2700,0,0,0,['자가용(승용/승합/트럭 등등)'],98964
g_g002190,47400,0,0,0,0,15400,0,0,0,0,0,0,0,25700,0,"['KTX/SRT(고속열차)', '버스 + 지하철', '택시']",88500
g_g002195,0,0,0,0,0,0,0,0,0,27550,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],27550
g_g002202,70400,0,0,0,0,12500,0,0,0,0,0,0,0,14800,0,"['KTX/SRT(고속열차)', '버스 + 지하철', '택시']",97700
g_g002207,0,0,0,0,0,0,0,0,0,69300,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],69300
g_g002212,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],1200
g_g002214,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],30000
g_g002219,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],100000
g_g002220,0,0,0,0,0,10000,0,0,0,50000,0,0,0,0,0,"['버스 + 지하철', '자가용(승용/승합/트럭 등등)']",60000
g_g002222,0,0,0,0,0,0,0,0,0,52000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],52000
g_g002223,0,0,0,0,0,0,0,0,0,101000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],101000
g_g002224,0,0,0,0,0,0,0,2600,0,30000,0,0,0,0,0,['KTX/SRT(고속열차)'],32600
g_g002230,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],50000
g_g002232,0,0,0,0,0,10000,0,0,0,0,0,0,0,9700,0,['택시'],19700
g_g002233,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],20000
g_g002235,0,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,['시외/고속버스'],5400
g_g002238,15400,0,0,0,0,8950,8100,0,0,0,0,0,0,0,0,"['KTX/SRT(고속열차)', '버스 + 지하철', '새마을/무궁화열차']",32450
g_g002241,0,0,0,0,0,0,0,0,0,10400,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],10400
g_g002242,0,0,0,0,0,0,0,0,0,36400,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],36400
g_g002244,0,0,0,110000,0,0,0,0,0,0,0,0,0,0,0,['렌터카(승용/승합/버스 등등)'],110000
g_g002245,0,0,0,0,0,0,0,0,0,50800,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],50800
g_g002247,0,0,0,0,0,0,14000,5500,0,53600,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],73100
g_g002255,0,0,0,0,0,0,0,0,0,56000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],56000
g_g002256,0,0,0,0,0,0,0,0,0,39500,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],39500
g_g002258,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],20000
g_g002264,0,0,0,0,0,0,0,0,0,113400,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],113400
g_g002271,137600,0,0,123088,0,0,0,7600,0,0,0,0,0,0,0,['렌터카(승용/승합/버스 등등)'],268288
g_g002273,0,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],80000
g_g002275,0,0,0,0,0,0,0,0,0,14000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],14000
g_g002412,0,0,0,0,0,0,0,0,0,47320,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],47320
g_g002416,0,0,0,0,0,0,0,0,0,58000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],58000
g_g002417,0,0,0,0,0,0,0,0,32700,0,0,0,0,17900,0,"['시외/고속버스', '택시']",50600
g_g002421,0,0,0,0,0,0,0,0,0,68000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],68000
g_g002429,0,0,0,0,0,0,0,0,0,55000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],55000
g_g002431,0,0,0,0,0,0,0,0,0,28600,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],28600
g_g002436,0,0,0,0,0,0,20200,0,0,0,0,2500,0,0,0,"['새마을/무궁화열차', '지하철']",22700
g_g002438,0,0,0,0,0,0,0,0,0,88000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],88000
g_g002440,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],40000
g_g002441,0,0,0,0,0,0,0,0,0,53600,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],53600
g_g002445,0,0,0,0,0,0,0,0,42900,0,0,0,0,12800,0,['택시'],55700
g_g002446,0,0,0,34440,0,0,53341,0,0,0,0,0,0,30300,0,['택시'],118081
g_g002460,0,0,0,0,0,0,0,0,0,105900,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],105900
g_g002465,82600,0,0,48610,0,0,0,0,0,0,0,5400,0,0,0,['렌터카(승용/승합/버스 등등)'],136610
g_g002466,0,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],48000
g_g002472,0,0,0,0,0,0,11600,0,32400,0,0,0,0,56000,0,"['새마을/무궁화열차', '시외/고속버스', '택시']",100000
g_g002473,0,0,0,0,0,0,0,0,0,79700,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],79700
g_g002475,0,0,0,0,0,0,0,0,0,17750,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],17750
g_g002478,0,0,0,0,0,0,0,0,37300,0,0,0,0,3900,0,"['시외/고속버스', '택시']",41200
g_g002483,0,0,0,0,0,0,0,0,0,33800,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],33800
g_g002492,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],7000
g_g002496,0,0,0,0,0,0,0,0,0,94100,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],94100
g_g002497,0,0,0,0,0,0,0,0,0,21000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],21000
g_g002500,0,0,0,0,0,0,0,0,0,45500,0,0,0,3300,0,['자가용(승용/승합/트럭 등등)'],48800
g_g002513,98500,0,0,0,0,0,0,7500,0,0,0,0,0,6300,0,['KTX/SRT(고속열차)'],112300
g_g002516,0,0,0,0,0,0,0,0,0,91900,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],91900
g_g002519,22800,0,0,0,0,0,0,0,16500,0,0,0,0,0,0,"['KTX/SRT(고속열차)', '시외/고속버스']",39300
g_g002521,0,0,0,0,0,0,0,0,0,66600,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],66600
g_g002538,0,0,0,0,0,60000,0,0,53300,0,0,0,0,0,0,['시외/고속버스'],113300
g_g002542,0,0,0,0,0,0,0,0,0,59100,0,0,0,12000,0,['자가용(승용/승합/트럭 등등)'],71100
g_g002545,27600,0,0,104000,0,0,0,0,0,0,0,0,0,35600,0,"['KTX/SRT(고속열차)', '렌터카(승용/승합/버스 등등)', '택시']",167200
g_g002546,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],50000
g_g002552,32900,0,0,0,0,14800,0,0,0,0,0,0,0,21800,0,['택시'],69500
g_g002554,0,0,0,0,0,0,0,0,0,73800,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],73800
g_g002560,0,0,0,0,0,0,0,0,0,53400,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],53400
g_g002564,0,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,['시외/고속버스'],35000
g_g002565,0,0,0,0,0,0,0,0,0,74300,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],74300
g_g002570,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],40000
g_g002583,0,0,0,0,0,0,0,0,65300,0,0,0,0,26940,0,['택시'],92240
g_g002585,0,0,0,0,0,0,0,0,0,5800,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],5800
g_g002588,0,0,0,0,0,0,0,0,0,63312,0,0,0,18500,0,['택시'],81812
g_g002593,0,0,0,0,0,0,0,0,0,61080,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],61080
g_g002601,50600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['KTX/SRT(고속열차)'],50600
g_g002603,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],50000
g_g002606,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],4200
g_g002607,0,0,0,0,0,0,0,0,0,15700,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],15700
g_g002616,0,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],48000
g_g002620,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],20000
g_g002622,0,0,0,0,0,0,37600,0,0,0,0,0,0,22900,0,"['새마을/무궁화열차', '택시']",60500
g_g002624,0,0,0,0,0,0,0,0,0,64100,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],64100
g_g002626,45900,0,0,0,0,0,0,0,0,0,0,2500,0,10900,0,"['KTX/SRT(고속열차)', '택시']",59300
g_g002627,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],30000
g_g002632,18500,0,0,0,0,0,0,0,0,0,0,3498,0,0,0,"['KTX/SRT(고속열차)', '지하철']",21998
g_g002633,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],15000
g_g002636,0,0,0,0,0,0,0,0,0,47600,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],47600
g_g002637,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],10000
g_g002638,62000,0,0,0,0,0,0,0,3200,0,0,0,0,21900,0,"['KTX/SRT(고속열차)', '시외/고속버스', '택시']",87100
g_g002647,0,0,0,0,0,0,0,0,0,75000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],75000
g_g002648,0,0,0,0,0,0,0,0,0,65000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],65000
g_g002657,189200,0,0,0,0,11200,0,0,0,0,0,0,0,3900,0,"['KTX/SRT(고속열차)', '버스 + 지하철', '택시']",204300
g_g002658,123200,0,0,10320,0,0,0,2800,0,0,0,0,0,45600,0,"['KTX/SRT(고속열차)', '렌터카(승용/승합/버스 등등)', '시내/마을버스', '택시']",181920
g_g002668,0,0,0,0,0,0,22200,0,0,74200,0,0,0,3300,0,['자가용(승용/승합/트럭 등등)'],99700
g_g002671,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,['택시'],8000
g_g002679,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],20000
g_g002680,65600,0,0,0,0,0,0,0,5000,0,0,0,0,15000,0,"['KTX/SRT(고속열차)', '시외/고속버스', '택시']",85600
g_g002683,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],30000
g_g002688,0,0,0,0,24000,0,0,0,0,18500,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],42500
g_g002691,0,0,0,0,0,0,0,0,0,79929,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],79929
g_g002693,0,0,0,0,0,66300,0,0,0,0,0,0,0,0,0,['버스 + 지하철'],66300
g_g002698,0,0,0,0,0,0,0,2500,0,51500,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],54000
g_g002701,50400,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,"['KTX/SRT(고속열차)', '버스 + 지하철']",57900
g_g002702,0,0,0,0,0,0,0,0,0,44500,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],44500
g_g002703,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],50000
g_g002704,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],60000
g_g002705,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],60000
g_g002711,0,0,0,0,0,0,0,0,0,61000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],61000
g_g002718,0,0,0,0,0,0,0,0,0,56400,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],56400
g_g002719,0,0,0,133515,0,0,0,0,0,0,0,0,0,4000,0,['렌터카(승용/승합/버스 등등)'],137515
g_g002727,0,0,0,0,0,0,0,0,0,63000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],63000
g_g002729,0,0,0,0,0,0,0,0,0,52400,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],52400
g_g002731,170700,0,0,0,0,0,0,2500,0,7400,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],180600
g_g002732,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],10000
g_g002735,14400,0,0,0,0,0,0,0,0,0,0,2500,0,7000,0,"['KTX/SRT(고속열차)', '지하철', '택시']",23900
g_g002738,0,0,0,0,0,0,0,0,0,79000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],79000
g_g002744,0,0,0,0,0,0,0,0,42000,0,0,0,0,0,0,['시외/고속버스'],42000
g_g002745,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],10000
g_g002750,0,0,0,0,0,18600,0,0,0,0,0,0,0,4560,0,"['버스 + 지하철', '택시']",23160
g_g002752,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],8000
g_g002753,0,0,0,0,0,0,0,0,0,58000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],58000
g_g002759,0,0,0,0,0,0,0,0,0,66000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],66000
g_g002760,0,0,0,0,0,0,0,0,0,70800,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],70800
g_g002762,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],8000
g_g002764,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],1400
g_g002765,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],20000
g_g002766,39500,0,0,0,0,0,0,0,0,27000,0,0,0,0,0,"['KTX/SRT(고속열차)', '자가용(승용/승합/트럭 등등)']",66500
g_g002767,71000,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,"['KTX/SRT(고속열차)', '버스 + 지하철']",82200
g_g002770,0,0,0,0,0,0,0,0,0,62900,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],62900
g_g002776,0,0,0,0,0,0,0,0,0,46000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],46000
g_g002784,0,0,0,0,0,0,0,0,0,48500,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],48500
g_g002793,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],50000
g_g002795,0,0,0,0,0,0,0,0,0,125000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],125000
g_g002798,0,0,0,0,0,0,0,0,0,50910,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],50910
g_g002802,0,0,0,0,0,0,0,0,0,26600,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],26600
g_g002804,116800,0,0,70000,0,0,0,0,0,0,0,0,0,0,0,"['KTX/SRT(고속열차)', '렌터카(승용/승합/버스 등등)']",186800
g_g002806,60000,0,0,0,0,0,0,0,0,0,0,4750,0,0,0,"['KTX/SRT(고속열차)', '지하철']",64750
g_g002809,0,0,0,0,0,110200,0,0,0,0,0,0,0,10200,0,['택시'],120400
g_g002811,0,0,0,0,0,0,0,0,0,51800,0,6000,0,0,0,['자가용(승용/승합/트럭 등등)'],57800
g_g002819,0,0,0,0,0,0,0,0,34100,0,0,0,0,52900,0,"['시외/고속버스', '택시']",87000
g_g002820,0,0,0,0,0,0,0,0,0,27800,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],27800
g_g002825,0,0,0,0,0,0,0,0,0,65200,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],65200
g_g002827,0,0,0,0,0,0,0,0,5000,0,0,0,0,6700,0,['택시'],11700
g_g002828,0,0,0,0,0,0,0,0,0,68986,10000,0,0,0,0,['자가용(승용/승합/트럭 등등)'],78986
g_g002829,0,0,0,0,0,0,0,0,0,57000,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],57000
g_g002832,0,0,0,0,0,0,0,0,19500,31000,0,0,0,7400,0,['자가용(승용/승합/트럭 등등)'],57900
g_g002833,0,0,0,0,0,0,0,0,0,39931,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],39931
g_g002837,0,0,0,0,0,0,0,0,0,45850,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],45850
g_g002838,0,0,0,0,0,0,0,0,0,0,0,0,0,14500,0,['택시'],14500
g_g002841,0,0,0,0,0,0,18000,0,0,67800,0,3300,0,0,0,"['새마을/무궁화열차', '자가용(승용/승합/트럭 등등)']",89100
g_g002842,0,0,0,0,0,0,0,0,0,20200,0,0,0,0,0,['자가용(승용/승합/트럭 등등)'],20200
