TRAVEL_ID,TOTAL_ACTIVITY_WON
g_g004766,240380.0
g_g004772,169000.0
g_g004776,137000.0
g_g004781,267300.0
g_g004810,148100.0
g_g004815,213500.0
g_g004816,64000.0
g_g004826,96700.0
g_g004828,245060.0
g_g004831,79300.0
g_g004839,96000.0
g_g004849,181700.0
g_g004852,166020.0
g_g004853,243760.0
g_g004865,196900.0
g_g004869,155300.0
g_g004877,152500.0
g_g004879,140710.0
g_g004886,118000.0
g_g004893,435260.0
g_g004904,562200.0
g_g004905,269100.0
g_g004906,205800.0
g_g004909,9362200.0
g_g004915,332400.0
g_g004916,566540.0
g_g004920,46000.0
g_g004925,481330.0
g_g004926,921310.0
g_g004955,627900.0
g_g004961,375100.0
g_g004971,312860.0
g_g004975,248600.0
g_g004976,146600.0
g_g004977,123180.0
g_g004993,42000.0
g_g004994,121500.0
g_g005012,55000.0
g_g005034,96000.0
g_g005053,300880.0
g_g005056,209400.0
g_g005060,46500.0
g_g005076,389400.0
g_g005080,507900.0
g_g005081,114490.0
g_g005083,6300.0
g_g005094,751600.0
g_g005105,187500.0
g_g005114,205500.0
g_g005119,566360.0
g_g005127,259200.0
g_g005153,381090.0
g_g005160,133150.0
g_g005164,174000.0
g_g005165,91150.0
g_g005167,450200.0
g_g005170,269000.0
g_g005171,221900.0
g_g005173,256320.0
g_g005175,325620.0
g_g005187,189400.0
g_g005198,166600.0
g_g005200,259850.0
g_g005206,266300.0
g_g005209,268800.0
g_g005218,91300.0
g_g005219,234600.0
g_g005225,386600.0
g_g005243,785000.0
g_g005250,185500.0
g_g005254,277060.0
g_g005259,156800.0
g_g005266,879270.0
g_g005271,491750.0
g_g005273,154800.0
g_g005280,439200.0
g_g005282,127950.0
g_g005297,104750.0
g_g005299,43900.0
g_g005300,155300.0
g_g005302,70300.0
g_g005303,195900.0
g_g005310,421727.0
g_g005319,331100.0
g_g005330,223600.0
g_g005358,124000.0
g_g005372,226000.0
g_g005377,69000.0
g_g005387,63000.0
g_g005391,259000.0
g_g005392,62000.0
g_g005395,107000.0
g_g005398,206000.0
g_g005400,133000.0
g_g005402,119400.0
g_g005415,364600.0
g_g005419,120000.0
g_g005438,326680.0
g_g005447,393100.0
g_g005454,51600.0
g_g005455,63200.0
g_g005465,225400.0
g_g005537,117100.0
g_g005541,55000.0
g_g005542,84700.0
g_g005544,17500.0
g_g005548,18000.0
g_g005549,92300.0
g_g005552,41300.0
g_g005554,89200.0
g_g005555,20550.0
g_g005559,64500.0
g_g005562,154300.0
g_g005564,32000.0
g_g005565,13000.0
g_g005567,71600.0
g_g005568,85100.0
g_g005569,97500.0
g_g005572,185500.0
g_g005573,144400.0
g_g005574,100000.0
g_g005576,105000.0
g_g005578,80900.0
g_g005579,17000.0
g_g005580,56000.0
g_g005581,48000.0
g_g005583,72900.0
g_g005589,267560.0
g_g005590,67700.0
g_g005591,57800.0
g_g005593,48900.0
g_g005594,60700.0
g_g005597,80500.0
g_g005599,142000.0
g_g005601,25700.0
g_g005602,24000.0
g_g005681,183970.0
g_g005683,134700.0
g_g005684,199000.0
g_g005692,265650.0
g_g005694,105600.0
g_g005701,110150.0
g_g005704,172800.0
g_g005707,365200.0
g_g005708,88460.0
g_g005709,620400.0
g_g005711,144600.0
g_g005716,138520.0
g_g005725,173900.0
g_g005742,138300.0
g_g005745,721900.0
g_g005746,73000.0
g_g005750,132800.0
g_g005754,109120.0
g_g005762,68800.0
g_g005783,293260.0
g_g005786,302890.0
g_g005791,135400.0
g_g005793,356600.0
g_g005794,40000.0
g_g005795,14500.0
g_g005798,121300.0
g_g005806,66000.0
g_g005807,180500.0
g_g005808,285800.0
g_g005809,243200.0
g_g005811,377200.0
g_g005812,200600.0
g_g005814,355550.0
g_g005815,83500.0
g_g005817,281000.0
g_g005828,472110.0
g_g005838,203350.0
g_g005840,83900.0
g_g005841,354700.0
g_g005843,96200.0
g_g005844,720120.0
g_g005855,129500.0
g_g005868,201000.0
g_g005889,117400.0
g_g005895,763000.0
g_g005899,612440.0
g_g005905,182200.0
g_g005913,420600.0
g_g005920,59500.0
g_g005921,218900.0
g_g005925,377500.0
g_g005932,348000.0
g_g005952,464400.0
g_g005954,181300.0
g_g005959,610400.0
g_g005960,222500.0
g_g005965,72300.0
g_g005972,138500.0
g_g005974,200600.0
g_g005975,393510.0
g_g005978,218000.0
g_g005982,348100.0
g_g005990,323600.0
g_g005992,156500.0
g_g006003,266900.0
g_g006020,334950.0
g_g006023,233000.0
g_g006027,111500.0
g_g006055,503900.0
g_g006057,478650.0
g_g006061,401039.0
g_g006065,320060.0
g_g006076,150000.0
g_g006084,351550.0
g_g006092,116800.0
g_g006096,52000.0
g_g006100,523234.0
g_g006101,698310.0
g_g006102,118500.0
g_g006114,36000.0
g_g006130,1177210.0
g_g006132,277480.0
g_g006135,290320.0
g_g006137,170600.0
g_g006142,142700.0
g_g006151,499270.0
g_g006152,953000.0
g_g006161,269050.0
g_g006163,93450.0
g_g006168,679300.0
g_g006175,141700.0
g_g006179,300700.0
g_g006180,337600.0
g_g006181,89500.0
g_g006189,42700.0
g_g006190,101100.0
g_g006196,236846.0
g_g006197,497000.0
g_g006201,181380.0
g_g006210,478200.0
g_g006212,264400.0
g_g006213,755400.0
g_g006214,37390.0
g_g006223,99100.0
g_g006227,436400.0
g_g006231,68700.0
g_g006249,82000.0
g_g006256,359080.0
g_g006260,272900.0
g_g006265,155300.0
g_g006280,220515.0
g_g006287,463200.0
g_g006322,150500.0
g_g006323,87000.0
g_g006325,1120250.0
g_g006330,232000.0
g_g006331,181400.0
g_g006359,371030.0
g_g006363,71000.0
g_g006367,250660.0
g_g006372,342550.0
g_g006376,203700.0
g_g006378,187300.0
g_g006393,113760.0
g_g006402,150300.0
g_g006414,597800.0
g_g006442,120800.0
g_g006447,134000.0
g_g006459,98300.0
g_g006460,172600.0
g_g006461,354300.0
g_g006462,483100.0
g_g006465,115300.0
g_g006468,104670.0
g_g006469,482600.0
g_g006470,122900.0
g_g006473,38000.0
g_g006475,166300.0
g_g006477,170200.0
g_g006482,252450.0
g_g006489,112600.0
g_g006492,69400.0
g_g006496,260300.0
g_g006497,100200.0
g_g006510,93500.0
g_g006516,206800.0
g_g006517,442500.0
g_g006523,93500.0
g_g006524,408600.0
g_g006529,111500.0
g_g006548,163800.0
g_g006578,347800.0
g_g006588,176500.0
g_g006601,86500.0
g_g006606,116300.0
g_g006629,168500.0
g_g006651,448700.0
g_g006666,326600.0
g_g006668,363300.0
g_g006677,90600.0
g_g006698,96700.0
g_g006715,264800.0
g_g006718,37600.0
g_g006725,201500.0
g_g006730,219270.0
g_g006739,42600.0
g_g006741,542190.0
g_g006764,36800.0
g_g006768,334190.0
g_g006775,146800.0
g_g006777,186500.0
g_g006785,479800.0
g_g006787,636600.0
g_g006800,362364.0
g_g006803,188100.0
g_g006805,296900.0
g_g006807,237700.0
g_g006812,85600.0
g_g006818,60500.0
g_g006822,89200.0
g_g006828,118000.0
g_g006831,246200.0
g_g006834,324680.0
g_g006835,182000.0
g_g006836,210400.0
g_g006842,758400.0
g_g006843,339180.0
g_g006844,205000.0
g_g006859,350500.0
g_g006860,95000.0
g_g006861,474200.0
g_g006877,290970.0
g_g006893,90300.0
g_g006910,56000.0
g_g006913,146700.0
g_g006921,227250.0
g_g006925,553500.0
g_g006945,309100.0
g_g006946,145700.0
g_g006947,629700.0
g_g006954,197500.0
g_g006961,185090.0
g_g006962,115480.0
g_g006971,340600.0
g_g006974,298550.0
g_g006976,683400.0
g_g006983,360030.0
g_g006986,571870.0
g_g006989,101000.0
g_g006996,249200.0
g_g006999,161900.0
g_g007007,71000.0
g_g007008,125200.0
g_g007012,279000.0
g_g007013,190200.0
g_g007015,276380.0
g_g007017,532420.0
g_g007022,270660.0
g_g007029,263300.0
g_g007033,164500.0
g_g007035,240300.0
g_g007037,158800.0
g_g007038,285400.0
g_g007041,230200.0
g_g007052,65800.0
g_g007054,235600.0
g_g007056,395810.0
g_g007058,138900.0
g_g007074,426200.0
g_g007086,170160.0
g_g007099,161200.0
g_g007104,86700.0
g_g007105,442587.0
g_g007120,203300.0
g_g007122,206900.0
g_g007123,138000.0
g_g007152,76500.0
g_g007157,134300.0
g_g007163,100100.0
g_g007175,242600.0
g_g007176,396000.0
g_g007180,72500.0
g_g007196,122200.0
g_g007199,509590.0
g_g007208,174500.0
g_g007209,350500.0
g_g007213,92000.0
g_g007215,52000.0
g_g007218,738900.0
g_g007223,107200.0
g_g007224,229400.0
g_g007225,512600.0
g_g007226,260400.0
g_g007227,52360.0
g_g007228,198700.0
g_g007230,217500.0
g_g007231,132000.0
g_g007232,295000.0
g_g007236,95720.0
g_g007244,250900.0
g_g007248,356760.0
g_g007258,1595300.0
g_g007308,105400.0
g_g007309,356900.0
g_g007310,438500.0
g_g007312,176300.0
g_g007330,87100.0
g_g007336,81100.0
g_g007337,29500.0
g_g007338,86900.0
g_g007339,36000.0
g_g007340,149480.0
g_g007342,111400.0
g_g007346,42600.0
g_g007347,7000.0
g_g007348,42500.0
g_g007351,32300.0
g_g007352,32470.0
g_g007353,137900.0
g_g007354,30500.0
g_g007355,130000.0
g_g007360,58900.0
g_g007363,51020.0
g_g007364,19000.0
g_g007366,17400.0
g_g007368,87800.0
g_g007369,21000.0
g_g007371,79500.0
g_g007373,72400.0
g_g007374,218500.0
g_g007376,72500.0
g_g007377,27200.0
g_g007378,59000.0
g_g007380,56560.0
g_g007381,53200.0
g_g007383,133000.0
g_g007386,73500.0
g_g007389,21200.0
g_g007393,15500.0
g_g007395,57700.0
g_g007396,59500.0
g_g007401,64300.0
g_g007404,42000.0
g_g007405,57000.0
g_g007407,39350.0
g_g007410,99000.0
g_g007411,90600.0
g_g007412,103500.0
g_g007413,119000.0
g_g007414,34300.0
g_g007416,40000.0
g_g007417,388130.0
g_g007420,197632.0
g_g007432,198400.0
g_g007433,123900.0
g_g007434,179550.0
g_g007435,186300.0
g_g007454,290000.0
g_g007476,460188.0
g_g007513,265680.0
g_g007514,49900.0
g_g007515,86500.0
g_g007523,83300.0
g_g007524,74410.0
g_g007528,81700.0
g_g007535,283000.0
g_g007537,181800.0
g_g007538,75900.0
g_g007539,40500.0
g_g007540,211400.0
g_g007546,41500.0
g_g007565,151690.0
g_g007576,114600.0
g_g007596,69800.0
g_g007614,193000.0
g_g007622,32700.0
g_g007628,72937.0
g_g007644,238500.0
g_g007671,39300.0
g_g007675,123000.0
g_g007679,51500.0
g_g007681,79600.0
g_g007684,77700.0
g_g007690,21300.0
g_g007694,95200.0
g_g007704,280000.0
g_g007718,52000.0
g_g007727,198100.0
g_g007729,200800.0
g_g007748,93000.0
g_g007757,8000.0
g_g007762,133500.0
g_g007765,52000.0
g_g007773,42400.0
g_g007776,18500.0
g_g007779,52000.0
g_g007780,77290.0
g_g007785,115720.0
g_g007786,47000.0
g_g007787,41000.0
g_g007789,75800.0
g_g007792,187400.0
g_g007793,6000.0
g_g007807,38500.0
g_g007810,73500.0
g_g007884,173500.0
g_g007895,87600.0
g_g007932,73420.0
g_g007936,18500.0
g_g007947,64000.0
g_g007984,89200.0
g_g007992,163020.0
g_g007993,153100.0
g_g008035,112400.0
g_g008048,102300.0
g_g008051,74200.0
g_g008055,132000.0
g_g008062,544800.0
g_g008090,127800.0
g_g008098,156600.0
g_g008104,53500.0
g_g008106,85600.0
g_g008141,143200.0
g_g008176,50700.0
g_g008219,90000.0
g_g008224,114800.0
g_g008283,44710.0
g_g008284,55600.0
g_g008304,245300.0
g_g008330,122500.0
g_g008332,97000.0
g_g008338,49400.0
g_g008368,24100.0
g_g008382,196900.0
g_g008383,54300.0
g_g008402,114060.0
g_g008405,104600.0
g_g008421,81600.0
g_g008429,84000.0
g_g008434,131600.0
g_g008435,234860.0
g_g008471,174700.0
g_g008514,80600.0
g_g008520,431120.0
g_g008528,117000.0
g_g008531,32000.0
g_g008603,63200.0
g_g008626,175000.0
g_g008644,55500.0
g_g008659,338800.0
g_g008664,36200.0
g_g008681,80500.0
g_g008701,213200.0
g_g008733,80200.0
g_g008737,169700.0
g_g008763,142400.0
g_g008781,49270.0
g_g008789,116880.0
g_g008798,43500.0
g_g008812,466160.0
g_g008830,88200.0
g_g008859,70880.0
g_g008863,50000.0
g_g008866,280700.0
g_g008873,50500.0
g_g008878,122700.0
g_g008895,144400.0
g_g008902,119000.0
g_g008906,76900.0
g_g008925,217850.0
g_g008928,88000.0
g_g008932,176000.0
g_g008968,147000.0
g_g009026,124700.0
g_g009034,51500.0
g_g009114,76910.0
g_g009161,117650.0
g_g009194,88500.0
g_g009210,52600.0
g_g009219,50800.0
g_g009232,32100.0
g_g009233,248650.0
g_g009266,116100.0
g_g009267,34830.0
g_g009273,39000.0
g_g009283,92100.0
g_g009291,136600.0
g_g009320,131100.0
g_g009325,129000.0
g_g009329,35300.0
g_g009332,92900.0
g_g009335,101200.0
g_g009348,186000.0
g_g009355,86000.0
g_g009360,17800.0
g_g009362,63800.0
g_g009365,44600.0
g_g009367,89200.0
g_g009368,18000.0
g_g009370,98620.0
g_g009372,39300.0
g_g009401,103600.0
g_g009414,34400.0
g_g009442,293600.0
g_g009465,37200.0
g_g009482,91250.0
g_g009503,116600.0
g_g009526,71000.0
g_g009533,158600.0
g_g009557,154900.0
g_g009573,39600.0
g_g009577,90000.0
g_g009630,155800.0
g_g009639,127800.0
g_g009661,237100.0
g_g009732,118600.0
g_g009738,72800.0
g_g009745,132800.0
g_g009768,194500.0
g_g009771,76000.0
g_g009783,193800.0
g_g009798,57000.0
g_g009802,75700.0
g_g009815,87400.0
g_g009819,60000.0
g_g009821,34000.0
g_g009858,125500.0
g_g009864,52200.0
g_g009879,169500.0
g_g009898,108000.0
g_g009913,37500.0
g_g009929,179400.0
g_g009931,167500.0
g_g009962,79700.0
g_g009973,29700.0
g_g010002,44700.0
g_g010037,46800.0
g_g010043,122500.0
g_g010044,105900.0
g_g010107,318200.0
g_g010119,14000.0
g_g010153,84000.0
g_g010164,137500.0
g_g010200,38500.0
g_g010210,43600.0
g_g010218,123100.0
g_g010222,297100.0
g_g010224,279120.0
g_g010248,178800.0
g_g010256,51000.0
g_g010282,38500.0
g_g010342,53000.0
g_g010348,78200.0
g_g010357,61500.0
g_g010391,81000.0
g_g010401,72400.0
g_g010407,23200.0
g_g010412,128920.0
g_g010413,70500.0
g_g010415,100600.0
g_g010423,78300.0
g_g010430,74000.0
g_g010439,120300.0
g_g010441,190100.0
g_g010442,128300.0
g_g010444,111800.0
g_g010456,149500.0
g_g010458,81700.0
g_g010461,98500.0
g_g010464,153200.0
g_g010476,85000.0
g_g010477,85300.0
g_g010483,52500.0
g_g010492,23000.0
g_g010506,79700.0
g_g010508,63800.0
g_g010510,84600.0
g_g010515,27000.0
g_g010521,120000.0
g_g010526,122600.0
g_g010545,142800.0
g_g010552,7600.0
g_g010557,137300.0
g_g010569,196040.0
g_g010573,69500.0
g_g010594,207200.0
g_g010599,41500.0
g_g010601,161300.0
g_g010617,214400.0
g_g010624,53600.0
g_g010633,117000.0
g_g010635,63200.0
g_g010656,22000.0
g_g010657,41500.0
g_g010673,76700.0
g_g010674,14000.0
g_g010703,38000.0
g_g010705,103500.0
g_g010717,27000.0
g_g010733,89200.0
g_g010735,53500.0
g_g010743,26000.0
g_g010747,340500.0
g_g010752,38400.0
g_g010757,116800.0
g_g010759,108500.0
g_g010773,71200.0
g_g010776,43450.0
g_g010780,176000.0
g_g010781,80500.0
g_g010785,62500.0
g_g010799,172650.0
g_g010805,68500.0
g_g010807,16500.0
g_g010816,92080.0
g_g010824,14000.0
g_g010835,110400.0
g_g010836,186300.0
g_g010838,47900.0
g_g010840,88800.0
g_g010847,200000.0
g_g010850,61200.0
g_g010859,53000.0
g_g010860,89100.0
g_g010864,66000.0
g_g010870,234100.0
g_g010878,53000.0
g_g010908,98000.0
g_g010910,52000.0
g_g010930,88000.0
g_g010931,107300.0
g_g010932,64500.0
g_g010939,28300.0
g_g010944,72200.0
g_g010945,91000.0
g_g010950,129600.0
g_g010954,71500.0
g_g010972,137000.0
g_g010976,61100.0
g_g010979,63300.0
g_g010982,28000.0
g_g011009,113200.0
g_g011018,23000.0
g_g011038,32000.0
g_g011045,880000.0
g_g011053,152500.0
g_g011054,96000.0
g_g011060,232200.0
g_g011076,41900.0
g_g011077,174500.0
g_g011078,32100.0
g_g011086,136300.0
g_g011091,94300.0
g_g011096,18800.0
g_g011097,71000.0
g_g011098,93000.0
g_g011101,24000.0
g_g011102,160000.0
g_g011105,78700.0
g_g011106,62300.0
g_g011120,131800.0
g_g011123,22000.0
g_g011127,81900.0
g_g011129,18000.0
g_g011131,119000.0
g_g011137,430700.0
g_g011146,80400.0
g_g011148,83500.0
g_g011161,234800.0
g_g011162,144280.0
g_g011163,12000.0
g_g011164,50470.0
g_g011166,48100.0
g_g011171,29500.0
g_g011173,45000.0
g_g011188,46200.0
g_g011189,27900.0
g_g011192,47000.0
g_g011194,34000.0
g_g011197,49500.0
g_g011200,402900.0
g_g011207,129000.0
g_g011212,16000.0
g_g011228,42000.0
g_g011229,63400.0
g_g011232,137700.0
g_g011233,159700.0
g_g011239,55900.0
g_g011242,219600.0
g_g011254,197100.0
g_g011255,160400.0
g_g011268,98700.0
g_g011274,84500.0
g_g011276,74300.0
g_g011286,53000.0
g_g011291,76000.0
g_g011292,59500.0
g_g011295,79000.0
g_g011297,208500.0
g_g011299,82900.0
g_g011300,189500.0
g_g011305,35000.0
g_g011318,61000.0
g_g011323,96000.0
g_g011344,60900.0
g_g011354,64200.0
g_g011365,96800.0
g_g011370,103000.0
g_g011374,61300.0
g_g011376,109300.0
g_g011393,97000.0
g_g011396,148900.0
g_g011398,33800.0
g_g011399,5650.0
g_g011408,55500.0
g_g011409,34600.0
g_g011411,97000.0
g_g011412,95200.0
g_g011422,140300.0
g_g011430,85800.0
g_g011432,30000.0
g_g011435,75400.0
g_g011441,9000.0
g_g011444,92000.0
g_g011448,109000.0
g_g011449,55000.0
g_g011450,67000.0
g_g011454,67460.0
g_g011459,98000.0
g_g011461,32880.0
g_g011464,34500.0
g_g011470,23800.0
g_g011472,119280.0
g_g011473,89000.0
g_g011476,114400.0
g_g011477,85500.0
g_g011478,152660.0
g_g011479,74500.0
g_g011481,81000.0
g_g011482,118600.0
g_g011486,117000.0
g_g011487,26600.0
g_g011489,18000.0
g_g011490,112700.0
g_g011491,58000.0
g_g011496,34000.0
g_g011500,29100.0
g_g011502,111400.0
g_g011508,74500.0
g_g011509,131900.0
g_g011510,107600.0
g_g011511,26000.0
g_g011514,52000.0
g_g011515,136500.0
g_g011517,113760.0
g_g011519,33800.0
g_g011524,124400.0
g_g011526,25000.0
g_g011528,49840.0
g_g011529,50800.0
g_g011530,61000.0
g_g011531,75400.0
g_g011533,83900.0
g_g011534,51900.0
g_g011537,36800.0
g_g011541,39700.0
g_g011551,60000.0
g_g011555,173500.0
g_g011558,104000.0
g_g011562,21000.0
g_g011566,970050.0
g_g011567,80200.0
g_g011571,83900.0
g_g011574,55200.0
g_g011577,76000.0
g_g011578,172000.0
g_g011580,16000.0
g_g011581,31900.0
g_g011582,27600.0
g_g011586,8000.0
g_g011590,91000.0
g_g011591,43300.0
g_g011593,25600.0
g_g011597,128800.0
g_g011598,88790.0
g_g011600,74500.0
g_g011607,36000.0
g_g011612,80500.0
g_g011613,60200.0
g_g011614,124500.0
g_g011619,271700.0
g_g011620,54000.0
g_g011622,63000.0
g_g011628,53900.0
g_g011629,60000.0
g_g011630,685300.0
g_g011631,158000.0
g_g011636,56500.0
g_g011637,42000.0
g_g011644,111500.0
g_g011645,40500.0
g_g011657,10900.0
g_g011669,131500.0
g_g011673,65600.0
g_g011674,30000.0
g_g011677,94300.0
g_g011679,53010.0
g_g011680,59000.0
g_g011683,94000.0
g_g011685,41200.0
g_g011687,47670.0
g_g011691,81400.0
g_g011692,29900.0
g_g011697,44200.0
g_g011704,76100.0
g_g011708,25000.0
g_g011709,31500.0
g_g011714,36000.0
g_g011717,5500.0
g_g011721,67800.0
g_g011722,140200.0
g_g011724,99900.0
g_g011726,47800.0
g_g011734,121600.0
g_g011746,171600.0
g_g011753,69000.0
g_g011754,328500.0
g_g011764,71500.0
g_g011786,24000.0
g_g011787,73500.0
g_g011789,49100.0
g_g011791,76900.0
g_g011805,43900.0
g_g011813,64500.0
g_g011816,76600.0
g_g011818,39200.0
g_g011819,77000.0
g_g011821,55800.0
g_g011822,161415.0
g_g011824,76700.0
g_g011825,48900.0
g_g011826,46000.0
g_g011827,26100.0
g_g011829,69000.0
g_g011830,12500.0
g_g011832,94000.0
g_g011833,55850.0
g_g011835,67365.0
g_g011836,79700.0
g_g011837,52300.0
g_g011838,63900.0
g_g011840,57800.0
g_g011841,73800.0
g_g011843,37000.0
g_g011847,25500.0
g_g011849,44500.0
g_g011850,33000.0
g_g011851,129500.0
g_g011854,90500.0
g_g011857,107300.0
g_g011858,120800.0
g_g011859,825500.0
g_g011860,172500.0
g_g011872,57500.0
g_g011873,107000.0
g_g011876,94280.0
g_g011881,180900.0
g_g011882,111900.0
g_g011899,57000.0
g_g011903,37300.0
g_g011905,21000.0
g_g011908,61000.0
g_g011914,13500.0
g_g011918,41000.0
g_g011922,80700.0
g_g011924,34500.0
g_g011925,29800.0
g_g011926,85600.0
g_g011927,20100.0
g_g011928,24500.0
g_g011929,105600.0
g_g011930,72300.0
g_g011931,214000.0
g_g011934,91600.0
g_g011940,87300.0
g_g011942,20000.0
g_g011943,40500.0
g_g011944,80000.0
g_g011949,119500.0
g_g011950,49700.0
g_g011952,65300.0
g_g011966,122000.0
g_g011970,79000.0
g_g011971,52500.0
g_g011972,93600.0
g_g011983,76700.0
g_g011990,180690.0
g_g011996,63400.0
g_g011999,60400.0
g_g012152,23000.0
g_g012153,89400.0
g_g012155,136600.0
g_g012157,36500.0
g_g012159,50400.0
g_g012160,60000.0
g_g012161,68400.0
g_g012162,80400.0
g_g012164,104900.0
g_g012171,75000.0
g_g012173,149000.0
g_g012174,54490.0
g_g012175,45100.0
g_g012176,117000.0
g_g012177,206200.0
g_g012179,17000.0
g_g012181,45500.0
g_g012182,61800.0
g_g012183,60500.0
g_g012185,56700.0
g_g012186,42300.0
g_g012188,74100.0
g_g012189,80300.0
g_g012190,56500.0
g_g012192,172600.0
g_g012194,30000.0
g_g012196,59000.0
g_g012197,61200.0
g_g012199,170000.0
g_g012200,40500.0
g_g012201,94200.0
g_g012203,102900.0
g_g012205,65000.0
g_g012207,57700.0
g_g012209,49650.0
g_g012212,91500.0
g_g012220,40300.0
g_g012226,32500.0
g_g012227,91000.0
g_g012228,28000.0
g_g012235,72500.0
g_g012236,307000.0
g_g012238,57000.0
g_g012239,94200.0
g_g012240,101500.0
g_g012246,101300.0
g_g012251,83000.0
g_g012254,64900.0
g_g012255,98600.0
g_g012256,4980.0
g_g012257,99800.0
g_g012258,57600.0
g_g012260,18900.0
g_g012261,20200.0
g_g012267,31900.0
g_g012269,41000.0
g_g012270,111900.0
g_g012276,45000.0
g_g012278,47000.0
g_g012280,8800.0
g_g012282,40300.0
g_g012283,53100.0
g_g012289,68100.0
g_g012300,25500.0
g_g012304,97000.0
g_g012307,47000.0
g_g012308,89114.0
g_g012311,44000.0
g_g012314,5500.0
g_g012316,106200.0
g_g012318,51300.0
g_g012323,103800.0
g_g012325,39500.0
g_g012326,199700.0
g_g012333,26600.0
g_g012337,98500.0
g_g012338,39000.0
g_g012339,87600.0
g_g012347,63700.0
g_g012348,102150.0
g_g012350,90900.0
g_g012351,84600.0
g_g012353,65600.0
g_g012371,55800.0
g_g012372,68600.0
g_g012377,47200.0
g_g012379,19970.0
g_g012382,63000.0
g_g012383,91500.0
g_g012386,24800.0
g_g012388,12000.0
g_g012389,66700.0
g_g012391,32000.0
g_g012392,42800.0
g_g012396,91200.0
g_g012400,59200.0
g_g012402,119000.0
g_g012406,66600.0
g_g012410,9100.0
g_g012420,86000.0
g_g012422,157200.0
g_g012430,117500.0
g_g012431,61010.0
g_g012433,82200.0
g_g012435,79000.0
g_g012436,41800.0
g_g012439,87700.0
g_g012447,54800.0
g_g012455,141000.0
g_g012457,93200.0
g_g012458,8000.0
g_g012463,196200.0
g_g012466,34000.0
g_g012472,197000.0
g_g012473,158800.0
g_g012475,74900.0
g_g012478,155900.0
g_g012484,219100.0
g_g012487,182200.0
g_g012494,99500.0
g_g012497,83100.0
g_g012498,28000.0
g_g012502,213720.0
g_g012504,53000.0
g_g012505,19600.0
g_g012515,35600.0
g_g012516,40000.0
g_g012518,195900.0
g_g012520,40900.0
g_g012523,181300.0
g_g012528,120000.0
g_g012530,107300.0
g_g012531,33000.0
g_g012532,53300.0
g_g012541,135400.0
g_g012542,222150.0
g_g012544,77300.0
g_g012546,109540.0
g_g012557,46250.0
g_g012571,99400.0
g_g012572,127100.0
g_g012580,37000.0
g_g012582,117500.0
g_g012583,170700.0
g_g012586,109000.0
g_g012591,64000.0
g_g012596,62300.0
g_g012604,183400.0
g_g012617,68500.0
g_g012620,56700.0
g_g012624,59000.0
g_g012628,59800.0
g_g012634,90100.0
g_g012639,62500.0
g_g012643,58000.0
g_g012650,15100.0
g_g012653,96000.0
g_g012655,127930.0
g_g012656,61000.0
g_g012658,116300.0
g_g012659,50800.0
g_g012660,17500.0
g_g012662,152100.0
g_g012665,38000.0
g_g012674,66900.0
g_g012675,27600.0
g_g012676,10300.0
g_g012677,155000.0
g_g012679,59300.0
g_g012680,64900.0
g_g012682,120600.0
g_g012686,35500.0
g_g012687,39000.0
g_g012688,101500.0
g_g012689,181700.0
g_g012690,59000.0
g_g012696,14500.0
g_g012697,18000.0
g_g012698,79500.0
g_g012699,48500.0
g_g012702,36000.0
g_g012704,144860.0
g_g012705,174000.0
g_g012711,17900.0
g_g012713,81500.0
g_g012716,85000.0
g_g012718,71400.0
g_g012721,15000.0
g_g012723,119000.0
g_g012724,87000.0
g_g012726,219950.0
g_g012727,55000.0
g_g012728,122490.0
g_g012731,12440.0
g_g012732,29700.0
g_g012742,81000.0
g_g012745,54800.0
g_g012749,186600.0
g_g012750,61000.0
g_g012751,21500.0
g_g012752,122900.0
g_g012753,68300.0
g_g012755,229000.0
g_g012757,29880.0
g_g012761,94000.0
g_g012764,60300.0
g_g012767,90400.0
g_g012770,41500.0
g_g012772,65450.0
g_g012774,30600.0
g_g012775,35500.0
g_g012776,95500.0
g_g012780,39400.0
g_g012781,110140.0
g_g012783,29500.0
g_g012791,29750.0
g_g012796,68000.0
g_g012803,55000.0
g_g012805,48000.0
g_g012807,82140.0
g_g012812,94600.0
g_g012814,26000.0
g_g012831,52300.0
g_g012857,76500.0
g_g012858,15000.0
g_g012864,104320.0
g_g012873,34000.0
g_g012874,32500.0
g_g012880,54800.0
g_g012883,69800.0
g_g012884,90800.0
g_g012891,19000.0
g_g012902,25260.0
g_g012905,80000.0
g_g012917,24500.0
g_g012919,176300.0
g_g012927,70900.0
g_g012933,28050.0
g_g012936,114900.0
g_g012943,143600.0
g_g012963,48000.0
g_g012989,48000.0
g_g012990,78500.0
g_g012999,76500.0
g_g013010,137000.0
g_g013012,197000.0
g_g013022,24100.0
g_g013023,42300.0
g_g013024,31500.0
g_g013027,85300.0
g_g013029,88700.0
g_g013037,117000.0
g_g013038,59500.0
g_g013041,5000.0
g_g013042,36800.0
g_g013044,18000.0
g_g013045,35000.0
g_g013046,184300.0
g_g013048,12500.0
g_g013050,69920.0
g_g013059,52700.0
g_g013061,19000.0
g_g013062,76000.0
g_g013063,20500.0
g_g013065,132000.0
g_g013066,456360.0
g_g013070,42800.0
g_g013074,34300.0
g_g013080,48550.0
g_g013084,70400.0
g_g013087,79100.0
g_g013088,51100.0
g_g013090,18200.0
g_g013093,8000.0
