TRAVEL_ID,TOTAL_ACTIVITY_WON
g_g000898,396790.0
g_g000899,105360.0
g_g000901,145200.0
g_g000902,62800.0
g_g000906,390500.0
g_g000907,210000.0
g_g000910,307600.0
g_g000913,112400.0
g_g000916,48300.0
g_g000917,21000.0
g_g000920,337300.0
g_g000931,253000.0
g_g000935,188700.0
g_g000937,32800.0
g_g000938,314500.0
g_g000939,66200.0
g_g000940,123000.0
g_g000943,208990.0
g_g000944,549300.0
g_g000945,144900.0
g_g000946,62000.0
g_g000947,103700.0
g_g000949,446500.0
g_g000950,134400.0
g_g000954,673630.0
g_g000957,84700.0
g_g000958,58800.0
g_g000959,538060.0
g_g000965,208700.0
g_g000967,130700.0
g_g000972,797550.0
g_g000974,175200.0
g_g000976,175400.0
g_g000982,153000.0
g_g000983,62460.0
g_g000985,182570.0
g_g000986,122190.0
g_g000987,224150.0
g_g000988,50800.0
g_g000989,145354.0
g_g000991,65400.0
g_g000992,174400.0
g_g000993,243200.0
g_g000996,58700.0
g_g000998,396970.0
g_g001000,167050.0
g_g001002,97500.0
g_g001003,214900.0
g_g001004,598000.0
g_g001006,226600.0
g_g001011,327332.0
g_g001014,367864.0
g_g001016,158500.0
g_g001019,175200.0
g_g001022,105300.0
g_g001026,81600.0
g_g001028,111770.0
g_g001030,258500.0
g_g001033,126000.0
g_g001034,116000.0
g_g001035,94000.0
g_g001036,261750.0
g_g001038,232930.0
g_g001039,19000.0
g_g001040,96000.0
g_g001041,169000.0
g_g001046,196500.0
g_g001047,293300.0
g_g001048,136500.0
g_g001050,20000.0
g_g001051,214700.0
g_g001052,68200.0
g_g001053,111100.0
g_g001056,112600.0
g_g001063,111100.0
g_g001068,101000.0
g_g001070,177600.0
g_g001077,43000.0
g_g001081,968570.0
g_g001083,276820.0
g_g001086,136800.0
g_g001095,611100.0
g_g001100,274620.0
g_g001101,118000.0
g_g001103,112100.0
g_g001104,203690.0
g_g001106,146500.0
g_g001107,26000.0
g_g001109,348150.0
g_g001111,332780.0
g_g001112,180500.0
g_g001113,140300.0
g_g001114,233200.0
g_g001118,17500.0
g_g001124,118000.0
g_g001129,96500.0
g_g001132,154100.0
g_g001135,135500.0
g_g001136,49000.0
g_g001138,90250.0
g_g001144,107300.0
g_g001147,61500.0
g_g001148,415350.0
g_g001151,69500.0
g_g001154,192000.0
g_g001156,104850.0
g_g001164,132700.0
g_g001166,51000.0
g_g001169,191700.0
g_g001171,86700.0
g_g001173,14400.0
g_g001178,175800.0
g_g001187,72600.0
g_g001189,394300.0
g_g001191,52350.0
g_g001194,61600.0
g_g001196,48000.0
g_g001197,153400.0
g_g001199,105200.0
g_g001200,169920.0
g_g001203,203180.0
g_g001204,71520.0
g_g001206,169000.0
g_g001208,335200.0
g_g001209,68000.0
g_g001219,211840.0
g_g001221,238300.0
g_g001222,251900.0
g_g001223,418970.0
g_g001224,232800.0
g_g001225,188000.0
g_g001227,19800.0
g_g001230,43420.0
g_g001231,245500.0
g_g001233,220700.0
g_g001235,280500.0
g_g001237,43500.0
g_g001243,172800.0
g_g001250,133730.0
g_g001256,47200.0
g_g001257,71000.0
g_g001258,276700.0
g_g001261,76800.0
g_g001272,175650.0
g_g001273,125000.0
g_g001276,135000.0
g_g001280,250450.0
g_g001288,30000.0
g_g001289,121300.0
g_g001290,162400.0
g_g001291,57500.0
g_g001293,149800.0
g_g001296,594000.0
g_g001297,35260.0
g_g001299,267400.0
g_g001300,495350.0
g_g001301,129000.0
g_g001305,101800.0
g_g001309,253700.0
g_g001313,249800.0
g_g001315,167500.0
g_g001319,369800.0
g_g001320,168720.0
g_g001322,50800.0
g_g001323,19800.0
g_g001329,146300.0
g_g001337,201460.0
g_g001338,96600.0
g_g001343,1377200.0
g_g001344,133000.0
g_g001346,123400.0
g_g001350,116500.0
g_g001352,289300.0
g_g001353,107000.0
g_g001356,43100.0
g_g001362,295220.0
g_g001364,270470.0
g_g001371,94790.0
g_g001374,150700.0
g_g001381,91350.0
g_g001383,226800.0
g_g001386,264000.0
g_g001388,100000.0
g_g001390,19000.0
g_g001556,74500.0
g_g001563,78800.0
g_g001564,110940.0
g_g001565,23200.0
g_g001566,29800.0
g_g001567,62800.0
g_g001575,328520.0
g_g001576,128200.0
g_g001580,84000.0
g_g001584,175200.0
g_g001587,210200.0
g_g001590,129500.0
g_g001598,84000.0
g_g001599,77000.0
g_g001603,279300.0
g_g001606,82500.0
g_g001611,185120.0
g_g001612,76300.0
g_g001614,55500.0
g_g001615,105800.0
g_g001619,148000.0
g_g001620,15200.0
g_g001621,5000.0
g_g001623,73500.0
g_g001625,73500.0
g_g001627,95000.0
g_g001630,168400.0
g_g001640,439000.0
g_g001644,62000.0
g_g001645,359240.0
g_g001646,296800.0
g_g001648,12700.0
g_g001650,56500.0
g_g001651,173500.0
g_g001652,9000.0
g_g001656,150490.0
g_g001662,52300.0
g_g001665,86000.0
g_g001668,119360.0
g_g001669,34500.0
g_g001673,108500.0
g_g001674,165800.0
g_g001677,69200.0
g_g001678,167500.0
g_g001679,31000.0
g_g001681,238700.0
g_g001682,147730.0
g_g001686,135530.0
g_g001689,55500.0
g_g001690,192200.0
g_g001692,201000.0
g_g001693,39500.0
g_g001694,58400.0
g_g001695,16000.0
g_g001697,40800.0
g_g001698,180820.0
g_g001700,186400.0
g_g001701,69120.0
g_g001702,306200.0
g_g001703,185500.0
g_g001704,26370.0
g_g001708,236280.0
g_g001710,116500.0
g_g001715,125220.0
g_g001716,134700.0
g_g001718,113300.0
g_g001721,92300.0
g_g001722,123150.0
g_g001724,134500.0
g_g001733,177900.0
g_g001734,268400.0
g_g001740,344000.0
g_g001741,97930.0
g_g001743,5000.0
g_g001753,73800.0
g_g001755,184050.0
g_g001761,78500.0
g_g001763,125999.0
g_g001764,8000.0
g_g001765,137400.0
g_g001768,202300.0
g_g001779,293400.0
g_g001780,37700.0
g_g001786,193300.0
g_g001789,158510.0
g_g001791,33000.0
g_g001794,54900.0
g_g001795,305700.0
g_g001796,245000.0
g_g001797,367700.0
g_g001798,224780.0
g_g001799,35000.0
g_g001803,20000.0
g_g001806,202775.0
g_g001810,125800.0
g_g001812,378300.0
g_g001818,384440.0
g_g001819,133000.0
g_g001826,182300.0
g_g001829,135350.0
g_g001830,103500.0
g_g001832,160000.0
g_g001833,74300.0
g_g001834,162100.0
g_g001835,18000.0
g_g001836,157750.0
g_g001837,169500.0
g_g001846,36830.0
g_g001850,159500.0
g_g001856,129300.0
g_g001857,66600.0
g_g001859,85900.0
g_g001866,28000.0
g_g001868,88900.0
g_g001875,146090.0
g_g001876,221000.0
g_g001877,11500.0
g_g001879,76000.0
g_g001880,310500.0
g_g001881,92900.0
g_g001882,198200.0
g_g001884,60900.0
g_g001888,194900.0
g_g001890,89200.0
g_g001891,35500.0
g_g001895,171000.0
g_g001900,163000.0
g_g001913,56800.0
g_g001914,67900.0
g_g001916,67500.0
g_g001920,40500.0
g_g001928,19000.0
g_g001929,113000.0
g_g001932,50000.0
g_g001947,245400.0
g_g001954,46500.0
g_g001963,43300.0
g_g001964,92000.0
g_g001965,162070.0
g_g001977,206500.0
g_g001981,124900.0
g_g001984,232100.0
g_g001993,74500.0
g_g002014,211170.0
g_g002017,37400.0
g_g002019,198600.0
g_g002028,207480.0
g_g002032,404656.0
g_g002037,123700.0
g_g002041,37500.0
g_g002046,103500.0
g_g002048,29500.0
g_g002056,307600.0
g_g002059,169600.0
g_g002073,71200.0
g_g002075,133800.0
g_g002078,136400.0
g_g002088,204500.0
g_g002089,166500.0
g_g002094,106600.0
g_g002096,120000.0
g_g002104,47900.0
g_g002109,51310.0
g_g002110,464710.0
g_g002120,41000.0
g_g002122,24700.0
g_g002130,295930.0
g_g002134,111280.0
g_g002144,209200.0
g_g002148,41000.0
g_g002151,222800.0
g_g002152,95500.0
g_g002154,88810.0
g_g002156,183640.0
g_g002159,121400.0
g_g002164,191900.0
g_g002169,3092279.0
g_g002176,218920.0
g_g002177,133440.0
g_g002178,71700.0
g_g002189,199500.0
g_g002190,88850.0
g_g002195,157500.0
g_g002202,127100.0
g_g002207,251500.0
g_g002212,79000.0
g_g002214,164000.0
g_g002219,59600.0
g_g002220,72000.0
g_g002222,99300.0
g_g002223,105000.0
g_g002224,112000.0
g_g002230,219000.0
g_g002232,105300.0
g_g002233,224390.0
g_g002235,124000.0
g_g002238,108200.0
g_g002241,641320.0
g_g002242,78000.0
g_g002244,80500.0
g_g002245,471500.0
g_g002247,121900.0
g_g002255,167140.0
g_g002256,485800.0
g_g002262,51300.0
g_g002264,161870.0
g_g002271,173700.0
g_g002273,35000.0
g_g002275,58400.0
g_g002412,163300.0
g_g002416,18600.0
g_g002417,632800.0
g_g002421,146400.0
g_g002429,109300.0
g_g002431,92800.0
g_g002436,164970.0
g_g002438,375900.0
g_g002440,172500.0
g_g002441,85900.0
g_g002445,85000.0
g_g002446,272500.0
g_g002460,207180.0
g_g002465,170000.0
g_g002466,145500.0
g_g002472,194600.0
g_g002473,187000.0
g_g002475,36600.0
g_g002478,150200.0
g_g002483,16000.0
g_g002492,21000.0
g_g002496,132100.0
g_g002497,55700.0
g_g002500,190000.0
g_g002512,189090.0
g_g002513,195600.0
g_g002516,108900.0
g_g002519,38000.0
g_g002521,399250.0
g_g002533,253854.0
g_g002542,169300.0
g_g002543,51800.0
g_g002545,335200.0
g_g002546,309500.0
g_g002552,408500.0
g_g002554,47300.0
g_g002560,113820.0
g_g002564,45800.0
g_g002565,147950.0
g_g002570,32980.0
g_g002583,126500.0
g_g002588,119500.0
g_g002593,53900.0
g_g002601,133000.0
g_g002603,104180.0
g_g002606,45500.0
g_g002607,119400.0
g_g002612,27900.0
g_g002616,6800.0
g_g002620,75920.0
g_g002622,195500.0
g_g002624,240400.0
g_g002626,156260.0
g_g002627,220500.0
g_g002631,2127800.0
g_g002632,47900.0
g_g002633,35500.0
g_g002634,54900.0
g_g002636,66550.0
g_g002637,11000.0
g_g002638,288500.0
g_g002647,200700.0
g_g002648,274340.0
g_g002657,78200.0
g_g002658,300303.0
g_g002668,141600.0
g_g002671,146000.0
g_g002679,46000.0
g_g002680,180900.0
g_g002683,126600.0
g_g002688,298500.0
g_g002690,44900.0
g_g002691,227700.0
g_g002693,59925.0
g_g002698,212800.0
g_g002701,94100.0
g_g002702,213100.0
g_g002703,157000.0
g_g002704,354750.0
g_g002705,87300.0
g_g002711,214500.0
g_g002718,192000.0
g_g002719,155800.0
g_g002727,125600.0
g_g002729,22500.0
g_g002731,399400.0
g_g002732,176500.0
g_g002735,128000.0
g_g002738,134900.0
g_g002744,288300.0
g_g002745,68200.0
g_g002750,58200.0
g_g002752,118290.0
g_g002753,245610.0
g_g002759,401950.0
g_g002760,229700.0
g_g002762,230500.0
g_g002764,376090.0
g_g002765,22000.0
g_g002766,265250.0
g_g002767,136200.0
g_g002770,154500.0
g_g002776,53600.0
g_g002784,214800.0
g_g002793,55500.0
g_g002795,320500.0
g_g002798,334100.0
g_g002802,116000.0
g_g002804,113600.0
g_g002806,42400.0
g_g002809,279700.0
g_g002811,145100.0
g_g002819,585900.0
g_g002820,164600.0
g_g002825,357000.0
g_g002827,94400.0
g_g002828,89000.0
g_g002829,432600.0
g_g002832,103700.0
g_g002833,155500.0
g_g002837,89600.0
g_g002838,7200.0
g_g002841,100200.0
g_g002851,73420.0
g_g002854,302000.0
g_g002856,38500.0
g_g002857,27800.0
g_g002865,173300.0
g_g002867,140100.0
g_g002872,510180.0
g_g002874,106600.0
g_g002875,131000.0
g_g002880,307800.0
g_g002886,179600.0
g_g002887,119100.0
g_g002890,217700.0
g_g002891,560400.0
g_g002896,201000.0
g_g002897,352500.0
g_g002900,26350.0
g_g002903,170000.0
g_g002906,81400.0
g_g002907,37200.0
g_g002908,169000.0
g_g002912,194500.0
g_g002916,291350.0
g_g002918,161200.0
g_g002928,107100.0
g_g002933,159000.0
g_g002943,82000.0
g_g002944,89800.0
g_g002946,76500.0
g_g002949,387100.0
g_g002952,159200.0
g_g002953,83000.0
g_g002955,105400.0
g_g002963,261500.0
g_g002967,45300.0
g_g002974,207530.0
g_g002975,100200.0
g_g002983,81200.0
g_g002985,7000.0
g_g002986,175800.0
g_g002987,15000.0
g_g002988,159800.0
g_g002989,226400.0
g_g002991,395950.0
g_g002993,435560.0
g_g002995,278500.0
g_g002999,26000.0
g_g003001,74000.0
g_g003004,128600.0
g_g003019,10000.0
g_g003026,48500.0
g_g003028,178000.0
g_g003029,67500.0
g_g003034,51000.0
g_g003035,156800.0
g_g003039,95500.0
g_g003042,161000.0
g_g003043,181000.0
g_g003047,251850.0
g_g003050,159250.0
g_g003051,91400.0
g_g003053,272800.0
g_g003058,23800.0
g_g003059,138500.0
g_g003061,116100.0
g_g003062,268500.0
g_g003064,159700.0
g_g003065,146300.0
g_g003067,64100.0
g_g003068,230450.0
g_g003071,108600.0
g_g003077,279900.0
g_g003079,129690.0
g_g003086,151500.0
g_g003090,34000.0
g_g003092,19900.0
g_g003096,65900.0
g_g003097,301848.0
g_g003098,170100.0
g_g003101,90500.0
g_g003104,363600.0
g_g003108,67000.0
g_g003115,64500.0
g_g003118,363060.0
g_g003119,70000.0
g_g003120,260500.0
g_g003121,68520.0
g_g003130,8100.0
g_g003135,113400.0
g_g003137,78300.0
g_g003140,150000.0
g_g003143,177400.0
g_g003144,70900.0
g_g003145,609001.0
g_g003150,168300.0
g_g003151,172300.0
g_g003153,49400.0
g_g003154,115000.0
g_g003159,36750.0
g_g003162,307640.0
g_g003165,193700.0
g_g003168,150000.0
g_g003169,113540.0
g_g003173,26100.0
g_g003174,156300.0
g_g003177,158300.0
g_g003179,101430.0
g_g003182,362810.0
g_g003189,151500.0
g_g003193,418980.0
g_g003194,59700.0
g_g003195,181500.0
g_g003196,146940.0
g_g003199,108000.0
g_g003200,75000.0
g_g003202,84300.0
g_g003208,192700.0
g_g003210,86840.0
g_g003212,29000.0
g_g003217,121000.0
g_g003221,175900.0
g_g003224,71900.0
g_g003227,86800.0
g_g003235,141000.0
g_g003238,98000.0
g_g003243,54400.0
g_g003246,8000.0
g_g003251,50500.0
g_g003252,127300.0
g_g003255,76500.0
g_g003266,58000.0
g_g003267,204900.0
g_g003273,90000.0
g_g003278,138500.0
g_g003281,117580.0
g_g003284,57500.0
g_g003290,37000.0
g_g003296,70200.0
g_g003301,213600.0
g_g003307,98000.0
g_g003308,38100.0
g_g003314,145800.0
g_g003320,61000.0
g_g003323,41300.0
g_g003326,211210.0
g_g003329,285000.0
g_g003334,60000.0
g_g003335,170100.0
g_g003337,132334.0
g_g003340,163050.0
g_g003352,41460.0
g_g003353,158700.0
g_g003355,76500.0
g_g003359,2000.0
g_g003368,20500.0
g_g003369,142200.0
g_g003370,198300.0
g_g003372,88200.0
g_g003376,50500.0
g_g003380,36000.0
g_g003382,852000.0
g_g003388,197800.0
g_g003391,111700.0
g_g003394,297200.0
g_g003398,189400.0
g_g003399,124100.0
g_g003403,207100.0
g_g003408,195800.0
g_g003418,168500.0
g_g003420,111800.0
g_g003422,358200.0
g_g003429,43000.0
g_g003438,24600.0
g_g003444,185680.0
g_g003453,141000.0
g_g003455,105200.0
g_g003459,90700.0
g_g003463,325260.0
g_g003464,351000.0
g_g003467,154500.0
g_g003468,168000.0
g_g003474,99080.0
g_g003480,80500.0
g_g003485,502480.0
g_g003491,110300.0
g_g003492,87900.0
g_g003495,42300.0
g_g003497,154350.0
g_g003499,182850.0
g_g003511,235300.0
g_g003512,110000.0
g_g003515,108920.0
g_g003516,75210.0
g_g003525,79900.0
g_g003526,216100.0
g_g003535,237000.0
g_g003541,83820.0
g_g003544,217460.0
g_g003554,356820.0
g_g003555,135950.0
g_g003556,185000.0
g_g003559,86045.0
g_g003561,208900.0
g_g003563,181300.0
g_g003565,554900.0
g_g003570,128825.0
g_g003572,143010.0
g_g003573,205120.0
g_g003576,124000.0
g_g003577,14000.0
g_g003583,194400.0
g_g003586,113000.0
g_g003589,123850.0
g_g003599,77500.0
g_g003600,179200.0
g_g003608,163800.0
g_g003610,158300.0
g_g003613,189300.0
g_g003615,255900.0
g_g003623,536770.0
g_g003624,53000.0
g_g003629,328500.0
g_g003636,105300.0
g_g003645,173080.0
g_g003646,186430.0
g_g003648,432780.0
g_g003652,389800.0
g_g003655,181250.0
g_g003658,106100.0
g_g003661,72000.0
g_g003664,287400.0
g_g003665,261000.0
g_g003681,46000.0
g_g003687,395360.0
g_g003688,121300.0
g_g003700,105010.0
g_g003701,171140.0
g_g003712,140810.0
g_g003714,29244.0
g_g003717,335000.0
g_g003718,38000.0
g_g003722,132100.0
g_g003728,52100.0
g_g003729,328500.0
g_g003733,64000.0
g_g003736,45900.0
g_g003738,320910.0
g_g003746,58500.0
g_g003758,64000.0
g_g003770,171600.0
g_g003771,89400.0
g_g003779,150500.0
g_g003805,165700.0
g_g003807,114420.0
g_g003810,29000.0
g_g003821,92800.0
g_g003824,75999.0
g_g003839,54000.0
g_g003845,177500.0
g_g003846,73000.0
g_g003847,153000.0
g_g003852,167000.0
g_g003860,727300.0
g_g003867,320810.0
g_g003869,124499.0
g_g003871,263300.0
g_g003874,18000.0
g_g003875,40000.0
g_g003899,37600.0
g_g003902,186300.0
g_g003906,210500.0
g_g003917,85000.0
g_g003921,249820.0
g_g003929,172500.0
g_g003940,37000.0
g_g003944,187200.0
g_g003950,220860.0
g_g003956,147600.0
g_g003957,184600.0
g_g003959,77800.0
g_g003960,211700.0
g_g003961,134400.0
g_g003962,96460.0
g_g003965,255400.0
g_g003980,260500.0
g_g003984,76300.0
g_g003986,254800.0
g_g003990,56900.0
g_g004004,130000.0
g_g004025,67710.0
g_g004036,69600.0
g_g004047,216000.0
g_g004064,36500.0
g_g004065,86300.0
g_g004066,77320.0
g_g004101,114000.0
g_g004103,190600.0
g_g004104,328500.0
g_g004109,50600.0
g_g004124,198100.0
g_g004138,189500.0
g_g004139,170000.0
g_g004152,117500.0
g_g004154,61460.0
g_g004155,283400.0
g_g004170,104600.0
g_g004174,32700.0
g_g004180,214500.0
g_g004187,153700.0
g_g004189,120450.0
g_g004205,92500.0
g_g004229,70000.0
g_g004231,630500.0
g_g004234,46500.0
g_g004239,116700.0
g_g004255,154400.0
g_g004259,38100.0
g_g004265,61000.0
g_g004276,126500.0
g_g004279,224000.0
g_g004282,85000.0
g_g004288,84700.0
g_g004289,134000.0
g_g004294,115560.0
g_g004297,106900.0
g_g004309,184000.0
g_g004310,145000.0
g_g004317,183300.0
g_g004318,223100.0
g_g004324,249500.0
g_g004327,84000.0
g_g004329,59800.0
g_g004340,177000.0
g_g004350,107400.0
g_g004354,403600.0
g_g004355,109000.0
g_g004359,298910.0
g_g004366,133450.0
g_g004375,279440.0
g_g004380,103500.0
g_g004383,142550.0
g_g004392,181000.0
g_g004393,41300.0
g_g004397,90700.0
g_g004398,301300.0
g_g004399,74100.0
g_g004401,109400.0
g_g004406,75100.0
g_g004412,62100.0
g_g004416,162500.0
g_g004420,134700.0
g_g004435,169500.0
g_g004436,110200.0
g_g004438,33900.0
g_g004446,39000.0
g_g004453,71900.0
g_g004454,237070.0
g_g004458,99200.0
g_g004467,78400.0
g_g004472,150500.0
g_g004476,250400.0
g_g004485,273800.0
g_g004489,110940.0
g_g004492,137506.0
g_g004494,72000.0
g_g004498,81500.0
g_g004510,72560.0
g_g004511,49000.0
g_g004516,72000.0
g_g004519,41000.0
g_g004521,135300.0
g_g004524,216100.0
g_g004538,74500.0
g_g004551,16000.0
g_g004552,138900.0
g_g004554,47800.0
g_g004556,267280.0
g_g004573,165700.0
g_g004578,215700.0
g_g004593,215000.0
g_g004594,81700.0
g_g004606,385700.0
g_g004621,122000.0
g_g004622,127420.0
g_g004626,79600.0
g_g004629,120900.0
g_g004630,228300.0
g_g004631,650450.0
g_g004636,537680.0
g_g004637,174690.0
g_g004656,86500.0
g_g004669,83900.0
g_g004671,96000.0
g_g004678,90400.0
g_g004681,44000.0
g_g004688,146000.0
g_g004701,356900.0
g_g004707,63400.0
g_g004714,42000.0
g_g004719,95000.0
g_g004722,353000.0
g_g004723,68800.0
g_g004731,31500.0
g_g004740,211900.0
g_g004754,162100.0
g_g004762,197800.0
