TRAVEL_ID,MAJOR_TRANSPORT,TOTAL_MVMN_WON
g_g003492,['KTX/SRT(고속열차)'],57250
g_g003495,"['지하철', '택시']",16250
g_g003497,['자가용(승용/승합/트럭 등등)'],53200
g_g003499,"['KTX/SRT(고속열차)', '지하철', '택시']",56000
g_g003511,"['버스 + 지하철', '택시']",20800
g_g003512,['자가용(승용/승합/트럭 등등)'],106079
g_g003515,['자가용(승용/승합/트럭 등등)'],40000
g_g003516,['자가용(승용/승합/트럭 등등)'],7200
g_g003525,['자가용(승용/승합/트럭 등등)'],30000
g_g003526,"['기타', '버스 + 지하철', '택시']",52525
g_g003535,['자가용(승용/승합/트럭 등등)'],45000
g_g003541,['자가용(승용/승합/트럭 등등)'],65500
g_g003544,"['새마을/무궁화열차', '시내/마을버스']",26600
g_g003554,['자가용(승용/승합/트럭 등등)'],63800
g_g003555,['KTX/SRT(고속열차)'],82700
g_g003556,['자가용(승용/승합/트럭 등등)'],103000
g_g003559,['자가용(승용/승합/트럭 등등)'],80750
g_g003563,['자가용(승용/승합/트럭 등등)'],35400
g_g003565,"['KTX/SRT(고속열차)', '자가용(승용/승합/트럭 등등)']",19900
g_g003570,['자가용(승용/승합/트럭 등등)'],62800
g_g003572,['자가용(승용/승합/트럭 등등)'],40000
g_g003573,['렌터카(승용/승합/버스 등등)'],131710
g_g003576,['자가용(승용/승합/트럭 등등)'],62500
g_g003577,['KTX/SRT(고속열차)'],108800
g_g003583,['택시'],60400
g_g003586,['자가용(승용/승합/트럭 등등)'],4000
g_g003589,"['자가용(승용/승합/트럭 등등)', '택시']",49379
g_g003599,['자가용(승용/승합/트럭 등등)'],55400
g_g003600,['자가용(승용/승합/트럭 등등)'],63900
g_g003608,['자가용(승용/승합/트럭 등등)'],54746
g_g003610,"['KTX/SRT(고속열차)', '버스 + 지하철', '택시']",112400
g_g003613,"['KTX/SRT(고속열차)', '시내/마을버스', '자가용(승용/승합/트럭 등등)', '택시']",59800
g_g003615,['택시'],178720
g_g003623,"['KTX/SRT(고속열차)', '지하철']",40000
g_g003624,['자가용(승용/승합/트럭 등등)'],62000
g_g003629,['자가용(승용/승합/트럭 등등)'],73000
g_g003636,['자가용(승용/승합/트럭 등등)'],7920
g_g003645,['택시'],112000
g_g003648,['자가용(승용/승합/트럭 등등)'],14800
g_g003652,['택시'],91300
g_g003655,"['KTX/SRT(고속열차)', '버스 + 지하철', '택시']",271700
g_g003658,['자가용(승용/승합/트럭 등등)'],30000
g_g003661,['버스 + 지하철'],46726
g_g003664,['자가용(승용/승합/트럭 등등)'],40600
g_g003665,['자가용(승용/승합/트럭 등등)'],140000
g_g003681,['자가용(승용/승합/트럭 등등)'],30000
g_g003687,['자가용(승용/승합/트럭 등등)'],80400
g_g003688,"['기타', '버스 + 지하철']",50200
g_g003700,['자가용(승용/승합/트럭 등등)'],56400
g_g003701,['자가용(승용/승합/트럭 등등)'],10200
g_g003712,['새마을/무궁화열차'],241300
g_g003714,['자가용(승용/승합/트럭 등등)'],800
g_g003717,['자가용(승용/승합/트럭 등등)'],40000
g_g003718,['자가용(승용/승합/트럭 등등)'],34400
g_g003722,['KTX/SRT(고속열차)'],76100
g_g003728,['자가용(승용/승합/트럭 등등)'],750
g_g003729,"['KTX/SRT(고속열차)', '관광버스', '자가용(승용/승합/트럭 등등)', '택시']",335400
g_g003733,['자가용(승용/승합/트럭 등등)'],103500
g_g003736,['자가용(승용/승합/트럭 등등)'],1650
g_g003738,['자가용(승용/승합/트럭 등등)'],75000
g_g003746,['자가용(승용/승합/트럭 등등)'],30000
g_g003770,['자가용(승용/승합/트럭 등등)'],62300
g_g003771,['시외/고속버스'],15500
g_g003779,['자가용(승용/승합/트럭 등등)'],9000
g_g003807,['자가용(승용/승합/트럭 등등)'],34338
g_g003810,['자가용(승용/승합/트럭 등등)'],20600
g_g003821,['자가용(승용/승합/트럭 등등)'],58972
g_g003824,"['시외/고속버스', '택시']",40100
g_g003839,"['새마을/무궁화열차', '지하철']",26460
g_g003845,['자가용(승용/승합/트럭 등등)'],41000
g_g003846,['자가용(승용/승합/트럭 등등)'],64500
g_g003847,['자가용(승용/승합/트럭 등등)'],94000
g_g003852,['KTX/SRT(고속열차)'],40800
g_g003860,['자가용(승용/승합/트럭 등등)'],70600
g_g003867,['자가용(승용/승합/트럭 등등)'],64000
g_g003869,"['관광버스', '새마을/무궁화열차', '시내/마을버스']",100400
g_g003871,['자가용(승용/승합/트럭 등등)'],36600
g_g003874,['시외/고속버스'],40050
g_g003875,['자가용(승용/승합/트럭 등등)'],58500
g_g003899,['KTX/SRT(고속열차)'],67600
g_g003902,"['KTX/SRT(고속열차)', '버스 + 지하철', '택시']",90700
g_g003906,['자가용(승용/승합/트럭 등등)'],83500
g_g003917,"['새마을/무궁화열차', '지하철']",22900
g_g003921,['자가용(승용/승합/트럭 등등)'],80000
g_g003929,['자가용(승용/승합/트럭 등등)'],56400
g_g003940,['시내/마을버스'],4700
g_g003944,['자가용(승용/승합/트럭 등등)'],77500
g_g003950,['자가용(승용/승합/트럭 등등)'],59000
g_g003957,['KTX/SRT(고속열차)'],40300
g_g003959,['지하철'],7900
g_g003960,['자가용(승용/승합/트럭 등등)'],106200
g_g003961,['택시'],47650
g_g003962,"['시외/고속버스', '자가용(승용/승합/트럭 등등)']",8800
g_g003965,"['KTX/SRT(고속열차)', '자가용(승용/승합/트럭 등등)', '지하철']",153000
g_g003980,['자가용(승용/승합/트럭 등등)'],58000
g_g003984,['버스 + 지하철'],25000
g_g003986,"['KTX/SRT(고속열차)', '택시']",75050
g_g003990,"['버스 + 지하철', '택시']",31900
g_g004004,['자가용(승용/승합/트럭 등등)'],135900
g_g004025,['자가용(승용/승합/트럭 등등)'],94800
g_g004036,['시외/고속버스'],19500
g_g004047,['자가용(승용/승합/트럭 등등)'],4000
g_g004064,['자가용(승용/승합/트럭 등등)'],17400
g_g004065,"['KTX/SRT(고속열차)', '버스 + 지하철']",23900
g_g004066,['자가용(승용/승합/트럭 등등)'],25000
g_g004101,['자가용(승용/승합/트럭 등등)'],70861
g_g004103,['자가용(승용/승합/트럭 등등)'],5800
g_g004104,"['KTX/SRT(고속열차)', '새마을/무궁화열차', '택시']",108600
g_g004109,['자가용(승용/승합/트럭 등등)'],80000
g_g004124,['자가용(승용/승합/트럭 등등)'],60800
g_g004138,['자가용(승용/승합/트럭 등등)'],95100
g_g004139,['자가용(승용/승합/트럭 등등)'],61000
g_g004152,['자가용(승용/승합/트럭 등등)'],65200
g_g004154,['자가용(승용/승합/트럭 등등)'],21000
g_g004155,['자가용(승용/승합/트럭 등등)'],85000
g_g004170,['자가용(승용/승합/트럭 등등)'],45827
g_g004174,"['새마을/무궁화열차', '시외/고속버스']",26500
g_g004180,"['버스 + 지하철', '택시']",153100
g_g004189,['자가용(승용/승합/트럭 등등)'],52083
g_g004205,['자가용(승용/승합/트럭 등등)'],37900
g_g004229,['자가용(승용/승합/트럭 등등)'],20000
g_g004231,"['버스 + 지하철', '자가용(승용/승합/트럭 등등)', '택시']",44700
g_g004234,['KTX/SRT(고속열차)'],26200
g_g004239,"['KTX/SRT(고속열차)', '지하철']",35500
g_g004255,['자가용(승용/승합/트럭 등등)'],62000
g_g004259,['자가용(승용/승합/트럭 등등)'],10000
g_g004265,['지하철'],2500
g_g004276,['자가용(승용/승합/트럭 등등)'],70000
g_g004279,['택시'],113800
g_g004282,['자가용(승용/승합/트럭 등등)'],34600
g_g004288,['자가용(승용/승합/트럭 등등)'],2200
g_g004289,['자가용(승용/승합/트럭 등등)'],83000
g_g004294,['자가용(승용/승합/트럭 등등)'],62900
g_g004297,"['KTX/SRT(고속열차)', '버스 + 지하철']",83100
g_g004309,['자가용(승용/승합/트럭 등등)'],120900
g_g004310,"['버스 + 지하철', '택시']",58250
g_g004317,"['KTX/SRT(고속열차)', '택시']",183000
g_g004318,['자가용(승용/승합/트럭 등등)'],74400
g_g004324,"['자가용(승용/승합/트럭 등등)', '지하철']",48945
g_g004327,['자가용(승용/승합/트럭 등등)'],30000
g_g004329,['자가용(승용/승합/트럭 등등)'],34100
g_g004340,['자가용(승용/승합/트럭 등등)'],66200
g_g004350,['자가용(승용/승합/트럭 등등)'],58000
g_g004354,['자가용(승용/승합/트럭 등등)'],110700
g_g004355,['자가용(승용/승합/트럭 등등)'],150000
g_g004359,"['시내/마을버스', '택시']",9350
g_g004366,['택시'],65000
g_g004375,['자가용(승용/승합/트럭 등등)'],30000
g_g004380,['자가용(승용/승합/트럭 등등)'],50000
g_g004383,"['KTX/SRT(고속열차)', '새마을/무궁화열차', '시외/고속버스', '택시']",109500
g_g004392,['자가용(승용/승합/트럭 등등)'],128500
g_g004393,['자가용(승용/승합/트럭 등등)'],200
g_g004397,['택시'],78000
g_g004398,['자가용(승용/승합/트럭 등등)'],50000
g_g004401,['택시'],34900
g_g004406,['시내/마을버스'],32000
g_g004416,['자가용(승용/승합/트럭 등등)'],68000
g_g004420,"['지하철', '택시']",12500
g_g004435,['자가용(승용/승합/트럭 등등)'],27600
g_g004436,"['렌터카(승용/승합/버스 등등)', '시외/고속버스']",36259
g_g004438,['새마을/무궁화열차'],14650
g_g004446,['자가용(승용/승합/트럭 등등)'],55000
g_g004453,['KTX/SRT(고속열차)'],46900
g_g004454,['자가용(승용/승합/트럭 등등)'],35000
g_g004467,['KTX/SRT(고속열차)'],26250
g_g004472,['자가용(승용/승합/트럭 등등)'],8200
g_g004476,['자가용(승용/승합/트럭 등등)'],39000
g_g004485,['자가용(승용/승합/트럭 등등)'],32600
g_g004489,['자가용(승용/승합/트럭 등등)'],33600
g_g004492,"['KTX/SRT(고속열차)', '시내/마을버스', '택시']",102600
g_g004494,['자가용(승용/승합/트럭 등등)'],63800
g_g004498,['새마을/무궁화열차'],92700
g_g004510,['자가용(승용/승합/트럭 등등)'],30000
g_g004511,['자가용(승용/승합/트럭 등등)'],10800
g_g004516,['자가용(승용/승합/트럭 등등)'],38000
g_g004519,['자가용(승용/승합/트럭 등등)'],54000
g_g004521,['자가용(승용/승합/트럭 등등)'],102600
g_g004524,"['버스 + 지하철', '자가용(승용/승합/트럭 등등)']",47000
g_g004538,['자가용(승용/승합/트럭 등등)'],103500
g_g004551,['자가용(승용/승합/트럭 등등)'],20000
g_g004552,['자가용(승용/승합/트럭 등등)'],9000
g_g004556,"['시외/고속버스', '택시']",33500
g_g004573,['자가용(승용/승합/트럭 등등)'],83000
g_g004578,['자가용(승용/승합/트럭 등등)'],23000
g_g004594,['자가용(승용/승합/트럭 등등)'],65900
g_g004606,['자가용(승용/승합/트럭 등등)'],32000
g_g004621,['자가용(승용/승합/트럭 등등)'],60000
g_g004626,['자가용(승용/승합/트럭 등등)'],5000
g_g004629,['택시'],62600
g_g004630,['자가용(승용/승합/트럭 등등)'],62200
g_g004631,"['KTX/SRT(고속열차)', '자가용(승용/승합/트럭 등등)', '지하철', '택시']",87400
g_g004636,['자가용(승용/승합/트럭 등등)'],73900
g_g004637,['렌터카(승용/승합/버스 등등)'],80444
g_g004656,['자가용(승용/승합/트럭 등등)'],100700
g_g004669,['자가용(승용/승합/트럭 등등)'],50000
g_g004671,"['버스 + 지하철', '새마을/무궁화열차']",43400
g_g004678,"['새마을/무궁화열차', '지하철', '택시']",47700
g_g004688,['택시'],76850
g_g004701,['자가용(승용/승합/트럭 등등)'],70000
g_g004707,['자가용(승용/승합/트럭 등등)'],36400
g_g004714,['자가용(승용/승합/트럭 등등)'],70000
g_g004719,"['새마을/무궁화열차', '택시']",50600
g_g004722,['자가용(승용/승합/트럭 등등)'],17700
g_g004723,['버스 + 지하철'],54920
g_g004731,['자가용(승용/승합/트럭 등등)'],2000
g_g004740,['자가용(승용/승합/트럭 등등)'],60711
g_g004754,['자가용(승용/승합/트럭 등등)'],20000
g_g004762,['새마을/무궁화열차'],25100
g_g004766,['자가용(승용/승합/트럭 등등)'],110000
g_g004772,['렌터카(승용/승합/버스 등등)'],62317
g_g004776,"['KTX/SRT(고속열차)', '지하철', '택시']",67700
g_g004781,['자가용(승용/승합/트럭 등등)'],74800
g_g004810,['자가용(승용/승합/트럭 등등)'],98000
g_g004816,['자가용(승용/승합/트럭 등등)'],33000
g_g004826,['자가용(승용/승합/트럭 등등)'],89750
g_g004828,['자가용(승용/승합/트럭 등등)'],62000
g_g004831,['자가용(승용/승합/트럭 등등)'],16000
g_g004839,['자가용(승용/승합/트럭 등등)'],3500
g_g004849,['자가용(승용/승합/트럭 등등)'],62600
g_g004852,['자가용(승용/승합/트럭 등등)'],50354
g_g004853,['자가용(승용/승합/트럭 등등)'],46100
g_g004865,"['시외/고속버스', '택시']",52300
g_g004869,['자가용(승용/승합/트럭 등등)'],60800
g_g004877,['자가용(승용/승합/트럭 등등)'],60000
g_g004879,['자가용(승용/승합/트럭 등등)'],12000
g_g004886,['자가용(승용/승합/트럭 등등)'],41600
g_g004893,['자가용(승용/승합/트럭 등등)'],123000
g_g004904,['자가용(승용/승합/트럭 등등)'],100840
g_g004905,['자가용(승용/승합/트럭 등등)'],64600
g_g004906,['자가용(승용/승합/트럭 등등)'],57200
g_g004909,"['KTX/SRT(고속열차)', '자가용(승용/승합/트럭 등등)']",156150
g_g004915,"['자가용(승용/승합/트럭 등등)', '택시']",99750
g_g004916,['자가용(승용/승합/트럭 등등)'],90300
g_g004920,['자가용(승용/승합/트럭 등등)'],30500
g_g004925,['KTX/SRT(고속열차)'],55900
g_g004926,['자가용(승용/승합/트럭 등등)'],61000
g_g004955,"['버스 + 지하철', '택시']",83200
g_g004961,['자가용(승용/승합/트럭 등등)'],123000
g_g004971,['자가용(승용/승합/트럭 등등)'],53400
g_g004975,['자가용(승용/승합/트럭 등등)'],104000
g_g004976,['자가용(승용/승합/트럭 등등)'],51500
g_g004977,['자가용(승용/승합/트럭 등등)'],66700
g_g004994,['자가용(승용/승합/트럭 등등)'],101200
g_g005012,['자가용(승용/승합/트럭 등등)'],10000
g_g005053,"['자가용(승용/승합/트럭 등등)', '택시']",159600
g_g005056,"['버스 + 지하철', '택시']",118200
g_g005060,['새마을/무궁화열차'],25600
g_g005076,['자가용(승용/승합/트럭 등등)'],111800
g_g005080,['렌터카(승용/승합/버스 등등)'],231150
g_g005081,"['KTX/SRT(고속열차)', '택시']",41100
g_g005083,['자가용(승용/승합/트럭 등등)'],30000
g_g005094,['자가용(승용/승합/트럭 등등)'],203000
g_g005105,['자가용(승용/승합/트럭 등등)'],133000
g_g005114,"['시외/고속버스', '택시']",66700
g_g005119,['자가용(승용/승합/트럭 등등)'],151725
g_g005127,['자가용(승용/승합/트럭 등등)'],36851
g_g005153,['자가용(승용/승합/트럭 등등)'],170500
g_g005160,"['버스 + 지하철', '택시']",151960
g_g005164,['시외/고속버스'],65400
g_g005165,['자가용(승용/승합/트럭 등등)'],102000
g_g005167,['자가용(승용/승합/트럭 등등)'],138400
g_g005170,['자가용(승용/승합/트럭 등등)'],104000
g_g005171,"['버스 + 지하철', '택시']",32000
g_g005173,['자가용(승용/승합/트럭 등등)'],68000
g_g005175,['자가용(승용/승합/트럭 등등)'],70000
g_g005187,['자가용(승용/승합/트럭 등등)'],111735
g_g005198,['자가용(승용/승합/트럭 등등)'],174000
g_g005200,['택시'],91270
g_g005206,"['KTX/SRT(고속열차)', '지하철', '택시']",172900
g_g005209,['자가용(승용/승합/트럭 등등)'],64080
g_g005218,['자가용(승용/승합/트럭 등등)'],65370
g_g005219,['자가용(승용/승합/트럭 등등)'],48300
g_g005225,['자가용(승용/승합/트럭 등등)'],86200
g_g005243,['자가용(승용/승합/트럭 등등)'],176600
g_g005250,['자가용(승용/승합/트럭 등등)'],115200
g_g005254,['자가용(승용/승합/트럭 등등)'],7000
g_g005259,['택시'],77200
g_g005266,['시외/고속버스'],386780
g_g005270,['자가용(승용/승합/트럭 등등)'],141000
g_g005271,['자가용(승용/승합/트럭 등등)'],55000
g_g005273,['자가용(승용/승합/트럭 등등)'],85000
g_g005280,['KTX/SRT(고속열차)'],262330
g_g005282,['자가용(승용/승합/트럭 등등)'],95900
g_g005297,"['새마을/무궁화열차', '지하철', '택시']",24800
g_g005299,['자가용(승용/승합/트럭 등등)'],90000
g_g005300,['자가용(승용/승합/트럭 등등)'],78000
g_g005302,['자가용(승용/승합/트럭 등등)'],65000
g_g005303,['자가용(승용/승합/트럭 등등)'],134000
g_g005310,"['렌터카(승용/승합/버스 등등)', '택시']",234980
g_g005319,['자가용(승용/승합/트럭 등등)'],66700
g_g005330,"['KTX/SRT(고속열차)', '지하철', '택시']",206300
g_g005358,"['KTX/SRT(고속열차)', '지하철', '택시']",69700
g_g005372,"['KTX/SRT(고속열차)', '렌터카(승용/승합/버스 등등)']",183748
g_g005377,['자가용(승용/승합/트럭 등등)'],31800
g_g005387,['자가용(승용/승합/트럭 등등)'],20000
g_g005391,['KTX/SRT(고속열차)'],306395
g_g005392,['자가용(승용/승합/트럭 등등)'],249000
g_g005395,['자가용(승용/승합/트럭 등등)'],67000
g_g005398,"['KTX/SRT(고속열차)', '시내/마을버스', '택시']",82300
g_g005400,['자가용(승용/승합/트럭 등등)'],78800
g_g005402,['자가용(승용/승합/트럭 등등)'],104500
g_g005415,['자가용(승용/승합/트럭 등등)'],73634
g_g005419,"['새마을/무궁화열차', '지하철']",38700
g_g005438,"['KTX/SRT(고속열차)', '지하철', '택시']",249700
g_g005447,['자가용(승용/승합/트럭 등등)'],59828
g_g005454,['새마을/무궁화열차'],21900
g_g005455,"['새마을/무궁화열차', '시내/마을버스', '택시']",46050
g_g005461,['버스 + 지하철'],28800
g_g005465,"['KTX/SRT(고속열차)', '시내/마을버스']",62600
g_g005537,['자가용(승용/승합/트럭 등등)'],30000
g_g005541,['자가용(승용/승합/트럭 등등)'],4800
g_g005542,['자가용(승용/승합/트럭 등등)'],10000
g_g005544,['시내/마을버스'],5000
g_g005548,"['시외/고속버스', '자가용(승용/승합/트럭 등등)']",56500
g_g005549,['자가용(승용/승합/트럭 등등)'],50000
g_g005552,['자가용(승용/승합/트럭 등등)'],40000
g_g005554,['자가용(승용/승합/트럭 등등)'],10000
g_g005559,['자가용(승용/승합/트럭 등등)'],1700
g_g005564,['자가용(승용/승합/트럭 등등)'],20000
g_g005565,['자가용(승용/승합/트럭 등등)'],17200
g_g005567,['자가용(승용/승합/트럭 등등)'],46200
g_g005568,['새마을/무궁화열차'],26000
g_g005569,['자가용(승용/승합/트럭 등등)'],55000
g_g005572,['자가용(승용/승합/트럭 등등)'],50000
g_g005573,['자가용(승용/승합/트럭 등등)'],25900
g_g005574,['자가용(승용/승합/트럭 등등)'],58000
g_g005576,['버스 + 지하철'],41200
g_g005578,['시외/고속버스'],15700
g_g005579,['자가용(승용/승합/트럭 등등)'],40000
g_g005581,['자가용(승용/승합/트럭 등등)'],8300
g_g005583,['자가용(승용/승합/트럭 등등)'],14000
g_g005589,['자가용(승용/승합/트럭 등등)'],55400
g_g005590,['자가용(승용/승합/트럭 등등)'],10000
g_g005591,['자가용(승용/승합/트럭 등등)'],10000
g_g005593,['시외/고속버스'],5000
g_g005594,['시내/마을버스'],6700
g_g005599,['자가용(승용/승합/트럭 등등)'],50000
g_g005601,['자가용(승용/승합/트럭 등등)'],60400
g_g005602,['자가용(승용/승합/트럭 등등)'],50000
g_g005681,['자가용(승용/승합/트럭 등등)'],71000
g_g005684,['자가용(승용/승합/트럭 등등)'],49100
g_g005692,['자가용(승용/승합/트럭 등등)'],42600
g_g005694,['새마을/무궁화열차'],56800
g_g005701,['자가용(승용/승합/트럭 등등)'],71000
g_g005704,"['렌터카(승용/승합/버스 등등)', '시외/고속버스', '택시']",148000
g_g005707,['자가용(승용/승합/트럭 등등)'],78600
g_g005708,['자가용(승용/승합/트럭 등등)'],10000
g_g005709,['택시'],159940
g_g005711,['새마을/무궁화열차'],28700
g_g005716,['시외/고속버스'],21550
g_g005725,"['KTX/SRT(고속열차)', '지하철', '택시']",54100
g_g005742,['렌터카(승용/승합/버스 등등)'],174710
g_g005745,['자가용(승용/승합/트럭 등등)'],68000
g_g005746,['자가용(승용/승합/트럭 등등)'],192700
g_g005750,['자가용(승용/승합/트럭 등등)'],54571
g_g005754,['자가용(승용/승합/트럭 등등)'],59550
g_g005762,['KTX/SRT(고속열차)'],33600
g_g005783,['자가용(승용/승합/트럭 등등)'],17779
g_g005786,['자가용(승용/승합/트럭 등등)'],84900
g_g005791,['택시'],39700
g_g005793,"['새마을/무궁화열차', '시내/마을버스', '택시']",103200
g_g005794,['자가용(승용/승합/트럭 등등)'],8000
g_g005795,['자가용(승용/승합/트럭 등등)'],30000
g_g005806,['자가용(승용/승합/트럭 등등)'],38600
g_g005807,['택시'],68800
g_g005808,"['버스 + 지하철', '택시']",125000
g_g005809,"['시외/고속버스', '택시']",82200
g_g005811,['택시'],240200
g_g005812,['KTX/SRT(고속열차)'],59650
g_g005814,"['KTX/SRT(고속열차)', '관광버스', '버스 + 지하철']",161600
g_g005815,['렌터카(승용/승합/버스 등등)'],142080
g_g005817,"['자가용(승용/승합/트럭 등등)', '택시']",92680
g_g005828,['자가용(승용/승합/트럭 등등)'],119500
g_g005838,"['새마을/무궁화열차', '자가용(승용/승합/트럭 등등)']",122800
g_g005840,"['KTX/SRT(고속열차)', '택시']",88370
g_g005841,['자가용(승용/승합/트럭 등등)'],33000
g_g005843,['택시'],89900
g_g005844,['자가용(승용/승합/트럭 등등)'],55000
g_g005855,['자가용(승용/승합/트럭 등등)'],63400
g_g005868,['렌터카(승용/승합/버스 등등)'],173100
g_g005889,['자가용(승용/승합/트럭 등등)'],130000
g_g005895,['자가용(승용/승합/트럭 등등)'],53000
g_g005899,['택시'],176600
g_g005905,['택시'],100350
g_g005913,['자가용(승용/승합/트럭 등등)'],52000
g_g005920,['자가용(승용/승합/트럭 등등)'],138500
g_g005921,"['KTX/SRT(고속열차)', '지하철', '택시']",202200
g_g005925,['택시'],266100
g_g005932,"['시외/고속버스', '택시']",46000
g_g005952,['KTX/SRT(고속열차)'],116300
g_g005954,['자가용(승용/승합/트럭 등등)'],50000
g_g005959,['자가용(승용/승합/트럭 등등)'],151100
g_g005960,['자가용(승용/승합/트럭 등등)'],9200
g_g005965,['자가용(승용/승합/트럭 등등)'],91300
g_g005967,['KTX/SRT(고속열차)'],117100
g_g005972,['자가용(승용/승합/트럭 등등)'],63000
g_g005974,"['시외/고속버스', '자가용(승용/승합/트럭 등등)']",58600
g_g005975,['자가용(승용/승합/트럭 등등)'],89700
g_g005978,"['버스 + 지하철', '택시']",69600
g_g005982,"['자가용(승용/승합/트럭 등등)', '택시']",95000
g_g005990,['자가용(승용/승합/트럭 등등)'],131700
g_g005992,"['렌터카(승용/승합/버스 등등)', '버스 + 지하철']",94530
g_g006003,['자가용(승용/승합/트럭 등등)'],81000
g_g006020,['자가용(승용/승합/트럭 등등)'],79000
g_g006023,['자전거'],92000
g_g006027,['자가용(승용/승합/트럭 등등)'],31200
g_g006029,['자가용(승용/승합/트럭 등등)'],70000
g_g006055,['택시'],152270
g_g006057,['자가용(승용/승합/트럭 등등)'],112000
g_g006061,['자가용(승용/승합/트럭 등등)'],55400
g_g006065,['자가용(승용/승합/트럭 등등)'],57000
g_g006076,['KTX/SRT(고속열차)'],116100
g_g006084,['자가용(승용/승합/트럭 등등)'],72888
g_g006092,['자가용(승용/승합/트럭 등등)'],30700
g_g006096,['자가용(승용/승합/트럭 등등)'],44000
g_g006100,['자가용(승용/승합/트럭 등등)'],174000
g_g006101,"['버스 + 지하철', '자가용(승용/승합/트럭 등등)', '택시']",186600
g_g006102,['자가용(승용/승합/트럭 등등)'],17700
g_g006114,['자가용(승용/승합/트럭 등등)'],60000
g_g006130,['자가용(승용/승합/트럭 등등)'],78100
g_g006132,['새마을/무궁화열차'],81700
g_g006135,['자가용(승용/승합/트럭 등등)'],61799
g_g006137,['자가용(승용/승합/트럭 등등)'],50000
g_g006142,['택시'],219150
g_g006151,['자가용(승용/승합/트럭 등등)'],52000
g_g006152,['자가용(승용/승합/트럭 등등)'],81000
g_g006161,"['KTX/SRT(고속열차)', '버스 + 지하철', '택시']",317000
g_g006163,['자가용(승용/승합/트럭 등등)'],30000
g_g006168,"['렌터카(승용/승합/버스 등등)', '항공기']",431114
g_g006175,['자가용(승용/승합/트럭 등등)'],44750
g_g006179,['자가용(승용/승합/트럭 등등)'],80000
g_g006180,['택시'],94300
g_g006181,['렌터카(승용/승합/버스 등등)'],154396
g_g006189,['자가용(승용/승합/트럭 등등)'],27300
g_g006190,['자가용(승용/승합/트럭 등등)'],79000
g_g006196,['자가용(승용/승합/트럭 등등)'],66228
g_g006197,['자가용(승용/승합/트럭 등등)'],62200
g_g006201,"['버스 + 지하철', '자가용(승용/승합/트럭 등등)']",58900
g_g006210,['KTX/SRT(고속열차)'],135600
g_g006212,['자가용(승용/승합/트럭 등등)'],159840
g_g006213,['자가용(승용/승합/트럭 등등)'],261000
g_g006214,['자가용(승용/승합/트럭 등등)'],46600
g_g006223,"['시외/고속버스', '택시']",53800
g_g006227,['자가용(승용/승합/트럭 등등)'],112000
g_g006231,"['KTX/SRT(고속열차)', '버스 + 지하철']",94200
g_g006249,['자가용(승용/승합/트럭 등등)'],41000
g_g006256,"['자가용(승용/승합/트럭 등등)', '지하철']",53700
g_g006260,['자가용(승용/승합/트럭 등등)'],76000
g_g006265,"['새마을/무궁화열차', '시외/고속버스', '택시']",81300
g_g006280,['자가용(승용/승합/트럭 등등)'],59000
g_g006287,"['KTX/SRT(고속열차)', '지하철', '택시']",284400
g_g006322,['버스 + 지하철'],60900
g_g006323,['자가용(승용/승합/트럭 등등)'],48500
g_g006325,['자가용(승용/승합/트럭 등등)'],97100
g_g006330,['자가용(승용/승합/트럭 등등)'],103000
g_g006331,['자가용(승용/승합/트럭 등등)'],68000
g_g006359,"['버스 + 지하철', '택시']",183000
g_g006363,['자가용(승용/승합/트럭 등등)'],50000
g_g006367,['자가용(승용/승합/트럭 등등)'],159065
g_g006372,['버스 + 지하철'],94100
g_g006376,"['새마을/무궁화열차', '시내/마을버스']",150800
g_g006378,['자가용(승용/승합/트럭 등등)'],50000
g_g006393,['자가용(승용/승합/트럭 등등)'],20000
g_g006402,['자가용(승용/승합/트럭 등등)'],41220
g_g006414,['자가용(승용/승합/트럭 등등)'],123900
g_g006442,['KTX/SRT(고속열차)'],73300
g_g006447,['자가용(승용/승합/트럭 등등)'],68000
g_g006459,['자가용(승용/승합/트럭 등등)'],70000
g_g006460,['택시'],162450
g_g006461,"['새마을/무궁화열차', '택시']",74400
g_g006462,['자가용(승용/승합/트럭 등등)'],128632
g_g006465,['자가용(승용/승합/트럭 등등)'],60800
g_g006469,"['새마을/무궁화열차', '택시']",91800
g_g006470,"['버스 + 지하철', '새마을/무궁화열차', '택시']",35900
g_g006473,['KTX/SRT(고속열차)'],94400
g_g006475,"['시외/고속버스', '택시']",51500
g_g006477,['버스 + 지하철'],29500
g_g006482,['자가용(승용/승합/트럭 등등)'],40400
g_g006489,['KTX/SRT(고속열차)'],114900
g_g006492,['KTX/SRT(고속열차)'],106600
g_g006496,"['KTX/SRT(고속열차)', '시내/마을버스', '자가용(승용/승합/트럭 등등)']",107355
g_g006497,['자가용(승용/승합/트럭 등등)'],70000
g_g006510,"['KTX/SRT(고속열차)', '시외/고속버스', '택시']",57200
g_g006516,"['KTX/SRT(고속열차)', '시내/마을버스', '택시']",61200
g_g006517,['자가용(승용/승합/트럭 등등)'],128700
g_g006523,['자가용(승용/승합/트럭 등등)'],80400
g_g006524,"['KTX/SRT(고속열차)', '지하철', '택시']",352500
g_g006529,['KTX/SRT(고속열차)'],75650
g_g006548,['자가용(승용/승합/트럭 등등)'],62900
g_g006578,['택시'],130400
g_g006588,['택시'],189900
